DATE,CAUDAL,PP,T,PET
1999-12-31,19630,19.20817028,28.00973892,4.740168095
2000-01-01,19380,18.80370133,27.82325554,4.821412086
2000-01-02,19030,18.80370133,27.46727371,4.843363762
2000-01-03,18660,18.80370133,27.35447311,4.768243313
2000-01-04,18240,18.80370133,28.12238312,5.060767651
2000-01-05,17670,18.80370133,28.29117966,5.127055168
2000-01-06,17060,18.80370133,26.47737312,5.054282665
2000-01-07,16530,18.80370133,27.08943558,5.086221695
2000-01-08,16000,18.80370133,27.40327454,5.046724319
2000-01-09,15370,18.80370133,27.24811554,4.949221134
2000-01-10,14760,18.80370133,25.48800278,4.780124664
2000-01-11,14070,18.80370133,26.30260468,4.943065166
2000-01-12,13610,18.80370133,26.06449509,4.987803459
2000-01-13,13450,18.80370133,27.54927826,4.855865955
2000-01-14,13680,18.80370133,27.68299103,4.953439236
2000-01-15,13850,18.80370133,27.81561661,5.129899979
2000-01-16,13480,18.80370133,27.18999672,5.168636322
2000-01-17,12920,18.80370133,27.0130024,5.012349606
2000-01-18,12470,18.80370133,26.59308243,4.680822372
2000-01-19,12120,18.80370133,25.86734009,4.920565605
2000-01-20,11890,18.80370133,25.24534035,5.086299896
2000-01-21,11910,18.80370133,26.91587257,5.064892292
2000-01-22,12110,18.80370133,27.4263382,5.135159492
2000-01-23,12310,18.80370133,26.74408722,4.979989529
2000-01-24,12460,18.80370133,26.65307045,4.833894253
2000-01-25,12570,18.80370133,27.42816925,4.892507553
2000-01-26,12590,18.80370133,27.78508377,5.118867397
2000-01-27,12600,18.80370133,25.59682465,5.139267921
2000-01-28,12810,18.80370133,26.10517311,5.126157284
2000-01-29,13060,18.80370133,26.67259407,4.727447033
2000-01-30,13190,18.80370133,26.78184509,4.73714447
2000-01-31,13610,18.80370133,24.04205894,4.853332043
2000-02-01,14850,15.29069913,26.53562927,4.833439827
2000-02-02,15590,15.29069913,26.04163361,4.949180126
2000-02-03,16290,15.29069913,26.01355362,5.041512489
2000-02-04,16880,15.29069913,27.65086174,4.922841072
2000-02-05,17440,15.29069913,26.5385704,4.859295368
2000-02-06,17900,15.29069913,27.51390457,4.942890167
2000-02-07,18180,15.29069913,26.56391525,4.92899704
2000-02-08,18300,15.29069913,26.92512131,4.984970093
2000-02-09,18220,15.29069913,27.17239761,4.818606377
2000-02-10,18020,15.29069913,28.18430328,4.879537106
2000-02-11,17730,15.29069913,27.95175552,4.848835468
2000-02-12,17260,15.29069913,27.57499123,4.873598576
2000-02-13,16700,15.29069913,27.48271942,4.937232971
2000-02-14,16110,15.29069913,26.83540916,4.785439968
2000-02-15,15330,15.29069913,24.91160583,4.903281689
2000-02-16,14700,15.29069913,25.44145012,4.637238026
2000-02-17,14060,15.29069913,24.34188843,4.723128319
2000-02-18,13880,15.29069913,25.29008865,4.853704453
2000-02-19,13880,15.29069913,25.62990379,4.822927475
2000-02-20,14030,15.29069913,26.19464493,4.799845695
2000-02-21,14180,15.29069913,25.16888809,4.946302891
2000-02-22,14440,15.29069913,26.26146507,5.043395042
2000-02-23,14910,15.29069913,25.62942696,5.015274525
2000-02-24,15300,15.29069913,26.43359184,5.04814291
2000-02-25,15610,15.29069913,26.41291809,4.996972084
2000-02-26,16000,15.29069913,25.82721138,4.88906908
2000-02-27,16440,15.29069913,26.32274628,4.928601265
2000-02-28,16940,15.29069913,27.15597534,4.907223225
2000-02-29,17550,15.29069913,25.95377922,4.820199966
2000-03-01,18270,24.98239542,25.09206963,4.694921494
2000-03-02,18850,24.98239542,26.61217499,4.799433231
2000-03-03,19270,24.98239542,27.07414055,4.835128307
2000-03-04,19710,24.98239542,26.60063934,4.579154015
2000-03-05,20190,24.98239542,26.08285522,4.858065605
2000-03-06,20570,24.98239542,25.77791214,4.911414623
2000-03-07,20840,24.98239542,26.0755558,4.584738255
2000-03-08,21080,24.98239542,26.10592461,4.900388241
2000-03-09,21300,24.98239542,26.44237328,4.814753056
2000-03-10,21460,24.98239542,26.3367424,4.921064854
2000-03-11,21580,24.98239542,26.40087509,4.689377785
2000-03-12,21680,24.98239542,25.86585999,4.670366287
2000-03-13,21750,24.98239542,27.0401001,4.700713634
2000-03-14,21800,24.98239542,26.95677567,4.790868759
2000-03-15,21900,24.98239542,26.84313965,4.870741844
2000-03-16,21960,24.98239542,27.41611862,4.905295372
2000-03-17,22000,24.98239542,27.58753967,4.856477261
2000-03-18,22020,24.98239542,25.55500793,4.822365761
2000-03-19,22000,24.98239542,26.35864067,4.952736378
2000-03-20,21930,24.98239542,25.78167152,4.711557865
2000-03-21,21860,24.98239542,26.6163311,4.609315395
2000-03-22,21790,24.98239542,25.61890411,4.645662785
2000-03-23,21710,24.98239542,25.99052048,4.579319
2000-03-24,21590,24.98239542,26.15903282,4.685118675
2000-03-25,21520,24.98239542,25.95861435,4.709379196
2000-03-26,21460,24.98239542,26.38232803,4.602714539
2000-03-27,21480,24.98239542,27.09519577,4.663218021
2000-03-28,21520,24.98239542,26.25576782,4.753994942
2000-03-29,21470,24.98239542,25.75157356,4.573608875
2000-03-30,21560,24.98239542,26.31787872,4.976391792
2000-03-31,21780,24.98239542,25.43094254,4.531079769
2000-04-01,21940,20.65959484,26.05560303,4.569163322
2000-04-02,22120,20.65959484,24.83800507,4.615897179
2000-04-03,22300,20.65959484,24.7122345,4.58133316
2000-04-04,22460,20.65959484,25.9091301,4.388085365
2000-04-05,22660,20.65959484,25.19457817,4.468630314
2000-04-06,22860,20.65959484,25.68554306,4.455018997
2000-04-07,23010,20.65959484,26.78450775,4.418215752
2000-04-08,23150,20.65959484,27.1677475,4.640398502
2000-04-09,23310,20.65959484,25.39032364,4.602565289
2000-04-10,23460,20.65959484,27.05724716,4.959174633
2000-04-11,23670,20.65959484,24.90154648,5.080253124
2000-04-12,23820,20.65959484,25.93498421,4.443441868
2000-04-13,23960,20.65959484,27.31631851,4.39124155
2000-04-14,24130,20.65959484,27.06445313,4.284330368
2000-04-15,24290,20.65959484,26.4534111,4.314792633
2000-04-16,24400,20.65959484,26.58032227,4.196986675
2000-04-17,24530,20.65959484,26.7404747,4.390929222
2000-04-18,24610,20.65959484,26.81375694,4.503017902
2000-04-19,24720,20.65959484,27.00142288,4.603978634
2000-04-20,24900,20.65959484,24.33419418,4.56943655
2000-04-21,24990,20.65959484,25.52280807,4.353960514
2000-04-22,25070,20.65959484,26.01148605,4.997424603
2000-04-23,25140,20.65959484,25.75098419,4.468049526
2000-04-24,25240,20.65959484,25.54909515,4.40504837
2000-04-25,25310,20.65959484,26.00535202,4.399083138
2000-04-26,25390,20.65959484,26.94424057,4.420801163
2000-04-27,25500,20.65959484,25.29962921,4.479412079
2000-04-28,25610,20.65959484,26.76301575,4.509918213
2000-04-29,25750,20.65959484,26.53125,4.498561859
2000-04-30,25880,20.65959484,26.27690887,4.482520103
2000-05-01,25970,23.41397442,26.40888023,4.448842525
2000-05-02,26060,23.41397442,26.06122589,3.6977911
2000-05-03,26120,23.41397442,26.23584175,4.601469994
2000-05-04,26230,23.41397442,26.68965912,3.972666025
2000-05-05,26350,23.41397442,26.17564392,4.165754318
2000-05-06,26400,23.41397442,26.14606476,4.175039768
2000-05-07,26450,23.41397442,25.04738045,4.147189617
2000-05-08,26500,23.41397442,26.11442184,4.218173504
2000-05-09,26660,23.41397442,24.26882172,4.236980915
2000-05-10,26790,23.41397442,25.51037407,4.247999668
