date,q,pp,pp-1,t,pet
21/04/1993,8224,13.7373,4.7141,15.3046,3.008
22/04/1993,9121,2.142,13.7373,15.8913,3.1236
23/04/1993,9096,8.5377,2.142,15.3682,2.8331
24/04/1993,8926,0.6947,8.5377,15.3964,3.2142
25/04/1993,9125,1.6646,0.6947,16.0322,3.5331
26/04/1993,9907,0.9516,1.6646,15.7694,3.346
27/04/1993,10050,15.7648,0.9516,15.4513,3.2461
28/04/1993,10490,4.3994,15.7648,15.4026,3.0922
29/04/1993,9749,0.6713,4.3994,15.2421,3.1665
30/04/1993,7743,0.092,0.6713,15.6192,3.1586
1/05/1993,6468,1.4411,0.092,15.3028,2.9122
2/05/1993,7696,1.0479,1.4411,15.2843,3.0666
3/05/1993,8008,0.2545,1.0479,16.2689,3.7282
4/05/1993,6818,0.0768,0.2545,16.8363,3.6883
5/05/1993,5783,8.5872,0.0768,16.2228,2.8284
6/05/1993,6599,2.7508,8.5872,15.8003,3.1778
7/05/1993,6962,0.0919,2.7508,16.0787,3.4972
8/05/1993,7931,1.3801,0.0919,16.0892,3.2141
9/05/1993,6751,2.8758,1.3801,15.882,3.1986
10/05/1993,6284,0.1503,2.8758,15.8043,3.3467
11/05/1993,5621,0.0407,0.1503,16.3256,3.6861
12/05/1993,4596,0.1454,0.0407,16.4869,3.3772
13/05/1993,3668,0.0519,0.1454,16.5077,3.5791
14/05/1993,3181,1.3409,0.0519,17.0854,3.5097
15/05/1993,3321,10.3952,1.3409,16.3796,2.7363
16/05/1993,3877,23.7751,10.3952,14.8281,2.3012
17/05/1993,4386,1.3371,23.7751,15.2885,2.851
18/05/1993,4051,0,1.3371,15.3618,3.0649
19/05/1993,3794,0,0,15.5518,3.1852
20/05/1993,3552,0,0,15.9925,3.4234
21/05/1993,3248,0.1281,0,16.2535,3.188
22/05/1993,2687,0.118,0.1281,16.2784,2.9418
23/05/1993,2462,0.0655,0.118,16.0982,2.9251
24/05/1993,3079,3.2615,0.0655,15.714,3.0963
25/05/1993,2893,20.0206,3.2615,15.2823,2.4949
26/05/1993,4176,1.7077,20.0206,15.676,2.9626
27/05/1993,3997,2.1409,1.7077,15.5374,2.7611
28/05/1993,3617,12.9627,2.1409,14.662,2.2975
29/05/1993,4095,17.8489,12.9627,14.5202,2.1541
30/05/1993,6040,0.7273,17.8489,15.6699,2.973
31/05/1993,7831,0.0092,0.7273,15.7456,3.2253
1/06/1993,7138,8.7496,0.0092,15.5785,2.7608
2/06/1993,6107,2.2821,8.7496,15.1128,2.7809
3/06/1993,5127,0.0569,2.2821,15.4381,3.109
4/06/1993,4528,0.0202,0.0569,15.9094,3.1791
5/06/1993,3614,0.3035,0.0202,15.6191,3.0015
6/06/1993,3787,0.1681,0.3035,15.3841,2.6944
7/06/1993,4358,0.2725,0.1681,15.5246,3.0009
8/06/1993,4515,0.231,0.2725,15.2493,2.742
9/06/1993,4488,0.5537,0.231,14.7481,2.6553
10/06/1993,5311,1.516,0.5537,14.6475,2.4489
11/06/1993,8194,3.393,1.516,14.5903,2.4912
12/06/1993,10270,1.8005,3.393,14.3005,2.418
13/06/1993,10660,0,1.8005,14.8484,3.1389
14/06/1993,8674,7.00E-04,0,14.9783,2.8387
15/06/1993,5667,0.4,7.00E-04,14.9743,2.5698
16/06/1993,4420,1.3615,0.4,15.2045,2.7303
17/06/1993,3892,0.0792,1.3615,15.2655,2.6687
18/06/1993,4709,1.0672,0.0792,15.2711,2.3014
19/06/1993,6680,6.5132,1.0672,14.5936,2.2168
20/06/1993,9139,6.7138,6.5132,15.0547,2.8597
21/06/1993,9792,12.5045,6.7138,15.4228,3.1533
22/06/1993,7240,0.0927,12.5045,15.2603,2.8356
23/06/1993,4807,0.3587,0.0927,15.2101,2.824
24/06/1993,3381,0.8808,0.3587,14.7787,2.6768
25/06/1993,2769,2.7053,0.8808,14.4492,2.7393
26/06/1993,5302,4.1022,2.7053,14.6685,2.8464
27/06/1993,6081,1.8093,4.1022,15.1602,2.9857
28/06/1993,5027,2.385,1.8093,15.2049,3.0289
29/06/1993,2746,3.0981,2.385,15.1109,2.6304
30/06/1993,4597,4.2711,3.0981,15.3224,2.8798
1/07/1993,4686,0.0027,4.2711,15.6826,3.2984
2/07/1993,4048,1.4127,0.0027,15.8276,3.0623
3/07/1993,3778,11.1355,1.4127,15.5925,2.7311
4/07/1993,4222,8.3452,11.1355,15.0291,2.3592
5/07/1993,4283,0.0097,8.3452,15.2442,3.0592
6/07/1993,3975,1.4014,0.0097,15.614,3.0356
7/07/1993,3608,0.0274,1.4014,14.7693,2.8966
8/07/1993,3762,6.1444,0.0274,14.6784,2.6616
9/07/1993,3076,0.0738,6.1444,15.2709,2.9352
10/07/1993,3876,0.1477,0.0738,15.132,2.7559
11/07/1993,4660,0.0071,0.1477,15.0548,2.7876
12/07/1993,4143,3.6886,0.0071,14.5615,2.6311
13/07/1993,4697,1.3033,3.6886,14.2619,2.3658
14/07/1993,6073,0.2953,1.3033,13.4745,2.1351
15/07/1993,9918,0.7769,0.2953,13.2032,2.3632
16/07/1993,12490,0.5205,0.7769,13.6506,2.7546
17/07/1993,12450,0.2032,0.5205,14.0654,2.9673
18/07/1993,9774,0.6883,0.2032,13.9215,3.0067
19/07/1993,6393,0,0.6883,14.2098,3.0123
20/07/1993,4134,4.476,0,14.6407,2.87
21/07/1993,3345,4.4085,4.476,14.8218,2.9484
22/07/1993,3136,1.8132,4.4085,14.3888,2.7426
23/07/1993,3047,2.9831,1.8132,14.7423,2.9783
24/07/1993,3433,2.2086,2.9831,14.9565,2.7838
25/07/1993,3996,1.1776,2.2086,14.6817,2.72
26/07/1993,3898,4.0023,1.1776,14.8782,3.221
27/07/1993,3623,2.9725,4.0023,15.1119,3.3591
28/07/1993,3028,3.1052,2.9725,15.1656,3.0936
29/07/1993,2902,1.2443,3.1052,15.1541,2.951
30/07/1993,4339,4.926,1.2443,14.7127,2.6394
31/07/1993,5281,9.0152,4.926,14.2689,2.2699
1/08/1993,6224,7.1238,9.0152,13.7222,2.6145
2/08/1993,6395,0.2511,7.1238,13.9005,3.1782
3/08/1993,5226,0.0826,0.2511,13.1456,2.9095
4/08/1993,3891,0.5305,0.0826,13.2592,2.9359
5/08/1993,2931,0.2846,0.5305,13.4924,3.0024
6/08/1993,2478,3.8542,0.2846,13.9957,3.2835
7/08/1993,2223,2.1861,3.8542,14.7783,3.4108
8/08/1993,2040,0.1696,2.1861,15.3235,3.6998
9/08/1993,1882,0.2486,0.1696,15.4543,3.2817
10/08/1993,1955,0.0552,0.2486,15.4114,3.2929
11/08/1993,2790,6.6036,0.0552,14.793,2.6466
12/08/1993,3608,3.1624,6.6036,14.1318,2.3574
13/08/1993,5740,0,3.1624,14.1576,2.7039
14/08/1993,6723,0,0,14.2246,3.0175
15/08/1993,4592,0,0,15.374,3.6846
16/08/1993,3522,0.0406,0,15.7888,3.487
17/08/1993,3932,1.3102,0.0406,15.1067,3.0101
18/08/1993,3045,6.252,1.3102,14.3646,2.701
19/08/1993,4988,1.3353,6.252,14.2699,2.5722
20/08/1993,6655,0.0089,1.3353,14.7288,3.0226
21/08/1993,6739,5.4547,0.0089,14.9962,3.1966
22/08/1993,5517,2.4808,5.4547,14.8078,2.7526
23/08/1993,5569,1.7844,2.4808,14.9174,3.2205
24/08/1993,6842,1.6208,1.7844,15.2243,3.3234
25/08/1993,7120,10.2737,1.6208,15.0495,3.3244
26/08/1993,7384,1.3881,10.2737,14.7891,3.4062
27/08/1993,6808,0.1765,1.3881,15.0555,3.425
28/08/1993,4960,13.7109,0.1765,14.8748,3.235
29/08/1993,4084,1.5594,13.7109,15.3384,3.3
30/08/1993,3873,0.3715,1.5594,15.4844,3.7667
31/08/1993,3513,0.8121,0.3715,15.5471,4.0766
1/09/1993,3198,3.5641,0.8121,15.0211,3.2153
2/09/1993,3438,0.0052,3.5641,15.1887,3.3546
3/09/1993,4372,1.3273,0.0052,14.9323,2.7944
4/09/1993,4980,0.0815,1.3273,14.9939,3.0327
5/09/1993,5134,0.0174,0.0815,14.7933,2.9296
6/09/1993,6095,0,0.0174,15.0164,3.5366
7/09/1993,6072,0.1079,0,15.329,4.0489
8/09/1993,4914,4.0493,0.1079,15.3328,3.5537
9/09/1993,3985,3.6002,4.0493,15.0871,3.3442
10/09/1993,3323,0.6128,3.6002,14.8593,3.551
11/09/1993,3355,1.708,0.6128,15.456,3.5852
12/09/1993,3445,2.3991,1.708,15.2794,3.3987
13/09/1993,3271,5.3526,2.3991,14.4105,3.0661
14/09/1993,3781,3.9608,5.3526,14.9357,3.2619
15/09/1993,4047,2.8621,3.9608,15.2904,3.4817
16/09/1993,3587,1.9838,2.8621,15.2945,3.542
17/09/1993,2949,0.9389,1.9838,15.8868,3.5281
18/09/1993,2745,3.2577,0.9389,16.4093,3.8507
19/09/1993,2623,3.0981,3.2577,16.492,3.7458
20/09/1993,2983,1.1347,3.0981,15.886,3.6872
21/09/1993,3962,16.1176,1.1347,15.3878,3.5388
22/09/1993,3907,5.1059,16.1176,15.5953,3.8085
23/09/1993,3683,2.3028,5.1059,15.77,4.1097
24/09/1993,3371,3.1068,2.3028,16.1208,3.7789
25/09/1993,3577,10.3983,3.1068,15.2557,3.1862
26/09/1993,4259,1.0481,10.3983,15.227,3.5119
27/09/1993,4301,4.7627,1.0481,15.3381,3.3714
28/09/1993,5620,5.6651,4.7627,15.3661,3.8242
29/09/1993,5457,8.135,5.6651,15.6206,3.8971
30/09/1993,4797,8.1441,8.135,15.3112,3.5525
1/10/1993,5332,0.96,8.1441,15.5723,3.5851
2/10/1993,5911,6.824,0.96,15.1335,3.5116
3/10/1993,6396,0.2078,6.824,15.8358,3.7385
4/10/1993,5161,0.5059,0.2078,16.1508,4.1784
5/10/1993,4117,7.0338,0.5059,15.5756,3.6669
6/10/1993,4111,1.3167,7.0338,15.0605,3.2862
7/10/1993,4394,2.1978,1.3167,14.6404,2.9597
8/10/1993,4928,0.5978,2.1978,14.8092,3.7114
9/10/1993,4966,0.6093,0.5978,15.1569,3.8111
10/10/1993,4312,0.9898,0.6093,15.8481,3.7222
11/10/1993,3879,2.9379,0.9898,15.1202,3.0986
12/10/1993,4051,4.7154,2.9379,15.4281,3.5289
13/10/1993,4760,2.2663,4.7154,15.4542,3.5725
14/10/1993,5196,2.2144,2.2663,15.7341,3.8281
15/10/1993,4625,2.7584,2.2144,16.1676,4.047
16/10/1993,4168,4.9373,2.7584,16.2272,3.8862
17/10/1993,3944,6.3312,4.9373,16.049,3.714
18/10/1993,4306,3.9084,6.3312,15.4849,3.374
19/10/1993,4424,11.7465,3.9084,14.3998,2.525
20/10/1993,6765,7.3707,11.7465,14.9832,3.4487
21/10/1993,6655,2.442,7.3707,15.3749,3.6069
22/10/1993,5176,2.2222,2.442,15.262,3.2733
23/10/1993,5477,1.4058,2.2222,15.4714,3.7812
24/10/1993,5772,4.5392,1.4058,16.3182,3.8927
25/10/1993,5764,8.3435,4.5392,16.1776,3.9031
26/10/1993,5610,12.5468,8.3435,15.1695,3.2716
27/10/1993,6624,8.4646,12.5468,15.6191,3.4112
28/10/1993,6813,5.8247,8.4646,15.416,3.6659
29/10/1993,5641,2.0694,5.8247,15.5153,3.5805
30/10/1993,4898,2.8891,2.0694,15.5256,3.3331
31/10/1993,4990,19.6229,2.8891,15.1584,2.9711
1/11/1993,6528,3.049,19.6229,15.1681,3.4714
2/11/1993,6812,5.7707,3.049,14.7309,2.698
3/11/1993,7778,11.2518,5.7707,14.26,2.9817
4/11/1993,8198,1.5366,11.2518,14.9346,3.508
5/11/1993,7919,2.6956,1.5366,15.3177,3.9662
6/11/1993,7304,7.6222,2.6956,15.5872,3.6515
7/11/1993,6809,6.6726,7.6222,15.158,3.5508
8/11/1993,7362,2.8748,6.6726,15.0908,3.3095
9/11/1993,7412,4.3089,2.8748,15.3628,3.339
10/11/1993,6729,11.4259,4.3089,15.3288,3.2997
11/11/1993,6422,4.308,11.4259,15.9768,3.7755
12/11/1993,6464,8.0806,4.308,15.6828,3.5879
13/11/1993,7351,1.6291,8.0806,16.0255,3.1915
14/11/1993,7328,4.9162,1.6291,15.7613,3.3336
15/11/1993,7512,5.8022,4.9162,15.6493,3.381
16/11/1993,6372,0.6103,5.8022,15.1032,3.3032
17/11/1993,5662,1.1319,0.6103,15.4886,3.6657
18/11/1993,4815,4.2958,1.1319,15.2125,2.9161
19/11/1993,5003,3.6454,4.2958,15.2231,3.4062
20/11/1993,4634,6.5219,3.6454,15.7342,3.9146
21/11/1993,3873,3.7397,6.5219,15.8741,3.8564
22/11/1993,3312,3.8806,3.7397,15.5688,3.5978
23/11/1993,3132,1.4761,3.8806,16.0737,4.0035
24/11/1993,2966,4.9121,1.4761,15.7446,3.6075
25/11/1993,2890,3.3779,4.9121,15.8333,3.8494
26/11/1993,3626,2.5833,3.3779,16.3292,3.6752
27/11/1993,4128,11.4926,2.5833,15.6602,3.3427
28/11/1993,4590,5.5848,11.4926,15.8927,3.6468
29/11/1993,3815,1.2211,5.5848,16.4319,4.0397
30/11/1993,3420,0.7346,1.2211,16.1284,4.3209
1/12/1993,3094,3.3682,0.7346,15.8535,3.9174
2/12/1993,2781,1.514,3.3682,15.7188,3.4246
3/12/1993,2608,6.2236,1.514,15.7602,3.4328
4/12/1993,2586,2.4245,6.2236,16.0423,3.6818
5/12/1993,3790,5.9902,2.4245,16.0202,3.5735
6/12/1993,4296,3.9007,5.9902,15.8615,3.109
7/12/1993,4292,2.4683,3.9007,15.9672,3.249
8/12/1993,5587,7.8502,2.4683,15.8469,3.3109
9/12/1993,6363,2.6457,7.8502,16.0718,3.6168
10/12/1993,6250,9.5207,2.6457,15.8605,3.2144
11/12/1993,6343,2.4316,9.5207,15.8877,3.5194
12/12/1993,6690,15.3806,2.4316,16.3815,3.4907
13/12/1993,7418,13.7988,15.3806,16.2896,3.5952
14/12/1993,7208,5.8139,13.7988,15.9812,3.7846
15/12/1993,6812,11.0325,5.8139,16.2609,3.7288
16/12/1993,6605,1.5102,11.0325,16.154,3.554
17/12/1993,6339,12.6481,1.5102,15.9141,3.4352
18/12/1993,5574,6.1143,12.6481,15.8571,3.5603
19/12/1993,5822,29.6417,6.1143,15.4894,3.1806
20/12/1993,6097,3.6059,29.6417,15.5747,3.1649
21/12/1993,5960,2.6185,3.6059,15.5254,3.2312
22/12/1993,5704,0.7586,2.6185,16.1899,3.7903
23/12/1993,5568,2.1518,0.7586,16.2124,3.3826
24/12/1993,6098,1.6255,2.1518,16.0734,3.6139
25/12/1993,5402,4.6574,1.6255,16.6938,3.6712
26/12/1993,5031,17.6673,4.6574,16.1414,3.3519
27/12/1993,5181,6.3712,17.6673,15.3225,2.9645
28/12/1993,5781,0.8327,6.3712,15.4365,3.4204
29/12/1993,5933,1.8325,0.8327,16.0594,3.7508
30/12/1993,4980,0.6605,1.8325,16.0093,3.7779
31/12/1993,4180,0.4996,0.6605,16.1238,3.7295
1/01/1994,3994,0.3166,0.4996,16.1648,3.8272
2/01/1994,3868,1.3271,0.3166,16.4858,3.8445
3/01/1994,3654,2.833,1.3271,16.4487,3.5463
4/01/1994,3601,14.3398,2.833,15.8876,3.2988
5/01/1994,4112,14.5893,14.3398,15.5961,3.3344
6/01/1994,4685,2.5103,14.5893,15.7154,3.497
7/01/1994,4679,0.478,2.5103,15.4734,3.5254
8/01/1994,4726,1.7273,0.478,16.0142,3.9623
9/01/1994,4520,2.9231,1.7273,16.0992,3.4987
10/01/1994,5340,21.916,2.9231,15.1455,3.1897
11/01/1994,6381,14.994,21.916,15.2134,3.3357
12/01/1994,6300,1.5914,14.994,15.8256,3.5116
13/01/1994,5953,4.2367,1.5914,15.8054,3.5292
14/01/1994,6327,0.678,4.2367,15.7252,3.7684
15/01/1994,5637,9.5479,0.678,15.7652,3.5136
16/01/1994,5422,4.8058,9.5479,15.8385,3.8104
17/01/1994,5096,6.5804,4.8058,15.0365,3.1022
18/01/1994,4969,9.6224,6.5804,15.2387,3.3214
19/01/1994,5430,0.2477,9.6224,15.9931,3.5261
20/01/1994,5110,0.0375,0.2477,15.6143,3.1663
21/01/1994,4528,0.619,0.0375,15.9056,3.8205
22/01/1994,3812,2.0031,0.619,16.1824,3.6448
23/01/1994,4072,6.3562,2.0031,15.8004,3.3453
24/01/1994,4074,3.5004,6.3562,15.5507,3.107
25/01/1994,4355,14.5587,3.5004,15.8419,3.4044
26/01/1994,4670,0.6944,14.5587,16.3267,3.5328
27/01/1994,4858,2.0722,0.6944,16.1555,3.1809
28/01/1994,4790,6.7728,2.0722,15.8056,3.545
29/01/1994,4636,9.0327,6.7728,15.3477,3.0117
30/01/1994,4724,6.9561,9.0327,15.29,3.2587
31/01/1994,4932,22.3887,6.9561,14.9621,3.0521
1/02/1994,5267,2.8786,22.3887,15.2931,3.581
2/02/1994,5487,0.0705,2.8786,15.1123,3.3297
3/02/1994,5137,4.2599,0.0705,15.0026,2.9795
4/02/1994,5130,3.0786,4.2599,14.9377,3.5125
5/02/1994,5135,7.2255,3.0786,15.5069,3.3737
6/02/1994,5321,20.0528,7.2255,14.7308,3.1865
7/02/1994,7504,2.9472,20.0528,15.2562,3.4151
8/02/1994,8273,2.4255,2.9472,15.3005,3.5555
9/02/1994,7226,5.7449,2.4255,15.5141,3.4967
10/02/1994,7080,8.4768,5.7449,15.2966,3.3746
11/02/1994,7282,4.7234,8.4768,15.3073,3.1267
12/02/1994,7294,5.0559,4.7234,15.6873,3.3158
13/02/1994,6907,8.6663,5.0559,15.2306,3.3912
14/02/1994,6172,0.0735,8.6663,15.5527,3.6131
15/02/1994,5574,3.2934,0.0735,15.7961,3.5057
16/02/1994,5853,5.3769,3.2934,15.8538,3.4533
17/02/1994,7202,7.1085,5.3769,15.5956,3.5175
18/02/1994,9750,0.6975,7.1085,15.1309,3.2288
19/02/1994,9385,5.4485,0.6975,15.3987,3.438
20/02/1994,7425,8.489,5.4485,15.3922,3.1304
21/02/1994,7187,5.7499,8.489,15.2687,3.538
22/02/1994,6834,3.6547,5.7499,16.0462,3.9095
23/02/1994,6239,11.2458,3.6547,15.7082,3.1333
24/02/1994,6319,15.1352,11.2458,15.56,3.4668
25/02/1994,6446,19.0756,15.1352,15.2536,3.2201
26/02/1994,6885,10.2725,19.0756,15.6682,3.5942
27/02/1994,7244,2.3193,10.2725,15.9284,3.7541
28/02/1994,6774,2.9181,2.3193,15.7197,3.5838
1/03/1994,6361,5.6343,2.9181,16.0684,3.616
2/03/1994,6696,3.1123,5.6343,15.6067,3.3912
3/03/1994,6733,10.0718,3.1123,15.0839,2.992
4/03/1994,6569,12.905,10.0718,15.2854,3.5421
5/03/1994,6662,11.938,12.905,15.3601,3.2996
6/03/1994,6796,7.1656,11.938,15.9184,3.4361
7/03/1994,6980,1.0128,7.1656,15.5995,3.3595
8/03/1994,6703,0.9681,1.0128,15.1613,3.5915
9/03/1994,5529,0.3676,0.9681,14.8493,3.6489
10/03/1994,4996,0.3908,0.3676,15.4069,3.6264
11/03/1994,4707,1.0757,0.3908,15.2971,3.6266
12/03/1994,4292,0.5335,1.0757,15.6376,3.6753
13/03/1994,4400,5.6175,0.5335,15.6598,3.4138
14/03/1994,4996,3.5088,5.6175,15.7118,3.5388
15/03/1994,5016,21.1087,3.5088,15.5885,3.5696
16/03/1994,4945,10.8413,21.1087,15.5833,3.4814
17/03/1994,4937,11.3992,10.8413,15.8738,3.6716
18/03/1994,4742,16.3517,11.3992,15.5985,3.0389
19/03/1994,5001,6.0504,16.3517,16.0831,3.7413
20/03/1994,5170,2.0909,6.0504,16.5821,3.8535
21/03/1994,4888,4.1889,2.0909,16.4459,3.7394
22/03/1994,5036,13.4225,4.1889,15.7953,3.3003
23/03/1994,5325,0.4408,13.4225,16.1428,3.6567
24/03/1994,5374,0.0695,0.4408,15.9929,3.402
25/03/1994,5890,0.3004,0.0695,15.5321,3.1759
26/03/1994,6595,0.2401,0.3004,15.3823,3.0514
27/03/1994,7871,0.2367,0.2401,14.652,2.6592
28/03/1994,9796,3.0401,0.2367,15.5569,3.2014
29/03/1994,10990,24.2748,3.0401,15.3176,3.2107
30/03/1994,11410,15.6666,24.2748,15.701,3.5872
31/03/1994,11360,17.9149,15.6666,14.8157,2.7294
1/04/1994,11550,41.924,17.9149,14.6414,2.3316
2/04/1994,12020,0.8079,41.924,15.0882,3.0996
3/04/1994,12590,2.8364,0.8079,15.4967,3.1992
4/04/1994,12700,3.3508,2.8364,16.0692,3.5623
5/04/1994,12100,3.0129,3.3508,16.0757,3.6281
6/04/1994,12370,4.987,3.0129,15.97,3.2216
7/04/1994,9660,30.696,4.987,15.6363,3.1553
8/04/1994,8314,12.2004,30.696,15.8281,3.3175
9/04/1994,7268,1.7115,12.2004,15.7971,3.3901
10/04/1994,6825,2.5031,1.7115,16.2832,3.2867
11/04/1994,6961,0.9327,2.5031,15.1402,3.0913
12/04/1994,6840,1.071,0.9327,15.383,3.0387
13/04/1994,7130,5.306,1.071,15.4364,3.1556
14/04/1994,7691,0.7329,5.306,15.3502,3.2625
15/04/1994,8427,4.6141,0.7329,14.9361,2.8817
16/04/1994,8188,1.0984,4.6141,15.3414,3.1831
17/04/1994,6921,1.814,1.0984,15.7492,3.7428
18/04/1994,6949,6.8113,1.814,15.4756,3.2949
19/04/1994,7750,3.864,6.8113,15.6796,3.3981
20/04/1994,9767,14.6754,3.864,15.1512,2.7631
21/04/1994,9606,0.5639,14.6754,15.7445,3.6003
22/04/1994,7744,6.1517,0.5639,15.1814,2.9117
23/04/1994,6681,0.1854,6.1517,15.3632,3.1485
24/04/1994,6091,1.0677,0.1854,15.6635,3.0414
25/04/1994,7085,0.6613,1.0677,15.8578,3.472
26/04/1994,7083,0.7848,0.6613,16.484,3.5018
27/04/1994,7175,5.0825,0.7848,15.9104,3.3165
28/04/1994,7425,19.2631,5.0825,15.7986,3.1023
29/04/1994,7886,2.8617,19.2631,15.3938,2.809
30/04/1994,8482,13.4432,2.8617,15.3333,3.2993
1/05/1994,7739,0.5606,13.4432,16.2377,3.3451
2/05/1994,6856,3.4422,0.5606,15.5638,2.9735
3/05/1994,6555,0.5117,3.4422,15.277,2.9561
4/05/1994,7120,0.189,0.5117,15.2653,3.0584
5/05/1994,8309,0.4235,0.189,15.4306,2.927
6/05/1994,9381,0.0086,0.4235,15.6091,3.1637
7/05/1994,10010,0.5183,0.0086,15.8708,3.0499
8/05/1994,9964,0.5528,0.5183,15.8466,3.043
9/05/1994,9596,25.4244,0.5528,15.0756,2.524
10/05/1994,9503,0.7886,25.4244,15.7469,3.2949
11/05/1994,9300,3.7383,0.7886,16.0442,3.0855
12/05/1994,8810,2.5955,3.7383,15.5468,3.0488
13/05/1994,9338,0.0073,2.5955,15.2996,2.8711
14/05/1994,10890,0.0078,0.0073,15.036,2.6867
15/05/1994,12720,0.0211,0.0078,14.6911,2.6045
16/05/1994,13520,0.0101,0.0211,15.4041,3.1287
17/05/1994,12680,0.0104,0.0101,16.0967,3.4544
18/05/1994,9454,2.1399,0.0104,15.9486,3.009
19/05/1994,6779,3.3417,2.1399,16.0741,3.3516
20/05/1994,5524,8.8846,3.3417,15.4872,2.8954
21/05/1994,5168,3.3325,8.8846,15.2382,2.9466
22/05/1994,4747,15.8526,3.3325,15.4683,3.0314
23/05/1994,4815,0.141,15.8526,15.9962,3.2605
24/05/1994,5350,6.8405,0.141,15.6429,2.7682
25/05/1994,5722,0.5811,6.8405,15.7454,2.9617
26/05/1994,5960,14.6682,0.5811,15.5369,2.9497
27/05/1994,6372,2.0869,14.6682,15.3071,2.917
28/05/1994,4643,2.8463,2.0869,15.3231,3.2954
29/05/1994,4373,5.1464,2.8463,15.325,2.9008
30/05/1994,5072,8.3884,5.1464,14.7649,2.1444
31/05/1994,6898,0.0879,8.3884,14.8255,2.6982
1/06/1994,7215,0.9872,0.0879,14.7147,2.6915
2/06/1994,7090,7.3963,0.9872,14.5616,2.4775
3/06/1994,7707,8.0064,7.3963,14.6224,2.3769
4/06/1994,10120,1.6841,8.0064,14.8103,2.6554
5/06/1994,11300,4.8407,1.6841,14.8813,2.7856
6/06/1994,10800,0.0344,4.8407,15.1689,2.8459
7/06/1994,8942,1.373,0.0344,14.9404,2.7888
8/06/1994,8567,1.8869,1.373,14.2698,2.3001
9/06/1994,9380,1.9761,1.8869,13.7263,1.8295
10/06/1994,11790,0.3302,1.9761,13.8812,2.4938
11/06/1994,13080,0.2361,0.3302,14.0256,2.4903
12/06/1994,13180,0.1649,0.2361,14.5688,2.6794
13/06/1994,11170,0.0011,0.1649,14.6659,2.8554
14/06/1994,7792,0.0956,0.0011,14.8065,2.8561
15/06/1994,5980,0.0819,0.0956,14.5073,2.8407
16/06/1994,5151,0.0293,0.0819,14.7218,2.8673
17/06/1994,4652,0.169,0.0293,14.5992,2.6242
18/06/1994,3928,0.1097,0.169,14.7384,2.6308
19/06/1994,3596,6.0519,0.1097,14.7383,2.5029
20/06/1994,5084,0.3801,6.0519,15.2594,3.3439
21/06/1994,5266,0.2248,0.3801,15.1485,2.9363
22/06/1994,4399,4.5004,0.2248,15.2829,3.2398
23/06/1994,3957,3.8556,4.5004,14.8474,2.7251
24/06/1994,3475,1.005,3.8556,14.6621,2.8522
25/06/1994,3322,2.1096,1.005,14.2664,2.4946
26/06/1994,4896,47.6629,2.1096,13.0484,1.883
27/06/1994,8398,2.9108,47.6629,12.4332,2.1598
28/06/1994,9579,0.0502,2.9108,13.3044,2.4503
29/06/1994,8209,0,0.0502,13.8379,2.8227
30/06/1994,7150,0,0,13.6929,2.5149
1/07/1994,5404,0,0,13.7314,2.8821
2/07/1994,3904,0,0,13.2919,2.6342
3/07/1994,4203,1.6507,0,12.6848,2.2787
4/07/1994,6055,2.5425,1.6507,13.1533,2.4462
5/07/1994,8681,1.9107,2.5425,13.5647,2.6024
6/07/1994,9210,1.0761,1.9107,14.0813,2.6903
7/07/1994,7764,0.3114,1.0761,14.2248,2.854
8/07/1994,6123,0.8316,0.3114,13.6632,2.2909
9/07/1994,6655,16.9389,0.8316,13.2351,1.8571
10/07/1994,8451,5.8664,16.9389,12.6808,1.9082
11/07/1994,11010,4.6406,5.8664,12.1394,2.1657
12/07/1994,10360,0,4.6406,12.4928,2.6247
13/07/1994,8523,0,0,12.8635,2.6268
14/07/1994,4278,0,0,13.2351,2.8832
15/07/1994,4051,0.0711,0,13.517,2.4943
16/07/1994,3794,1.1187,0.0711,14.1979,2.7557
17/07/1994,3412,0.829,1.1187,14.1597,2.8802
18/07/1994,3235,1.0544,0.829,14.1588,2.9624
19/07/1994,3214,0,1.0544,14.3918,3.1481
20/07/1994,3056,0.0195,0,14.3505,3.1839
21/07/1994,2813,0.4513,0.0195,14.921,3.3848
22/07/1994,2698,0.0767,0.4513,15.0821,3.2746
23/07/1994,3272,9.4427,0.0767,14.5188,2.3611
24/07/1994,4514,14.0278,9.4427,14.1058,2.4649
25/07/1994,5821,1.0026,14.0278,14.3955,2.5804
26/07/1994,5934,1.0651,1.0026,14.0635,2.9447
27/07/1994,5078,1.0447,1.0651,14.4565,2.8699
28/07/1994,4674,0.7033,1.0447,14.2573,2.7564
29/07/1994,4587,0.8753,0.7033,14.2679,2.7914
30/07/1994,4206,6.2279,0.8753,13.8877,2.6799
31/07/1994,4238,0.3906,6.2279,14.7352,3.0635
1/08/1994,4686,0.0016,0.3906,14.6385,3.3282
2/08/1994,3923,0.0083,0.0016,14.5652,3.3856
3/08/1994,3314,4.8623,0.0083,14.1056,2.7917
4/08/1994,3520,2.4212,4.8623,13.957,2.6187
5/08/1994,3309,0.774,2.4212,13.706,2.932
6/08/1994,3443,0.9402,0.774,13.7717,2.9715
7/08/1994,3866,0.0801,0.9402,14.2481,3.0039
8/08/1994,4287,0.0846,0.0801,15.1492,3.471
