Date,CAUDAL,PP,PP_anterior,T,PET,NDVI
1999-01-01,12000,27.4,20.3,27.3,5.1,0.5
1999-01-02,11440,9.4,27.4,28,5,0.5
1999-01-03,10940,8.8,9.4,27.8,4.9,0.5
1999-01-04,10760,3.9,8.8,27.4,4.8,0.5
1999-01-05,10890,7.9,3.9,28.6,4.9,0.5
1999-01-06,11220,16.2,7.9,27.9,5,0.5
1999-01-07,11380,6.7,16.2,27.5,5,0.5
1999-01-08,11520,17.7,6.7,27.1,5.1,0.4
1999-01-09,11770,9.8,17.7,28.1,5,0.5
1999-01-10,12140,45.7,9.8,27,5,0.4
1999-01-11,12570,11.7,45.7,25.8,5.1,0.4
1999-01-12,12880,40.3,11.7,27.6,5.1,0.5
1999-01-13,13070,11.2,40.3,26.1,4.9,0.4
1999-01-14,13250,32.3,11.2,26.4,5.1,0.4
1999-01-15,13470,5.6,32.3,25.6,5.1,0.4
1999-01-16,13680,35.5,5.6,26.7,5,0.4
1999-01-17,13960,38.5,35.5,26.9,5,0.4
1999-01-18,14460,34.1,38.5,27.2,5.1,0.5
1999-01-19,15160,32.6,34.1,26.7,5.1,0.4
1999-01-20,15860,4.2,32.6,26.4,5.1,0.4
1999-01-21,16400,4.2,4.2,26.7,4.9,0.4
1999-01-22,16840,4.1,4.2,26.9,4.7,0.4
1999-01-23,17070,8.2,4.1,26.5,5.1,0.4
1999-01-24,17320,4.1,8.2,27,4.9,0.4
1999-01-25,17790,30.8,4.1,26.2,4.6,0.4
1999-01-26,18390,12.6,30.8,26.3,4.8,0.4
1999-01-27,19030,5.8,12.6,26.6,5,0.4
1999-01-28,19580,26.3,5.8,27,5.1,0.4
1999-01-29,20030,18.5,26.3,26.7,4.9,0.4
1999-01-30,20410,68.6,18.5,27,4.6,0.4
1999-01-31,20770,17.3,68.6,26.8,4.5,0.4
1999-02-01,21100,15.5,17.3,27.6,4.8,0.5
1999-02-02,21380,60.3,15.5,27.8,4.9,0.5
1999-02-03,21670,35,60.3,25.9,5,0.4
1999-02-04,21920,9.7,35,26.9,4.9,0.4
1999-02-05,22100,52.4,9.7,26.3,4.9,0.4
1999-02-06,22300,4.4,52.4,26.4,4.9,0.4
1999-02-07,22440,68,4.4,26.9,4.8,0.4
1999-02-08,22630,21.7,68,26.7,4.8,0.4
1999-02-09,22750,25.4,21.7,26.6,4.9,0.4
1999-02-10,22880,10.5,25.4,26.7,4.7,0.4
1999-02-11,22980,12.5,10.5,25.1,4.7,0.4
1999-02-12,23020,5.1,12.5,27,4.7,0.4
1999-02-13,23140,23.3,5.1,25.9,4.6,0.4
1999-02-14,23200,41.6,23.3,26.8,5.1,0.4
1999-02-15,23270,4.2,41.6,26.3,4.8,0.4
1999-02-16,23340,41.4,4.2,27.1,4.7,0.4
1999-02-17,23410,5.4,41.4,25.6,4.8,0.4
1999-02-18,23460,3.9,5.4,25.6,4.5,0.4
1999-02-19,23520,24.3,3.9,26.2,4.7,0.4
1999-02-20,23610,4.2,24.3,26.5,4.6,0.4
1999-02-21,23700,26.8,4.2,25.8,4.7,0.4
1999-02-22,23760,15.5,26.8,25.9,4.7,0.4
1999-02-23,23800,11.3,15.5,25.7,4.9,0.4
1999-02-24,23840,8.4,11.3,26.7,4.8,0.4
1999-02-25,23870,20,8.4,26.9,5.2,0.4
1999-02-26,23900,35.1,20,27.2,4.6,0.5
1999-02-27,23960,4.1,35.1,26.1,4.6,0.4
1999-02-28,24010,7.3,4.1,27.2,4.5,0.5
1999-03-01,24060,7.9,7.3,27.3,4.7,0.5
1999-03-02,24080,8.4,7.9,27.7,4.7,0.5
1999-03-03,24130,19.2,8.4,26.8,4.5,0.4
1999-03-04,24150,15.5,19.2,26.7,4.6,0.4
1999-03-05,24200,21.3,15.5,27,4.6,0.4
1999-03-06,24250,12.6,21.3,26.9,4.6,0.4
1999-03-07,24300,3.9,12.6,27.2,4.6,0.5
1999-03-08,24320,3.9,3.9,28.2,5,0.5
1999-03-09,24320,19.8,3.9,27.3,4.6,0.5
1999-03-10,24320,11.9,19.8,25.8,4.5,0.4
1999-03-11,24320,4.1,11.9,26.3,4.5,0.4
1999-03-12,24310,4.2,4.1,25.7,4.5,0.4
1999-03-13,24270,28.7,4.2,26,4.5,0.4
1999-03-14,24200,50.7,28.7,27,4.5,0.4
1999-03-15,24130,4.3,50.7,26.9,4.5,0.4
1999-03-16,24060,16,4.3,27,4.4,0.4
1999-03-17,23980,11.2,16,26.9,4.4,0.4
1999-03-18,23870,20,11.2,27.6,4.5,0.5
1999-03-19,23760,56.1,20,27.7,4.9,0.5
1999-03-20,23680,30.5,56.1,26.9,4.5,0.4
1999-03-21,23590,22,30.5,26,4.4,0.4
1999-03-22,23390,13,22,26.4,4.3,0.4
1999-03-23,23320,50.9,13,26.9,4.3,0.4
1999-03-24,23260,97.8,50.9,27.7,4.3,0.5
1999-03-25,23260,35.4,97.8,27.3,4.2,0.5
1999-03-26,23220,58.2,35.4,27,4.3,0.4
1999-03-27,23200,3.9,58.2,24.8,4.3,0.4
1999-03-28,23180,4.1,3.9,27,4.3,0.4
1999-03-29,23180,8.9,4.1,27.4,4.3,0.5
1999-03-30,23180,30.5,8.9,27.6,4.9,0.5
1999-03-31,23230,46.7,30.5,27.1,4.2,0.4
1999-04-01,23330,9.6,46.7,25.4,4.3,0.4
1999-04-02,23370,26.2,9.6,26,4.3,0.4
1999-04-03,23410,21.8,26.2,26.1,4.2,0.4
1999-04-04,23460,30.4,21.8,26.2,4.3,0.4
1999-04-05,23530,4.1,30.4,25.8,4.3,0.4
1999-04-06,23600,7.8,4.1,26.2,4.3,0.4
1999-04-07,23610,15.5,7.8,26.3,4.3,0.4
1999-04-08,23630,23.3,15.5,26.6,4.3,0.4
1999-04-09,23680,38.9,23.3,26.7,4.1,0.4
1999-04-10,23770,34.8,38.9,25.9,5.1,0.4
1999-04-11,23860,31,34.8,25.4,4,0.4
1999-04-12,23920,27.3,31,26.7,4.1,0.4
1999-04-13,24010,5.4,27.3,27.2,4.1,0.5
1999-04-14,24100,66.4,5.4,26.4,4.1,0.4
1999-04-15,24220,127.4,66.4,26.8,4.2,0.4
1999-04-16,24420,4.2,127.4,25,4.3,0.4
1999-04-17,24600,4.1,4.2,24.9,4.1,0.4
1999-04-18,24730,3.9,4.1,21.6,4.2,0.4
1999-04-19,24850,3.9,3.9,23.7,4.2,0.4
1999-04-20,24960,3.9,3.9,24.7,4.1,0.4
1999-04-21,25080,13.1,3.9,25.7,5,0.4
1999-04-22,25190,14.7,13.1,25.8,4,0.4
1999-04-23,25310,4.1,14.7,26,4.1,0.4
1999-04-24,25450,16.2,4.1,26,4,0.4
1999-04-25,25590,4.1,16.2,24.9,4,0.4
1999-04-26,25700,12.3,4.1,26,4,0.4
1999-04-27,25790,8.4,12.3,26.4,4.1,0.4
1999-04-28,25880,4.5,8.4,26,4,0.4
1999-04-29,25950,17.2,4.5,26.3,4,0.4
1999-04-30,26040,50.2,17.2,25.9,4.1,0.4
1999-05-01,26130,4.2,50.2,24.9,4,0.4
1999-05-02,26240,46,4.2,25.8,4.8,0.4
1999-05-03,26350,3.9,46,25.5,4.1,0.4
1999-05-04,26450,3.9,3.9,26.2,4,0.4
1999-05-05,26520,3.9,3.9,26.3,3.9,0.4
1999-05-06,26570,4.4,3.9,26,4.1,0.4
1999-05-07,26630,41.1,4.4,26.2,3.9,0.4
1999-05-08,26680,20.1,41.1,26.8,4.1,0.4
1999-05-09,26730,3.9,20.1,26,4,0.4
1999-05-10,26750,11.3,3.9,26.9,4.1,0.4
1999-05-11,26760,19.4,11.3,26.5,4.1,0.4
1999-05-12,26900,11.7,19.4,24,4.1,0.4
1999-05-13,26920,4.1,11.7,24.8,4.9,0.4
1999-05-14,26900,4.1,4.1,25.5,5,0.4
1999-05-15,26900,4.6,4.1,25.1,4,0.4
1999-05-16,26900,3.9,4.6,26.1,4,0.4
1999-05-17,26910,4.5,3.9,25.7,4,0.4
1999-05-18,26910,28.4,4.5,25.6,3.9,0.4
1999-05-19,27020,4.2,28.4,25.2,4,0.4
1999-05-20,27010,4.1,4.2,25.3,4,0.4
1999-05-21,26960,19,4.1,24.6,3.9,0.4
1999-05-22,26910,3.9,19,25.3,3.6,0.4
1999-05-23,26880,4.4,3.9,26.2,3.8,0.4
1999-05-24,26860,4.1,4.4,25.3,3.8,0.4
1999-05-25,26810,4.2,4.1,25.5,5,0.4
1999-05-26,26750,4.1,4.2,26.4,3.9,0.4
1999-05-27,26670,4.3,4.1,27,4,0.4
1999-05-28,26640,4.4,4.3,25.9,4.1,0.4
1999-05-29,26600,4.6,4.4,26.5,4.1,0.4
1999-05-30,26500,3.9,4.6,26.2,4.1,0.4
1999-05-31,26410,3.9,3.9,25.1,4.1,0.4
1999-06-01,26310,3.9,3.9,24.4,3.9,0.4
1999-06-02,26200,4.1,3.9,25.3,4,0.4
1999-06-03,26090,3.9,4.1,25.7,3.8,0.4
1999-06-04,26090,4.1,3.9,25.6,3.7,0.4
1999-06-05,25820,4.3,4.1,25.8,5.1,0.4
1999-06-06,25650,4.2,4.3,25.2,3.8,0.4
1999-06-07,25520,3.9,4.2,25.7,3.9,0.4
1999-06-08,25380,3.9,3.9,26,4,0.4
1999-06-09,25280,3.9,3.9,26.1,3.9,0.4
1999-06-10,25040,27.8,3.9,26.7,3.8,0.4
1999-06-11,24760,11.8,27.8,25.7,3.9,0.4
1999-06-12,24540,4.1,11.8,26.3,4,0.4
1999-06-13,24300,4.9,4.1,25.8,4.2,0.4
1999-06-14,24080,11,4.9,26.7,4,0.4
1999-06-15,23840,3.9,11,26.7,4.3,0.4
1999-06-16,23610,17.3,3.9,27,5.1,0.4
1999-06-17,23400,17.1,17.3,26.9,4.3,0.4
1999-06-18,23220,10.1,17.1,26.8,4.3,0.4
1999-06-19,23030,4.6,10.1,26.9,4.1,0.4
1999-06-20,22870,4.2,4.6,26.3,4.1,0.4
1999-06-21,22710,11,4.2,25.2,3.9,0.4
1999-06-22,22540,3.9,11,25.3,4.1,0.4
1999-06-23,22380,3.9,3.9,26.1,4.2,0.4
1999-06-24,22240,3.9,3.9,26.6,4.2,0.4
1999-06-25,22130,19.1,3.9,26.2,4.1,0.4
1999-06-26,22050,22.9,19.1,26.4,4.1,0.4
1999-06-27,21960,4.1,22.9,25.7,4.7,0.4
1999-06-28,21860,9.3,4.1,25.9,4.4,0.4
1999-06-29,21750,3.9,9.3,26.5,4.3,0.4
1999-06-30,21600,5.8,3.9,26.3,4.2,0.4
1999-07-01,21420,24.7,5.8,25.9,4.3,0.4
1999-07-02,21240,13.8,24.7,26.3,4.3,0.4
1999-07-03,21060,15.7,13.8,26.3,4.4,0.4
1999-07-04,20870,17.8,15.7,26.4,4.4,0.4
1999-07-05,20690,4.5,17.8,25.9,4.4,0.4
1999-07-06,20570,3.9,4.5,21.8,4.4,0.4
1999-07-07,20420,3.9,3.9,22.5,4.5,0.4
1999-07-08,20200,3.9,3.9,23.4,5,0.4
1999-07-09,19950,3.9,3.9,24.2,4.5,0.4
1999-07-10,19790,3.9,3.9,24.8,4.4,0.4
1999-07-11,19690,3.9,3.9,25,4.3,0.4
1999-07-12,19620,4.1,3.9,26,4.5,0.4
1999-07-13,19440,5.1,4.1,25.9,4.6,0.4
1999-07-14,19130,3.9,5.1,24.8,4.5,0.4
1999-07-15,18680,3.9,3.9,25.9,4.5,0.4
1999-07-16,18010,3.9,3.9,25.6,4.7,0.4
1999-07-17,17370,4.6,3.9,25.8,4.7,0.4
1999-07-18,16890,5.3,4.6,26.2,4.7,0.4
1999-07-19,16420,3.9,5.3,25.6,5.2,0.4
1999-07-20,15950,3.9,3.9,25.6,4.8,0.4
1999-07-21,15440,45.2,3.9,26.3,4.8,0.4
1999-07-22,15040,27.8,45.2,24.9,4.5,0.4
1999-07-23,14880,10.5,27.8,25.5,4.6,0.4
1999-07-24,14880,7.3,10.5,24.4,4.4,0.4
1999-07-25,15040,31.2,7.3,25.9,4.5,0.4
1999-07-26,15100,58.3,31.2,25.5,4.7,0.4
1999-07-27,15000,31.2,58.3,26.4,4.7,0.4
1999-07-28,14970,3.9,31.2,25.4,4.7,0.4
1999-07-29,15060,3.9,3.9,24.6,4.5,0.4
1999-07-30,15220,3.9,3.9,26,5.2,0.4
1999-07-31,15240,3.9,3.9,26.6,4.6,0.4
1999-08-01,15230,3.9,3.9,26,4.7,0.4
1999-08-02,15210,3.9,3.9,25.6,4.9,0.4
1999-08-03,15080,3.9,3.9,26.1,4.9,0.4
1999-08-04,14830,3.9,3.9,26.4,4.9,0.4
1999-08-05,14310,3.9,3.9,26.1,4.8,0.3
1999-08-06,13840,11.4,3.9,27.1,4.6,0.4
1999-08-07,13340,19,11.4,27.4,4.6,0.5
1999-08-08,12750,3.9,19,24.2,4.8,0.4
1999-08-09,12120,3.9,3.9,24.5,4.9,0.4
1999-08-10,11550,4.1,3.9,25.3,4.9,0.4
1999-08-11,11230,4.1,4.1,26,4.8,0.4
1999-08-12,11360,3.9,4.1,25.6,4.8,0.4
1999-08-13,11700,4.1,3.9,26.6,4.9,0.4
1999-08-14,11870,7.6,4.1,25.5,4.9,0.4
1999-08-15,11820,5.8,7.6,23.3,5,0.4
1999-08-16,11590,3.9,5.8,20.9,4.9,0.3
1999-08-17,11480,3.9,3.9,22.2,5,0.4
1999-08-18,11770,3.9,3.9,23.4,4.8,0.4
1999-08-19,12500,3.9,3.9,24.7,4.7,0.4
1999-08-20,13200,3.9,3.9,25.7,4.7,0.4
1999-08-21,13440,8,3.9,26.4,5,0.7
1999-08-22,13070,12.1,8,26.5,4.8,0.4
1999-08-23,12400,5.6,12.1,26,4.9,0.4
1999-08-24,11770,4.3,5.6,26.6,5,0.4
1999-08-25,10960,3.9,4.3,26.8,5.1,0.4
1999-08-26,10530,21.6,3.9,26.6,4.9,0.4
1999-08-27,9712,17.5,21.6,27,5,0.4
1999-08-28,9129,13.2,17.5,27.2,5.1,0.5
1999-08-29,8681,14.7,13.2,27.2,5.2,0.5
1999-08-30,8294,3.9,14.7,27.4,5,0.5
1999-08-31,8045,3.9,3.9,27.3,4.8,0.5
1999-09-01,7941,4.6,3.9,27.5,5,0.5
1999-09-02,7880,5.3,4.6,27.2,5,0.5
1999-09-03,7792,5.1,5.3,27.1,4.9,0.4
1999-09-04,7670,4.2,5.1,27,4.8,0.4
1999-09-05,7514,3.9,4.2,28,4.8,0.5
1999-09-06,7343,3.9,3.9,28.7,4.9,0.8
1999-09-07,7193,4.6,3.9,28.9,4.8,0.5
1999-09-08,7115,7.1,4.6,28.8,5,0.5
1999-09-09,7126,7.1,7.1,28.7,5,0.5
1999-09-10,7083,19.8,7.1,27.8,5.1,0.5
1999-09-11,6918,3.9,19.8,26.1,5.1,0.4
1999-09-12,6674,3.9,3.9,27.1,4.9,0.4
1999-09-13,6503,5.8,3.9,27.9,5,0.5
1999-09-14,6433,7.8,5.8,28.3,5,0.5
1999-09-15,6543,18.7,7.8,27.1,4.9,0.4
1999-09-16,6762,3.9,18.7,25.8,5,0.4
1999-09-17,6877,6.7,3.9,25.8,5,0.4
1999-09-18,6864,9.4,6.7,26.4,5,0.4
1999-09-19,6967,4.9,9.4,26.9,5,0.4
1999-09-20,7396,24.3,4.9,26.9,5,0.4
1999-09-21,8429,14,24.3,25.7,4.9,0.4
1999-09-22,9596,8.9,14,27.3,5.2,0.7
1999-09-23,10110,7.6,8.9,27.6,5.2,0.5
1999-09-24,10250,7.6,7.6,27.3,5.1,0.5
1999-09-25,10410,6,7.6,27.2,5.2,0.5
1999-09-26,10550,8.2,6,26.7,5.1,0.4
1999-09-27,10450,4.6,8.2,24.9,5,0.4
1999-09-28,10190,5.4,4.6,25.4,5.1,0.4
1999-09-29,10020,4.6,5.4,26.7,5.2,0.4
1999-09-30,9976,11.8,4.6,27,5.1,0.4
1999-10-01,10060,19.8,11.8,27.8,5.2,0.7
1999-10-02,10380,29.7,19.8,27.1,4.9,0.4
1999-10-03,10800,4.9,29.7,26,4.5,0.4
1999-10-04,10990,3.9,4.9,24.2,4.7,0.4
1999-10-05,10960,3.9,3.9,25,5,0.4
1999-10-06,10920,3.9,3.9,25.7,5,0.4
1999-10-07,11350,4.1,3.9,27,5,0.4
1999-10-08,12230,17.5,4.1,26.6,4.9,0.6
1999-10-09,12910,6.1,17.5,26.5,5,0.4
1999-10-10,13080,3.9,6.1,26.6,5.1,0.4
1999-10-11,12830,14.1,3.9,27.8,5,0.5
1999-10-12,12260,22.8,14.1,26.9,5,0.4
1999-10-13,11740,4.1,22.8,25.3,5.1,0.4
1999-10-14,11200,4.1,4.1,25.8,4.9,0.4
1999-10-15,10710,3.9,4.1,27.2,4.8,0.5
1999-10-16,10300,4.1,3.9,27.9,5,0.5
1999-10-17,10110,12,4.1,28.1,4.8,0.5
1999-10-18,9987,20,12,28.1,5,0.5
1999-10-19,9780,13.3,20,25.7,5.1,0.4
1999-10-20,9458,6.6,13.3,26.8,5,0.4
1999-10-21,9033,13.4,6.6,27.7,5,0.5
1999-10-22,8683,7.5,13.4,27.4,5,0.5
1999-10-23,8521,5.6,7.5,27,4.9,0.4
1999-10-24,8551,4.1,5.6,28,4.8,0.7
1999-10-25,8626,3.9,4.1,28.2,5,0.5
1999-10-26,8733,3.9,3.9,27.9,4.9,0.5
1999-10-27,8856,3.9,3.9,28.4,4.9,0.5
1999-10-28,8974,39,3.9,27.6,4.9,0.5
1999-10-29,9130,74,39,27,4.9,0.4
1999-10-30,9274,39,74,24.8,5,0.4
1999-10-31,9427,3.9,39,26.4,4.9,0.4
1999-11-01,9444,3.9,3.9,27.7,4.9,0.5
1999-11-02,9650,3.9,3.9,28.8,4.7,0.5
1999-11-03,10260,4.1,3.9,29,4.8,0.5
1999-11-04,10890,38.7,4.1,28.1,4.9,0.5
1999-11-05,11080,7.4,38.7,25.7,4.9,0.4
1999-11-06,10910,3.9,7.4,27.3,4.9,0.5
1999-11-07,10710,11.7,3.9,27.6,4.9,0.5
1999-11-08,10970,44.7,11.7,28.4,4.9,0.5
1999-11-09,11940,26.5,44.7,26.9,5,0.4
1999-11-10,12960,14.9,26.5,23.6,5,0.4
1999-11-11,13790,9.5,14.9,23.7,4.9,0.4
1999-11-12,14280,3.9,9.5,24.3,4.8,0.4
1999-11-13,14570,3.9,3.9,26.6,4.7,0.4
1999-11-14,14910,7.8,3.9,27.6,5,0.5
1999-11-15,15400,11.6,7.8,28.5,5,0.5
1999-11-16,15760,7.5,11.6,28.7,5,0.5
1999-11-17,15610,18.4,7.5,28.2,5,0.5
1999-11-18,15220,11.2,18.4,26.7,5,0.4
1999-11-19,14580,4.1,11.2,28.1,5.1,0.5
1999-11-20,13900,43.9,4.1,28.8,4.9,0.5
1999-11-21,13470,15.1,43.9,25,5,0.4
1999-11-22,13020,12.4,15.1,25.8,4.9,0.4
1999-11-23,12610,14.9,12.4,26.9,5,0.4
1999-11-24,12340,9.1,14.9,26.3,4.9,0.4
1999-11-25,12360,20,9.1,25.9,4.6,0.2
1999-11-26,12430,10.2,20,26.4,4.7,0.4
1999-11-27,12480,4.9,10.2,25.9,4.6,0.4
1999-11-28,12710,5.2,4.9,27.3,4.9,0.5
1999-11-29,13180,5.9,5.2,27.1,5,0.4
1999-11-30,13620,3.9,5.9,27.2,5,0.5
1999-12-01,13860,12.6,3.9,28.1,5,0.5
1999-12-02,13810,12.7,12.6,27.6,5,0.5
1999-12-03,13820,13,12.7,27.2,5,0.5
1999-12-04,13990,16,13,27.5,4.7,0.5
1999-12-05,14220,19,16,27.9,4.6,0.5
1999-12-06,14490,13.8,19,28,4.9,0.5
1999-12-07,14530,8.7,13.8,26.7,4.9,0.4
1999-12-08,14330,5.7,8.7,26.7,5,0.4
1999-12-09,14040,5.1,5.7,25.8,5,0.4
1999-12-10,14000,20.7,5.1,27.1,5,0.4
1999-12-11,14460,10.4,20.7,27.7,5,0.1
1999-12-12,14610,22.7,10.4,27.5,4.9,0.5
1999-12-13,15040,17,22.7,27,5,0.4
1999-12-14,15190,12.7,17,27.1,5,0.4
1999-12-15,15160,8.7,12.7,27.3,4.9,0.5
1999-12-16,15290,5.9,8.7,27.5,4.9,0.5
1999-12-17,15830,6.7,5.9,27.6,4.9,0.5
1999-12-18,16550,14.5,6.7,27.8,4.7,0.5
1999-12-19,17280,34.2,14.5,27.6,4.8,0.5
1999-12-20,17960,28.8,34.2,26.1,4.8,0.4
1999-12-21,18540,58,28.8,26.8,5.1,0.4
1999-12-22,19030,10.2,58,26.2,4.9,0.4
1999-12-23,19390,7.2,10.2,26.9,4.8,0.4
1999-12-24,19620,4.2,7.2,27.6,4.7,0.5
1999-12-25,19780,30.6,4.2,27.3,4.7,0.5
1999-12-26,20010,4.3,30.6,25.7,4.7,0.4
1999-12-27,20160,5.6,4.3,26.8,4.8,0.7
1999-12-28,20130,4.8,5.6,27.5,4.9,0.5
1999-12-29,20000,4.4,4.8,27.7,5,0.5
1999-12-30,19830,4.1,4.4,27.4,4.8,0.5
1999-12-31,19630,4.1,4.1,28,4.7,0.5
2000-01-01,19380,10.4,4.1,27.8,4.8,0.5
2000-01-02,19030,16.9,10.4,27.5,4.8,0.5
2000-01-03,18660,3.9,16.9,27.4,4.8,0.5
2000-01-04,18240,5.9,3.9,28.1,5.1,0.5
2000-01-05,17670,7.9,5.9,28.3,5.1,0.5
2000-01-06,17060,5.9,7.9,26.5,5.1,0.4
2000-01-07,16530,11.9,5.9,27.1,5.1,0.4
2000-01-08,16000,10.9,11.9,27.4,5,0.5
2000-01-09,15370,9.8,10.9,27.2,4.9,0.5
2000-01-10,14760,33.3,9.8,25.5,4.8,0.4
2000-01-11,14070,10.4,33.3,26.3,4.9,0.4
2000-01-12,13610,9.6,10.4,26.1,5,0.4
2000-01-13,13450,8.8,9.6,27.5,4.9,0.5
2000-01-14,13680,3.9,8.8,27.7,5,0.5
2000-01-15,13850,3.9,3.9,27.8,5.1,0.5
2000-01-16,13480,8,3.9,27.2,5.2,0.5
2000-01-17,12920,12,8,27,5,0.4
2000-01-18,12470,10.4,12,26.6,4.7,0.4
2000-01-19,12120,28.8,10.4,25.9,4.9,0.4
2000-01-20,11890,4.1,28.8,25.2,5.1,0.4
2000-01-21,11910,29.7,4.1,26.9,5.1,0.4
2000-01-22,12110,55.3,29.7,27.4,5.1,0.5
2000-01-23,12310,4.4,55.3,26.7,5,0.4
2000-01-24,12460,9.7,4.4,26.7,4.8,0.4
2000-01-25,12570,5.4,9.7,27.4,4.9,0.5
2000-01-26,12590,49.1,5.4,27.8,5.1,0.5
2000-01-27,12600,64.9,49.1,25.6,5.1,0.4
2000-01-28,12810,4.2,64.9,26.1,5.1,0.4
2000-01-29,13060,14.3,4.2,26.7,4.7,0.4
2000-01-30,13190,42.6,14.3,26.8,4.7,0.4
2000-01-31,13610,3.9,42.6,24,4.9,0.4
2000-02-01,14850,4.1,3.9,26.5,4.8,0.4
2000-02-02,15590,63.9,4.1,26,4.9,0.4
2000-02-03,16290,5.1,63.9,26,5,0.4
2000-02-04,16880,3.9,5.1,27.7,4.9,0.5
2000-02-05,17440,26.3,3.9,26.5,4.9,0.4
2000-02-06,17900,37.7,26.3,27.5,4.9,0.5
2000-02-07,18180,5.4,37.7,26.6,4.9,0.4
2000-02-08,18300,3.9,5.4,26.9,5,0.4
2000-02-09,18220,5.3,3.9,27.2,4.8,0.5
2000-02-10,18020,6.7,5.3,28.2,4.9,0.5
2000-02-11,17730,5.3,6.7,28,4.8,0.5
2000-02-12,17260,4.1,5.3,27.6,4.9,0.5
2000-02-13,16700,7.2,4.1,27.5,4.9,0.6
2000-02-14,16110,10.3,7.2,26.8,4.8,0.4
2000-02-15,15330,14.8,10.3,24.9,4.9,0.4
2000-02-16,14700,13.2,14.8,25.4,4.6,0.4
2000-02-17,14060,4.1,13.2,24.3,4.7,0.4
2000-02-18,13880,33.5,4.1,25.3,4.9,0.4
2000-02-19,13880,4.1,33.5,25.6,4.8,0.4
2000-02-20,14030,26,4.1,26.2,4.8,0.4
2000-02-21,14180,7.3,26,25.2,4.9,0.4
2000-02-22,14440,58,7.3,26.3,5,0.4
2000-02-23,14910,29.6,58,25.6,5,0.4
2000-02-24,15300,3.9,29.6,26.4,5,0.4
2000-02-25,15610,13.5,3.9,26.4,5,0.4
2000-02-26,16000,7.9,13.5,25.8,4.9,0.4
2000-02-27,16440,34.5,7.9,26.3,4.9,0.4
2000-02-28,16940,14.8,34.5,27.2,4.9,0.5
2000-02-29,17550,82.8,14.8,26,4.8,0.1
2000-03-01,18270,43.4,82.8,25.1,4.7,0.4
2000-03-02,18850,4.1,43.4,26.6,4.8,0.4
2000-03-03,19270,32.8,4.1,27.1,4.8,0.4
2000-03-04,19710,61.7,32.8,26.6,4.6,0.4
2000-03-05,20190,8.8,61.7,26.1,4.9,0.4
2000-03-06,20570,9.7,8.8,25.8,4.9,0.4
2000-03-07,20840,10.6,9.7,26.1,4.6,0.4
2000-03-08,21080,7.3,10.6,26.1,4.9,0.4
2000-03-09,21300,5.7,7.3,26.4,4.8,0.4
2000-03-10,21460,8.1,5.7,26.3,4.9,0.4
2000-03-11,21580,10.6,8.1,26.4,4.7,0.4
2000-03-12,21680,17.3,10.6,25.9,4.7,0.4
2000-03-13,21750,19.3,17.3,27,4.7,0.4
2000-03-14,21800,47.2,19.3,27,4.8,0.4
2000-03-15,21900,10.6,47.2,26.8,4.9,0.4
2000-03-16,21960,24,10.6,27.4,4.9,0.5
2000-03-17,22000,32.2,24,27.6,4.9,0.5
2000-03-18,22020,3.9,32.2,25.6,4.8,0.4
2000-03-19,22000,4.1,3.9,26.4,5,0.4
2000-03-20,21930,4.2,4.1,25.8,4.7,0.4
2000-03-21,21860,40.9,4.2,26.6,4.6,0.4
2000-03-22,21790,28.5,40.9,25.6,4.6,0.4
2000-03-23,21710,16.2,28.5,26,4.6,0.4
2000-03-24,21590,74.4,16.2,26.2,4.7,0.4
2000-03-25,21520,41.9,74.4,26,4.7,0.4
2000-03-26,21460,24.3,41.9,26.4,4.6,0.4
2000-03-27,21480,29.1,24.3,27.1,4.7,0.4
2000-03-28,21520,26.1,29.1,26.3,4.8,0.4
2000-03-29,21470,3.9,26.1,25.8,4.6,0.4
2000-03-30,21560,55.1,3.9,26.3,5,0.4
2000-03-31,21780,13.9,55.1,25.4,4.5,0.4
2000-04-01,21940,13,13.9,26.1,4.6,0.4
2000-04-02,22120,3.9,13,24.8,4.6,0.4
2000-04-03,22300,14.6,3.9,24.7,4.6,0.4
2000-04-04,22460,13.8,14.6,25.9,4.4,0.4
2000-04-05,22660,7.5,13.8,25.2,4.5,0.4
2000-04-06,22860,3.9,7.5,25.7,4.5,0.4
2000-04-07,23010,12.6,3.9,26.8,4.4,0.4
2000-04-08,23150,28.1,12.6,27.2,4.6,0.5
2000-04-09,23310,3.9,28.1,25.4,4.6,0.4
2000-04-10,23460,56.6,3.9,27.1,5,0.4
2000-04-11,23670,30.3,56.6,24.9,5.1,0.4
2000-04-12,23820,3.9,30.3,25.9,4.4,0.4
2000-04-13,23960,12.6,3.9,27.3,4.4,0.5
2000-04-14,24130,12.5,12.6,27.1,4.3,0.4
2000-04-15,24290,21.1,12.5,26.5,4.3,0.4
2000-04-16,24400,9.1,21.1,26.6,4.2,0.4
2000-04-17,24530,4.2,9.1,26.7,4.4,0.4
2000-04-18,24610,23.6,4.2,26.8,4.5,0.4
2000-04-19,24720,26.3,23.6,27,4.6,0.4
2000-04-20,24900,11.4,26.3,24.3,4.6,0.4
2000-04-21,24990,4.1,11.4,25.5,4.4,0.4
2000-04-22,25070,15.4,4.1,26,5,0.4
2000-04-23,25140,9.1,15.4,25.8,4.5,0.4
2000-04-24,25240,5.1,9.1,25.5,4.4,0.4
