Date,CAUDAL,PP,PP_anterior,T,PET,NDVI
2002-05-09,27020,4.4,18.5,25.8,5,0.4
2002-05-10,27020,29,4.4,26.3,4.7,0.4
2002-05-11,27020,16.5,29,25.8,4.9,0.4
2002-05-12,27020,4.1,16.5,26.8,5,0.4
2002-05-13,27000,4.1,4.1,26.9,4.9,0.4
2002-05-14,26950,8.1,4.1,27.2,4.9,0.5
2002-05-15,26870,12.3,8.1,26.7,4.8,0.4
2002-05-16,26800,3.9,12.3,27.4,4.7,0.5
2002-05-17,26720,4.2,3.9,26.9,4.2,0.4
2002-05-18,26640,9.3,4.2,26.2,4.9,0.4
2002-05-19,26540,4.1,9.3,26.9,5,0.4
2002-05-20,26430,73.2,4.1,26.8,5.1,0.4
2002-05-21,26340,49,73.2,26.4,5,0.4
2002-05-22,26260,24.7,49,27,5,0.4
2002-05-23,26220,3.9,24.7,25.6,5,0.4
2002-05-24,26130,3.9,3.9,26.4,5.1,0.4
2002-05-25,26070,4.1,3.9,26,4.7,0.4
2002-05-26,25990,3.9,4.1,26.9,4.9,0.4
2002-05-27,25900,10.6,3.9,27.2,5,0.5
2002-05-28,25790,4.5,10.6,27,5,0.4
2002-05-29,25700,7.3,4.5,26.1,4.1,0.4
2002-05-30,25600,10.9,7.3,26.2,5,0.4
2002-05-31,25460,3.9,10.9,26.4,5.1,0.4
2002-06-01,25380,3.9,3.9,25.6,5,0.4
2002-06-02,25300,3.9,3.9,27.2,5,0.5
2002-06-03,25170,4.2,3.9,27,4.9,0.4
2002-06-04,25080,4.4,4.2,27.6,4.7,0.5
2002-06-05,24910,4.1,4.4,26.9,4.8,0.4
2002-06-06,24830,20.8,4.1,27.5,4.8,0.5
2002-06-07,24720,12.4,20.8,26.9,4.9,0.4
2002-06-08,24590,20,12.4,27.4,4.9,0.5
2002-06-09,24430,36,20,26.9,4.2,0.4
2002-06-10,24250,20,36,26.4,4.8,0.4
2002-06-11,24040,3.9,20,25.3,4.9,0.4
2002-06-12,23730,4.1,3.9,26.4,5,0.4
2002-06-13,23410,24.8,4.1,26.5,4.8,0.4
2002-06-14,23150,27,24.8,26.2,4.8,0.4
2002-06-15,22790,15.5,27,25.2,4.4,0.4
2002-06-16,22450,3.9,15.5,23.4,4.6,0.4
2002-06-17,21930,3.9,3.9,23.5,4.5,0.4
2002-06-18,21340,3.9,3.9,24.6,4.6,0.4
2002-06-19,20880,3.9,3.9,25.7,4.7,0.4
2002-06-20,20740,3.9,3.9,25.3,4.1,0.4
2002-06-21,20600,3.9,3.9,25.5,4.7,0.4
2002-06-22,20220,3.9,3.9,25.9,4.7,0.4
2002-06-23,19830,3.9,3.9,25.6,4.7,0.4
2002-06-24,19730,3.9,3.9,25.1,4.5,0.4
2002-06-25,19780,3.9,3.9,23.7,4.3,0.4
2002-06-26,19800,3.9,3.9,24.4,4.2,0.5
2002-06-27,19630,4.1,3.9,24.8,4.2,0.4
2002-06-28,19020,4.1,4.1,25.5,4.5,0.4
2002-06-29,18170,5.3,4.1,26.8,4.5,0.4
2002-06-30,17210,4.6,5.3,26.9,4.6,0.4
2002-07-01,16300,3.9,4.6,26.1,4,0.4
2002-07-02,15320,4.2,3.9,26.5,4.5,0.4
2002-07-03,14500,4.1,4.2,26.2,4.7,0.4
2002-07-04,14040,4.1,4.1,24.3,4.6,0.4
2002-07-05,14380,6.1,4.1,25.3,4.6,0.4
2002-07-06,15000,4.1,6.1,26.2,4.6,0.4
2002-07-07,15320,4.2,4.1,25.8,4.6,0.4
2002-07-08,15320,4.1,4.2,24.3,4.6,0.4
2002-07-09,15300,3.9,4.1,24.4,4.6,0.4
2002-07-10,15660,4.1,3.9,25.3,4.6,0.4
2002-07-11,16420,64,4.1,26.2,4.6,0.4
2002-07-12,17270,9.3,64,26.1,4.1,0.4
2002-07-13,17860,4.1,9.3,25.5,4.5,0.4
2002-07-14,18290,4.1,4.1,25.1,4.3,0.4
2002-07-15,18600,4.1,4.1,26.7,3.9,0.4
2002-07-16,18840,50.7,4.1,26.6,4.3,0.4
2002-07-17,19090,4.8,50.7,25.7,4.3,0.4
2002-07-18,19300,3.9,4.8,24.5,4.3,0.4
2002-07-19,19470,3.9,3.9,25.2,4.4,0.4
2002-07-20,19530,3.9,3.9,26.3,4.3,0.4
2002-07-21,19530,4.1,3.9,26.7,4.3,0.4
2002-07-22,19520,63.3,4.1,27.9,4.2,0.5
2002-07-23,19520,39.4,63.3,26.4,4.1,0.4
2002-07-24,19530,21.7,39.4,26.1,4.2,0.4
2002-07-25,19420,4.1,21.7,26.7,4.2,0.4
2002-07-26,19250,3.9,4.1,26.3,4,0.4
2002-07-27,19150,4.6,3.9,26.1,4.1,0.4
2002-07-28,19050,4.3,4.6,25.6,4.2,0.7
2002-07-29,18960,3.9,4.3,23.8,4.1,0.4
2002-07-30,18860,3.9,3.9,25.4,4.2,0.4
2002-07-31,18730,6,3.9,26.8,4.2,0.4
2002-08-01,18640,4.1,6,26.3,4.1,0.4
2002-08-02,18580,6.3,4.1,24.2,4,0.4
2002-08-03,18550,5.1,6.3,24.4,4.1,0.4
2002-08-04,18570,3.9,5.1,25.6,4,0.4
2002-08-05,18490,3.9,3.9,25.5,4,0.4
2002-08-06,18330,9.6,3.9,26.4,4,0.4
2002-08-07,18160,6.7,9.6,26.1,4,0.4
2002-08-08,17960,3.9,6.7,26.4,3.9,0.4
2002-08-09,17610,3.9,3.9,26,4.1,0.4
2002-08-10,17160,3.9,3.9,26.9,4.1,0.4
2002-08-11,16620,4.1,3.9,26,4.1,0.4
2002-08-12,16140,4.1,4.1,26.1,4.1,0.4
2002-08-13,15570,4.1,4.1,26.9,4.1,0.4
2002-08-14,14960,4.1,4.1,26.6,4.2,0.4
2002-08-15,14290,41.2,4.1,26.4,4.1,0.4
2002-08-16,13680,4.1,41.2,26.2,4.1,0.4
2002-08-17,13240,4.1,4.1,26.6,4.1,0.4
2002-08-18,12660,4.1,4.1,27,4.2,0.4
2002-08-19,12390,3.9,4.1,27.5,4.2,0.5
2002-08-20,12410,4.1,3.9,26.2,4.2,0.4
2002-08-21,12450,6.6,4.1,26.4,4.2,0.4
2002-08-22,12510,3.9,6.6,26.4,4.2,0.4
2002-08-23,12360,3.9,3.9,26.9,4.1,0.4
2002-08-24,12110,3.9,3.9,26.3,4.1,0.4
2002-08-25,12050,5.9,3.9,27.2,4.1,0.5
2002-08-26,12090,5.8,5.9,27.6,4,0.5
2002-08-27,11930,8.9,5.8,27.4,4.2,0.5
2002-08-28,11730,4.1,8.9,27,4.1,0.4
2002-08-29,11430,4.2,4.1,27.3,3.9,0.4
2002-08-30,11040,5.2,4.2,26.8,3.7,0.4
2002-08-31,10780,4.1,5.2,26.3,3.7,0.4
2002-09-01,10570,4.1,4.1,25.9,3.9,0.4
2002-09-02,10360,3.9,4.1,25,4,0.4
2002-09-03,10300,3.9,3.9,24.7,4.1,0.4
2002-09-04,10390,3.9,3.9,26,4.1,0.4
2002-09-05,10670,3.9,3.9,27.5,4.1,0.5
2002-09-06,11350,11.7,3.9,28.1,4,0.5
2002-09-07,12300,7.6,11.7,27.8,4,0.8
2002-09-08,12630,3.9,7.6,25.5,3.9,0.4
2002-09-09,12450,3.9,3.9,26.5,4,0.4
2002-09-10,11890,3.9,3.9,27.5,4,0.5
2002-09-11,11280,3.9,3.9,27.4,4,0.5
2002-09-12,10820,12.1,3.9,27.5,4,0.5
2002-09-13,10470,5.1,12.1,27.5,4,0.5
2002-09-14,10250,12.1,5.1,27.7,4,0.6
2002-09-15,9976,8,12.1,28.2,4.1,0.5
2002-09-16,9565,6.8,8,28.3,5,0.5
2002-09-17,9111,5.9,6.8,27.6,4.1,0.5
2002-09-18,8772,4.8,5.9,25.8,4.1,0.4
2002-09-19,8515,4.3,4.8,27.8,4.1,0.5
2002-09-20,8195,3.9,4.3,27.9,4.1,0.5
2002-09-21,7956,3.9,3.9,28.3,4.1,0.5
2002-09-22,7824,4.1,3.9,28.4,4.2,0.5
2002-09-23,7735,4.2,4.1,28.5,4,0.5
2002-09-24,7674,22.9,4.2,28.7,4.1,0.5
2002-09-25,7605,4.1,22.9,27,4.2,0.4
2002-09-26,7580,21.1,4.1,26.9,4.2,0.4
2002-09-27,7580,3.9,21.1,26.3,4.2,0.4
2002-09-28,7493,6.5,3.9,27.2,4.1,0.5
2002-09-29,7247,4.2,6.5,26.2,4.2,0.4
2002-09-30,7019,19.1,4.2,27.7,4.2,0.7
2002-10-01,7154,11.7,19.1,27,4.2,0.4
2002-10-02,7400,4.3,11.7,27.8,4.2,0.5
2002-10-03,7494,5.1,4.3,27.8,4.2,0.5
2002-10-04,7452,6,5.1,27.5,4,0.5
2002-10-05,7430,3.9,6,28.1,4,0.5
2002-10-06,7457,11.8,3.9,28.4,4,0.5
2002-10-07,7465,9.4,11.8,28.1,4.1,0.5
2002-10-08,7480,5.9,9.4,27.2,4.3,0.5
2002-10-09,7486,5,5.9,26.2,3.9,0.4
2002-10-10,7642,4.1,5,27,4.3,0.4
2002-10-11,7786,21.3,4.1,27.8,4.3,0.5
2002-10-12,7736,14,21.3,26.7,4.4,0.4
2002-10-13,7962,6.6,14,26.7,4.4,0.4
2002-10-14,8529,35.8,6.6,28.2,4.4,0.5
2002-10-15,9112,4.4,35.8,27.1,4.4,0.4
2002-10-16,9503,5.9,4.4,27.8,4.3,0.1
2002-10-17,9778,4.2,5.9,25.2,4.4,0.4
2002-10-18,9712,12.6,4.2,26.5,4.4,0.4
2002-10-19,9581,13.2,12.6,26.8,4.5,0.4
2002-10-20,9705,13.8,13.2,27.4,3.8,0.5
2002-10-21,10490,9.6,13.8,27.2,4.5,0.5
2002-10-22,11410,4.4,9.6,26.6,4.2,0.4
2002-10-23,11910,8.1,4.4,26.6,4,0.4
2002-10-24,11930,4.1,8.1,27.7,4.1,0.5
2002-10-25,11840,26,4.1,27.3,4.4,0.5
2002-10-26,12020,26,26,26.6,4.5,0.4
2002-10-27,12370,26,26,27.3,4.4,0.5
2002-10-28,12770,10.5,26,27.9,4.5,0.5
2002-10-29,12870,13.5,10.5,27.6,4.6,0.5
2002-10-30,12810,4.9,13.5,26.9,4.6,0.4
2002-10-31,12850,19.9,4.9,26.6,3.9,0.4
2002-11-01,13240,4.2,19.9,25.9,4.7,0.4
2002-11-02,13960,7.1,4.2,26.8,4.6,0.4
2002-11-03,14450,9.8,7.1,27.6,4.5,0.5
2002-11-04,14630,40.3,9.8,27.4,4.5,0.5
2002-11-05,14750,55.2,40.3,26.9,4.4,0.4
2002-11-06,15260,3.9,55.2,25.1,4.4,0.4
2002-11-07,15640,4.2,3.9,25.2,4.4,0.4
2002-11-08,15800,8.6,4.2,26.9,4.6,0.4
2002-11-09,16000,13.1,8.6,27.8,4.6,0.5
2002-11-10,16330,3.9,13.1,27.1,4.7,0.4
2002-11-11,16710,4.8,3.9,27,4,0.4
2002-11-12,16930,39.4,4.8,27,4.8,0.4
2002-11-13,17110,24.5,39.4,26.2,4.8,0.4
2002-11-14,17490,9.6,24.5,27.4,4.8,0.5
2002-11-15,17840,16.1,9.6,27.2,4.9,0.5
2002-11-16,18070,4.1,16.1,26.7,4.7,0.4
2002-11-17,18210,5.9,4.1,27.4,4.7,0.5
2002-11-18,18330,6.7,5.9,28.1,4.8,0.5
2002-11-19,18500,18.5,6.7,27.5,4.7,0.5
2002-11-20,18670,11.3,18.5,27.9,4.5,0.5
2002-11-21,18820,8.6,11.3,27.7,4.7,0.5
2002-11-22,18960,21.1,8.6,26.6,4.1,0.4
2002-11-23,18990,12.5,21.1,27.5,4.7,0.5
2002-11-24,19000,9.4,12.5,27.5,4.8,0.5
2002-11-25,19010,14.8,9.4,28.1,4.7,0.5
2002-11-26,19100,4.4,14.8,27.4,4.7,0.5
2002-11-27,19200,4.4,4.4,27.8,4.6,0.5
2002-11-28,19270,4.2,4.4,27,4.8,0.4
2002-11-29,19260,11.4,4.2,27.8,4.9,0.5
2002-11-30,19150,16.4,11.4,28.3,4.9,0.5
2002-12-01,18950,19.7,16.4,28.2,4.9,0.5
2002-12-02,18810,21.9,19.7,27.6,4.7,0.5
2002-12-03,18670,19.1,21.9,27.5,4,0.5
2002-12-04,18570,15.4,19.1,27.5,4.9,0.5
2002-12-05,18550,19.6,15.4,26.7,4.7,0.4
2002-12-06,18630,4.1,19.6,27.4,4.7,0.5
2002-12-07,18690,3.9,4.1,28.2,4.9,0.5
2002-12-08,18690,3.9,3.9,28.4,4.9,0.5
2002-12-09,18670,14.3,3.9,28.6,5,0.5
2002-12-10,18570,10.4,14.3,28,4.9,0.5
2002-12-11,18470,8,10.4,27.8,4.4,0.5
2002-12-12,18440,0.3,8,27.4,4.6,0.5
2002-12-13,18440,7,0.3,26.9,4.9,0.4
2002-12-14,18380,11.4,7,27.5,3.9,0.5
2002-12-15,18130,18.6,11.4,27.8,5,0.5
2002-12-16,17660,1.5,18.6,27.5,5,0.5
2002-12-17,17080,7.6,1.5,24.8,5,0.4
2002-12-18,16560,20.3,7.6,26.6,5.1,0.4
2002-12-19,16350,8,20.3,27.2,5.2,0.1
2002-12-20,16590,54.6,8,27.7,5.1,0.5
2002-12-21,17040,11.5,54.6,26.1,4.7,0.4
2002-12-22,17470,8.6,11.5,26.7,4.9,0.4
2002-12-23,17780,14.3,8.6,27.6,5,0.5
2002-12-24,18020,6.6,14.3,27.8,5.1,0.5
2002-12-25,18230,12.5,6.6,27,3.9,0.4
2002-12-26,18440,7.2,12.5,27.2,5.1,0.5
2002-12-27,18630,5.6,7.2,26.9,5.3,0.4
2002-12-28,18800,4.8,5.6,27.1,5.2,0.4
2002-12-29,18950,6.3,4.8,27.6,5.3,0.5
2002-12-30,19060,10,6.3,28,5.2,0.5
2002-12-31,19200,3.9,10,27.4,5.2,0.5
2003-01-01,19340,3.9,3.9,27.5,5,0.5
2003-01-02,19400,35.5,3.9,27.8,4.9,0.5
2003-01-03,19410,4.1,35.5,28.1,4.9,0.5
2003-01-04,19290,6.7,4.1,27.6,5.1,0.8
2003-01-05,19080,9.2,6.7,27.7,4.9,0.5
2003-01-06,18710,32,9.2,27.6,4,0.5
2003-01-07,18250,76.8,32,27.1,4.9,0.4
2003-01-08,17840,7,76.8,28.2,4.7,0.5
2003-01-09,17040,72,7,27.6,4.9,0.5
2003-01-10,16690,11.6,72,26.9,4.9,0.4
2003-01-11,16580,23.5,11.6,27.9,5.1,0.5
2003-01-12,16670,47.1,23.5,27.9,5.2,0.5
2003-01-13,16700,5.1,47.1,27.6,5.1,0.5
2003-01-14,16880,4.6,5.1,27.9,5.1,0.5
2003-01-15,17200,4.2,4.6,28.1,4.7,0.5
2003-01-16,17340,9,4.2,27.3,5,0.5
2003-01-17,17220,3.9,9,27.1,4.1,0.4
2003-01-18,16900,4.2,3.9,28.2,5.1,0.5
2003-01-19,16750,4.4,4.2,28.2,5.1,0.5
2003-01-20,16780,4.5,4.4,27.3,4.9,0.2
2003-01-21,16730,4.3,4.5,27.6,5,0.5
2003-01-22,16470,3.9,4.3,28.3,5,0.5
2003-01-23,16160,7.2,3.9,28.9,5,0.5
2003-01-24,15970,10.3,7.2,27.8,4.8,0.5
2003-01-25,15760,3.2,10.3,26.6,4.9,0.4
2003-01-26,15400,22.7,3.2,26.7,5.1,0.4
2003-01-27,14810,26.8,22.7,27.7,5.1,0.5
2003-01-28,14300,19,26.8,28,4.1,0.5
2003-01-29,13860,5.6,19,27.3,5.2,0.5
2003-01-30,13660,9.1,5.6,27.1,5.2,0.4
2003-01-31,13570,4.4,9.1,27.4,5,0.5
2003-02-01,13490,9.1,4.4,26.6,4.9,0.4
2003-02-02,13640,35.5,9.1,27.3,5,0.5
2003-02-03,14470,3.9,35.5,26.8,5.1,0.4
2003-02-04,15330,33.3,3.9,26.9,5.2,0.4
2003-02-05,15940,4.4,33.3,27.8,5.1,0.0
2003-02-06,16230,18.3,4.4,27,5,0.4
2003-02-07,16670,34,18.3,26.7,4.8,0.4
2003-02-08,17130,4.3,34,26.6,4.1,0.4
2003-02-09,17500,8.6,4.3,26.6,4.8,0.4
2003-02-10,17770,3.9,8.6,27.3,4.8,0.5
2003-02-11,17990,4.1,3.9,27.1,4.8,0.4
2003-02-12,18230,23.9,4.1,27.2,4.9,0.5
2003-02-13,18520,8.7,23.9,27.3,5,0.5
2003-02-14,18750,4.6,8.7,28,4.9,0.5
2003-02-15,18920,5.1,4.6,27.3,4.8,0.5
2003-02-16,19030,4.5,5.1,27.9,4.8,0.5
2003-02-17,19130,3.9,4.5,27.7,5,0.5
2003-02-18,19200,10.5,3.9,27.7,5.1,0.5
2003-02-19,19230,39.7,10.5,27.3,4,0.5
2003-02-20,19170,4.8,39.7,27.6,5.1,0.5
2003-02-21,18950,5.1,4.8,26.5,5,0.4
2003-02-22,18360,31.5,5.1,25.3,5.1,0.4
2003-02-23,17830,20,31.5,26.4,5.1,0.4
2003-02-24,17490,30.9,20,27.5,5.1,0.5
2003-02-25,17400,4.1,30.9,26.9,5.1,0.4
2003-02-26,17250,5.1,4.1,27.7,4.9,0.5
2003-02-27,17060,30.6,5.1,27.5,5,0.5
2003-02-28,17070,4.1,30.6,27.4,5.1,0.5
2003-03-01,17170,3.9,4.1,26.4,4.9,0.4
2003-03-02,17320,72.2,3.9,26.6,4.1,0.4
2003-03-03,17660,4.4,72.2,26.8,4.8,0.4
2003-03-04,18150,10.6,4.4,25.7,5,0.4
2003-03-05,18550,3.9,10.6,26.1,4.9,0.4
2003-03-06,18820,5.7,3.9,26.2,4.8,0.4
2003-03-07,18960,3.9,5.7,26,4.9,0.4
2003-03-08,19130,3.9,3.9,26.4,4.9,0.4
2003-03-09,19320,3.9,3.9,26.1,4.7,0.4
2003-03-10,19500,0.8,3.9,26.6,4.6,0.4
2003-03-11,19690,11.2,0.8,27.4,4.9,0.5
2003-03-12,19830,18.6,11.2,25.3,5,0.4
2003-03-13,19920,3.7,18.6,27.2,4,0.5
2003-03-14,20000,34.3,3.7,27.2,5,0.5
2003-03-15,20020,4.2,34.3,27.5,4.9,0.5
2003-03-16,20010,6.6,4.2,27.1,5.1,0.4
2003-03-17,20000,3.9,6.6,27,5,0.4
2003-03-18,20040,3.3,3.9,26.1,5,0.4
2003-03-19,20060,10.4,3.3,26.8,4.8,0.4
2003-03-20,20100,23.1,10.4,26.9,4.5,0.4
2003-03-21,20170,11.7,23.1,27.1,4.7,0.4
2003-03-22,20220,4.5,11.7,25.8,5,0.4
2003-03-23,20220,4.8,4.5,26.6,5.1,0.4
2003-03-24,20120,5.4,4.8,26.9,4,0.4
2003-03-25,20030,4.2,5.4,26.4,5,0.4
2003-03-26,20000,4.1,4.2,26.9,5,0.4
2003-03-27,20010,3.9,4.1,26.5,5,0.4
2003-03-28,20020,5,3.9,27.1,4.8,0.4
2003-03-29,20020,9.5,5,26.6,5,0.4
2003-03-30,20020,30.7,9.5,27,5,0.4
2003-03-31,20020,13.3,30.7,27.3,4.9,0.5
2003-04-01,19990,17.5,13.3,27.4,5,0.5
2003-04-02,19880,7.5,17.5,26,5,0.4
2003-04-03,19790,18.3,7.5,27.1,4.9,0.4
2003-04-04,19760,10.1,18.3,26.2,3.9,0.4
2003-04-05,19610,35.9,10.1,27.2,4.9,0.5
2003-04-06,19510,6,35.9,27.3,4.9,0.5
2003-04-07,19420,20.4,6,26.5,5,0.4
2003-04-08,19310,5.7,20.4,27.3,4.9,0.5
2003-04-09,19250,20.2,5.7,27.6,4.9,0.5
2003-04-10,19250,8.8,20.2,27.4,4.9,0.5
2003-04-11,19400,8,8.8,26.4,4.8,0.4
2003-04-12,19520,7.3,8,25.4,4.9,0.4
2003-04-13,19640,3.9,7.3,25.2,5,0.4
2003-04-14,19760,5.8,3.9,26,4.9,0.4
2003-04-15,19930,2.1,5.8,26.9,4,0.4
2003-04-16,20150,5.1,2.1,27.2,5,0.5
2003-04-17,20330,16.5,5.1,27.7,4.9,0.5
2003-04-18,20480,20.4,16.5,27.8,5.1,0.5
2003-04-19,20500,21.4,20.4,28.1,5,0.5
2003-04-20,20490,4.1,21.4,25.1,5,0.4
2003-04-21,20330,24.2,4.1,25.9,5,0.4
2003-04-22,20090,4.1,24.2,26,5,0.4
2003-04-23,19930,15.1,4.1,26.4,5,0.4
2003-04-24,19700,71.2,15.1,26.5,5,0.4
2003-04-25,19750,4.2,71.2,26.7,5,0.4
2003-04-26,20000,19.9,4.2,26.7,4.9,0.4
2003-04-27,20230,3.9,19.9,26.7,4,0.4
2003-04-28,20470,3.9,3.9,26.3,5,0.4
2003-04-29,20710,30,3.9,27.6,4.9,0.5
2003-04-30,20950,30.6,30,27,4.9,0.4
2003-05-01,21120,30.1,30.6,26.8,4.8,0.4
2003-05-02,21270,30,30.1,27.1,5,0.4
2003-05-03,21370,4.1,30,27.2,4.9,0.5
2003-05-04,21480,5.9,4.1,26.5,5,0.4
2003-05-05,21550,59.2,5.9,26.9,4.9,0.4
2003-05-06,21730,0.6,59.2,25,4.6,0.4
2003-05-07,21850,3.9,0.6,23.7,4.7,0.4
2003-05-08,21890,4.9,3.9,24.4,4,0.4
2003-05-09,21900,4.2,4.9,25,4.8,0.4
2003-05-10,21950,8.7,4.2,25.7,4.8,0.4
2003-05-11,22040,1.5,8.7,25.5,4.9,0.4
2003-05-12,22130,0.3,1.5,26.1,5,0.3
2003-05-13,22200,6.7,0.3,26.2,5,0.4
2003-05-14,22240,5.4,6.7,26.8,4.9,0.4
2003-05-15,22240,5.7,5.4,26.2,5,0.4
2003-05-16,22240,20.7,5.7,26,4.7,0.4
2003-05-17,22270,3.5,20.7,25.5,4.9,0.4
2003-05-18,22320,17,3.5,26.7,4.9,0.4
2003-05-19,22350,8.9,17,27.2,4.1,0.5
2003-05-20,22360,4.1,8.9,26.9,5,0.4
2003-05-21,22410,4.1,4.1,26.1,4.8,0.4
2003-05-22,22430,8,4.1,27.4,4.7,0.5
2003-05-23,22430,8.2,8,25.7,4.8,0.4
2003-05-24,22430,5.4,8.2,26.7,5,0.4
2003-05-25,22430,40.4,5.4,26.7,4.9,0.4
2003-05-26,22440,5.8,40.4,25.4,4.9,0.4
2003-05-27,22450,9.7,5.8,26.6,4.9,0.4
2003-05-28,22420,4.5,9.7,25.7,4.9,0.4
2003-05-29,22390,3.9,4.5,26.3,5,0.4
2003-05-30,22350,10.5,3.9,26.4,4.1,0.4
2003-05-31,22290,8.5,10.5,26.7,5.1,0.4
2003-06-01,22210,4.3,8.5,26.5,5.1,0.4
2003-06-02,22170,4.6,4.3,27.2,5.1,0.5
2003-06-03,22130,18.1,4.6,27.3,5,0.5
2003-06-04,22140,31,18.1,26.7,4.9,0.4
2003-06-05,22210,63,31,26.8,4.9,0.4
2003-06-06,22410,11.1,63,26.6,5.1,0.4
2003-06-07,22510,11.8,11.1,26.7,5.1,0.4
2003-06-08,22570,7.8,11.8,25.7,5.1,0.4
2003-06-09,22590,5.7,7.8,26.4,4.9,0.4
2003-06-10,22590,3.9,5.7,26.7,4.1,0.4
2003-06-11,22590,11.8,3.9,27.1,4.7,0.4
2003-06-12,22590,12.3,11.8,27,4.9,0.4
2003-06-13,22590,3.9,12.3,26.6,5,0.4
2003-06-14,22560,4.1,3.9,26.9,5.1,0.4
2003-06-15,22500,4.1,4.1,26.9,4.9,0.4
2003-06-16,22430,4.3,4.1,27.6,5,0.5
2003-06-17,22270,4.2,4.3,26.7,5,0.4
2003-06-18,22090,4.2,4.2,26.9,4.8,0.4
2003-06-19,21930,20,4.2,26.6,4.9,0.4
2003-06-20,21690,11.8,20,25.4,5,0.4
2003-06-21,21530,10.2,11.8,25.6,4.1,0.4
2003-06-22,21240,17.8,10.2,26.3,5,0.4
2003-06-23,20990,7.1,17.8,25.9,5.2,0.4
2003-06-24,20850,5.9,7.1,26.2,4.7,0.4
2003-06-25,20800,3.9,5.9,25.8,5,0.4
2003-06-26,20800,2.9,3.9,25.9,4.9,0.4
2003-06-27,20800,49.8,2.9,26.4,4.8,0.4
2003-06-28,20800,50.9,49.8,26.2,4.9,0.4
2003-06-29,20860,27.6,50.9,24.7,4.8,0.4
2003-06-30,20940,4.1,27.6,24.9,4.9,0.4
2003-07-01,20960,3.1,4.1,26.1,4.9,0.4
2003-07-02,20960,9.8,3.1,25.5,4.1,0.4
2003-07-03,20960,4.1,9.8,25.2,4.9,0.4
2003-07-04,20950,4.1,4.1,25.5,4.6,0.4
2003-07-05,20930,4.1,4.1,26.3,4.8,0.4
2003-07-06,20870,2.5,4.1,26.8,4.9,0.4
2003-07-07,20830,8.6,2.5,27,4.9,0.4
2003-07-08,20760,6,8.6,26.9,4.7,0.4
2003-07-09,20680,4.8,6,27,4.7,0.4
2003-07-10,20550,5.7,4.8,26.4,4.8,0.4
2003-07-11,20340,4.8,5.7,25.8,4.8,0.4
2003-07-12,20090,3.9,4.8,23.7,4.8,0.4
2003-07-13,19850,3.9,3.9,22.5,4.1,0.4
2003-07-14,19690,3.9,3.9,23.3,4.6,0.4
2003-07-15,19620,3.9,3.9,24.1,4.8,0.7
2003-07-16,19610,9.8,3.9,24.9,4.8,0.4
2003-07-17,19580,4.1,9.8,25.5,4.7,0.4
2003-07-18,19490,3.9,4.1,24.7,4.7,0.4
2003-07-19,19330,3.9,3.9,24.6,4.7,0.4
2003-07-20,19010,3.9,3.9,25.8,4.7,0.4
2003-07-21,18590,2,3.9,26,4.5,0.4
2003-07-22,18070,5.4,2,26,4.8,0.4
2003-07-23,17510,5.1,5.4,26,4.8,0.4
2003-07-24,16760,0.7,5.1,26.1,4.1,0.4
2003-07-25,15640,11.7,0.7,26,4.7,0.4
2003-07-26,14890,8.6,11.7,25.5,4.7,0.4
2003-07-27,14290,4.1,8.6,25.1,4.8,0.4
2003-07-28,13760,4.3,4.1,26,4.7,0.4
2003-07-29,13520,3.1,4.3,26.3,4.7,0.4
2003-07-30,13500,4.1,3.1,26.5,4.7,0.4
2003-07-31,13450,3.9,4.1,26.8,4.6,0.4
2003-08-01,13140,3.9,3.9,26.6,4.3,0.4
2003-08-02,12740,34.9,3.9,26.8,4.2,0.4
2003-08-03,12420,30.5,34.9,26.6,4.4,0.4
2003-08-04,12310,4.6,30.5,26.7,4.1,0.4
2003-08-05,12270,3.9,4.6,27.3,4.5,0.5
2003-08-06,12110,4.1,3.9,27.7,4.6,0.5
2003-08-07,11870,3.2,4.1,27.2,4.6,0.5
2003-08-08,11650,5.6,3.2,26.2,4.6,0.4
2003-08-09,11540,3.9,5.6,24.9,4.6,0.4
2003-08-10,11450,3.9,3.9,24.3,4.5,0.4
2003-08-11,11590,4.4,3.9,25,4.1,0.4
2003-08-12,12160,11.5,4.4,25,4.4,0.4
2003-08-13,12940,9.5,11.5,26.7,4.2,0.4
2003-08-14,13540,11.6,9.5,26.9,4.1,0.4
2003-08-15,13720,1.6,11.6,26.3,5.1,0.4
2003-08-16,13780,8.1,1.6,26.6,4.1,0.4
2003-08-17,13540,10.7,8.1,25.7,4.4,0.4
2003-08-18,13050,3.9,10.7,26.5,4.4,0.4
2003-08-19,12560,4.1,3.9,25.5,4.4,0.4
2003-08-20,12170,4.1,4.1,26.5,4.3,0.4
2003-08-21,11930,4.1,4.1,26.5,4.3,0.4
2003-08-22,11750,4.3,4.1,27.6,4.3,0.5
2003-08-23,11640,3.9,4.3,26.9,4.3,0.4
2003-08-24,11580,23,3.9,27.9,4.4,0.5
2003-08-25,11450,30.6,23,27.3,4.4,0.5
2003-08-26,11310,3.9,30.6,24.9,4.3,0.4
2003-08-27,11200,3.9,3.9,24.8,4.1,0.4
2003-08-28,11210,3.9,3.9,25.7,4.3,0.4
2003-08-29,11380,3.9,3.9,23.8,4.3,0.4
2003-08-30,12000,3.9,3.9,25,4.2,0.4
2003-08-31,12530,5.4,3.9,25.1,4.2,0.4
