DATE,CAUDAL,PP,PP_anterior,T,PET
27-01-01,20990,38.3,18.4,26.0,5.1
28-01-01,21220,18.4,0.1,26.3,5.1
29-01-01,21340,0.1,3.5,26.6,5.1
30-01-01,21340,3.5,19.3,26.2,4.9
31-01-01,21290,19.3,0,27.1,5.0
01-02-01,21100,0,6.2,26.6,5.1
02-02-01,20850,6.2,0,27.2,5.1
03-02-01,20490,0,0,26.0,5.0
04-02-01,20070,0,0,25.5,4.5
05-02-01,19620,0,0,25.6,5.1
06-02-01,19080,0,11.9,25.9,5.1
07-02-01,18530,11.9,0.1,25.7,4.9
08-02-01,18130,0.1,3.2,26.2,4.9
09-02-01,18020,3.2,0.1,24.8,5.0
10-02-01,18190,0.1,0,26.5,5.1
11-02-01,18470,0,0,24.9,4.9
12-02-01,18620,0,0.2,25.5,4.8
13-02-01,18470,0.2,119.6,26.3,4.9
14-02-01,18150,119.6,0,26.1,4.9
15-02-01,17950,0,0,26.2,4.4
16-02-01,17860,0,0,26.6,4.9
17-02-01,17810,0,0,26.6,4.9
18-02-01,18020,0,0,26.1,4.8
19-02-01,18250,0,1.7,26.4,4.8
20-02-01,18220,1.7,0,26.9,4.9
21-02-01,18080,0,0,26.6,5.0
22-02-01,18050,0,82.7,26.8,4.7
23-02-01,18200,82.7,0.1,26.6,4.8
24-02-01,18340,0.1,0.1,24.5,4.9
25-02-01,18420,0.1,0.1,25.9,4.8
26-02-01,18630,0.1,0,26.5,4.6
27-02-01,19040,0,17.3,26.6,5.0
28-02-01,19430,17.3,26,26.5,4.7
01-03-01,19660,26,2.1,24.9,4.9
02-03-01,19780,2.1,98.6,26.2,5.0
03-03-01,19980,98.6,19.4,25.6,5.0
04-03-01,20220,19.4,0,25.0,5.0
05-03-01,20440,0,1.3,27.0,5.0
06-03-01,20700,1.3,20.7,26.8,5.0
07-03-01,21050,20.7,12.4,27.1,4.9
08-03-01,21390,12.4,0.2,25.6,4.9
09-03-01,21670,0.2,0.4,26.5,4.8
10-03-01,21860,0.4,5.5,26.8,4.5
11-03-01,21980,5.5,0,27.1,4.8
12-03-01,22000,0,9.1,27.9,5.1
13-03-01,22050,9.1,18.1,28.1,5.1
14-03-01,22340,18.1,0,26.6,4.9
15-03-01,22440,0,0.2,26.5,5.1
16-03-01,22460,0.2,34.8,26.7,5.0
17-03-01,22450,34.8,0,25.7,5.0
18-03-01,22420,0,7.4,26.5,5.1
19-03-01,22340,7.4,15.3,27.0,5.0
20-03-01,22310,15.3,20.6,26.2,4.8
21-03-01,22270,20.6,0.1,24.1,4.4
22-03-01,22270,0.1,0,26.1,4.9
23-03-01,22240,0,0,27.2,4.9
24-03-01,22250,0,95,26.6,4.9
25-03-01,22350,95,33.5,25.3,5.0
26-03-01,22460,33.5,0.1,25.3,4.9
27-03-01,22510,0.1,0,26.0,4.9
28-03-01,22520,0,19.1,26.8,5.0
29-03-01,22550,19.1,13.4,26.3,4.9
30-03-01,22650,13.4,0.1,24.6,4.9
31-03-01,22700,0.1,0,26.3,4.9
01-04-01,22690,0,1.7,27.3,4.4
02-04-01,22700,1.7,12.4,26.6,5.0
03-04-01,22680,12.4,0,26.0,4.9
04-04-01,22770,0,31.1,26.4,5.0
05-04-01,22820,31.1,59.3,26.3,5.0
06-04-01,22880,59.3,27.7,26.6,4.8
07-04-01,22960,27.7,0,25.7,4.8
08-04-01,23060,0,0,24.6,5.0
09-04-01,23210,0,0.1,26.5,5.0
10-04-01,23390,0.1,25.7,26.6,4.9
11-04-01,23580,25.7,6.4,26.5,5.0
12-04-01,23790,6.4,32.3,25.9,4.4
13-04-01,24080,32.3,0,25.4,4.8
14-04-01,24290,0,7.2,26.4,4.8
15-04-01,24450,7.2,61.8,26.5,4.9
16-04-01,24630,61.8,30,26.0,4.7
17-04-01,24840,30,0,26.2,4.6
18-04-01,25010,0,0,26.5,4.8
19-04-01,25140,0,0,27.0,4.9
20-04-01,25250,0,3.4,27.1,4.9
21-04-01,25330,3.4,3.6,27.8,4.7
22-04-01,25400,3.6,0,28.0,4.6
23-04-01,25490,0,0.7,27.7,4.3
24-04-01,25530,0.7,17.4,27.0,4.7
25-04-01,25530,17.4,13.6,24.8,4.7
26-04-01,25510,13.6,0,25.7,4.8
27-04-01,25400,0,0,26.3,4.8
28-04-01,25280,0,0.2,27.0,4.8
29-04-01,25140,0.2,13.1,26.7,4.7
30-04-01,25050,13.1,2.7,25.0,4.6
01-05-01,25000,2.7,0.2,26.4,4.5
02-05-01,24960,0.2,0.3,26.7,4.7
03-05-01,24920,0.3,11.9,25.9,4.5
04-05-01,24920,11.9,0,26.7,4.4
05-05-01,24960,0,9.8,26.0,4.5
06-05-01,25000,9.8,0,24.9,4.5
07-05-01,25040,0,0.1,24.9,4.6
08-05-01,25030,0.1,2.2,26.2,4.4
09-05-01,25020,2.2,0,26.6,4.5
10-05-01,24980,0,0,25.8,4.7
11-05-01,24930,0,5.5,27.5,4.8
12-05-01,24850,5.5,8.8,26.6,4.5
13-05-01,24760,8.8,2.5,26.0,4.6
14-05-01,24720,2.5,0,24.7,4.7
15-05-01,24710,0,0,25.9,4.4
16-05-01,24660,0,0.1,26.4,4.6
17-05-01,24600,0.1,0,26.5,4.6
18-05-01,24560,0,0,25.9,4.5
19-05-01,24560,0,36.1,26.2,4.6
20-05-01,24540,36.1,7.1,26.4,4.6
21-05-01,24500,7.1,0,25.7,4.5
22-05-01,24450,0,0.1,26.3,4.6
23-05-01,24420,0.1,16,26.5,4.4
24-05-01,24400,16,0,27.0,4.4
25-05-01,24370,0,0,26.5,4.5
26-05-01,24340,0,0,27.0,4.3
27-05-01,24250,0,0,26.7,4.5
28-05-01,24160,0,39.2,26.2,4.4
29-05-01,24040,39.2,0,26.1,4.4
30-05-01,23930,0,0.3,26.0,4.4
31-05-01,23770,0.3,7.1,26.8,4.3
01-06-01,23660,7.1,0,26.5,4.4
02-06-01,23500,0,10.5,26.1,4.2
03-06-01,23350,10.5,3.7,26.0,4.4
04-06-01,23150,3.7,0.1,25.2,4.3
05-06-01,22720,0.1,0,26.0,4.3
06-06-01,22370,0,0.1,26.0,4.3
07-06-01,21960,0.1,0,26.2,4.2
08-06-01,21590,0,0,25.2,4.2
09-06-01,21460,0,31.8,25.7,4.1
10-06-01,21450,31.8,4.4,25.8,4.0
11-06-01,21440,4.4,8,25.7,4.0
12-06-01,21390,8,0,25.6,4.2
13-06-01,21330,0,0,25.2,4.3
14-06-01,21340,0,0,25.9,4.3
15-06-01,21350,0,12.1,26.0,4.4
16-06-01,21360,12.1,0.9,26.7,4.3
17-06-01,21410,0.9,0.3,26.5,4.3
18-06-01,21460,0.3,0,25.6,4.4
19-06-01,21490,0,0,22.8,4.3
20-06-01,21470,0,0,21.5,4.3
21-06-01,21400,0,0,21.2,4.3
22-06-01,21380,0,0,22.0,4.2
23-06-01,21340,0,0,22.7,4.2
24-06-01,21310,0,0.1,23.8,4.2
25-06-01,21250,0.1,0.2,24.9,4.2
26-06-01,21140,0.2,0,25.3,4.0
27-06-01,20890,0,0,23.1,4.2
28-06-01,20530,0,0,24.6,4.9
29-06-01,20080,0,0.1,25.2,4.3
30-06-01,19670,0.1,19.6,25.7,4.1
01-07-01,19010,19.6,0,26.0,4.1
02-07-01,18600,0,0.1,25.7,4.1
03-07-01,18210,0.1,0,25.1,4.1
04-07-01,17860,0,0.2,26.1,4.1
05-07-01,17300,0.2,45.5,25.9,4.2
06-07-01,16750,45.5,0.4,23.8,4.0
07-07-01,16490,0.4,8.4,24.7,4.0
08-07-01,16570,8.4,0,26.0,3.8
09-07-01,16690,0,0.1,26.2,3.9
10-07-01,16790,0.1,0,26.5,4.3
11-07-01,16880,0,12,27.2,3.8
12-07-01,16980,12,18.9,26.7,4.0
13-07-01,17160,18.9,3.7,26.0,4.0
14-07-01,17260,3.7,0,26.5,4.1
15-07-01,17160,0,0.3,26.1,4.1
16-07-01,16930,0.3,3.3,26.4,4.1
17-07-01,16810,3.3,4.9,26.8,4.0
18-07-01,16890,4.9,6.7,26.8,4.1
19-07-01,17080,6.7,12.4,26.3,4.1
20-07-01,17130,12.4,0,26.0,4.2
21-07-01,17060,0,0.1,26.2,4.4
22-07-01,17000,0.1,7.2,26.4,4.2
23-07-01,17110,7.2,3.8,25.3,4.2
24-07-01,17390,3.8,0,25.8,4.1
25-07-01,17620,0,0,26.1,4.0
26-07-01,17590,0,14.3,26.3,4.0
27-07-01,17370,14.3,41.3,26.2,3.5
28-07-01,17130,41.3,0,20.7,3.5
29-07-01,16750,0,0,22.6,3.6
30-07-01,16370,0,0.2,22.5,3.8
31-07-01,16190,0.2,0,24.6,3.9
01-08-01,16330,0,0,25.1,4.4
02-08-01,16510,0,0,25.9,4.0
03-08-01,16380,0,0,25.7,4.0
04-08-01,15890,0,0,26.0,3.9
05-08-01,15280,0,0,26.1,3.8
06-08-01,14630,0,0.1,26.5,3.8
07-08-01,13910,0.1,0.1,25.7,3.9
08-08-01,13250,0.1,0,26.9,3.9
09-08-01,12730,0,0.1,25.6,4.0
10-08-01,12290,0.1,0,25.3,3.8
11-08-01,11980,0,0,25.8,3.5
12-08-01,11870,0,0,26.3,4.4
13-08-01,12310,0,0,26.5,3.5
14-08-01,12560,0,0.1,26.9,3.6
15-08-01,12270,0.1,0.1,27.1,3.8
16-08-01,11770,0.1,0,27.3,3.9
17-08-01,10990,0,0,26.8,4.1
18-08-01,10340,0,0,27.6,4.1
19-08-01,9849,0,25.4,27.6,4.1
20-08-01,9698,25.4,0,25.5,4.1
21-08-01,9682,0,0,23.1,4.2
22-08-01,9681,0,0.1,24.4,4.2
23-08-01,9667,0.1,0,25.7,4.4
24-08-01,10080,0,0,26.2,4.2
25-08-01,11000,0,0,27.6,4.2
26-08-01,11990,0,0,27.6,4.3
27-08-01,12430,0,7.5,27.2,4.2
28-08-01,12260,7.5,0.5,27.5,4.2
29-08-01,11770,0.5,0,27.0,4.2
30-08-01,11320,0,0,27.1,4.2
31-08-01,11060,0,0,27.5,4.2
01-09-01,11050,0,0.1,27.3,4.2
02-09-01,11090,0.1,0,26.8,4.2
03-09-01,11010,0,2.8,27.4,4.4
04-09-01,10850,2.8,11.1,26.6,4.3
05-09-01,10730,11.1,0.1,25.2,4.3
06-09-01,10510,0.1,0,25.1,4.3
07-09-01,10260,0,0,26.9,4.3
08-09-01,10270,0,0,26.8,4.1
09-09-01,11210,0,1.4,28.1,4.2
10-09-01,12550,1.4,12.5,27.4,4.3
11-09-01,13500,12.5,0,24.8,4.4
12-09-01,13680,0,0.6,26.0,4.4
13-09-01,13420,0.6,7.7,27.4,4.6
14-09-01,13310,7.7,3.8,26.8,4.3
15-09-01,13820,3.8,0,26.8,4.5
16-09-01,14380,0,8.5,27.4,4.0
17-09-01,14650,8.5,0.1,24.4,4.0
18-09-01,14770,0.1,0,24.5,4.1
19-09-01,14830,0,0,25.9,4.3
20-09-01,14760,0,0.1,26.7,4.4
21-09-01,14600,0.1,1,27.4,4.3
22-09-01,14410,1,0.1,25.2,4.3
23-09-01,14020,0.1,1.6,26.2,4.4
24-09-01,13590,1.6,0,27.8,4.5
25-09-01,13270,0,0.1,28.2,4.3
26-09-01,12990,0.1,8.3,28.5,4.3
27-09-01,12880,8.3,4.9,28.3,4.4
28-09-01,12690,4.9,3.1,27.2,4.5
29-09-01,12480,3.1,0.2,26.1,4.5
30-09-01,12260,0.2,4,27.4,4.4
01-10-01,12240,4,0.3,28.1,4.3
02-10-01,12710,0.3,12.2,28.8,4.5
03-10-01,13350,12.2,0.3,28.6,4.7
04-10-01,13110,0.3,43.8,28.2,4.6
05-10-01,12750,43.8,0.9,27.3,4.7
06-10-01,12290,0.9,5.5,27.6,4.4
07-10-01,11840,5.5,0,27.6,4.7
08-10-01,11510,0,0,27.8,4.8
09-10-01,11250,0,0.2,28.5,4.7
10-10-01,11140,0.2,0,28.6,4.7
11-10-01,11220,0,0,28.0,4.5
12-10-01,11380,0,17.4,26.4,4.6
13-10-01,11360,17.4,19.4,27.0,4.6
14-10-01,11110,19.4,0.7,27.7,4.6
15-10-01,10830,0.7,2.5,28.0,4.8
16-10-01,10880,2.5,3.7,28.0,4.9
17-10-01,11120,3.7,0.6,26.8,5.1
18-10-01,11290,0.6,2.7,27.8,4.8
19-10-01,11450,2.7,0.8,27.4,4.2
20-10-01,11750,0.8,13.4,28.5,4.5
21-10-01,12450,13.4,2.2,28.3,4.4
22-10-01,13190,2.2,0,27.6,4.7
23-10-01,13590,0,0,26.6,4.9
24-10-01,13850,0,1.4,26.9,4.9
25-10-01,14000,1.4,5.4,27.0,4.7
26-10-01,14180,5.4,0.1,26.5,4.9
27-10-01,14640,0.1,0.2,27.8,5.0
28-10-01,15010,0.2,8.5,28.1,4.8
29-10-01,15030,8.5,7.8,26.2,4.7
30-10-01,14900,7.8,6.7,26.6,4.2
31-10-01,14750,6.7,21,26.8,5.0
01-11-01,14790,21,0,25.2,5.0
02-11-01,15140,0,0,26.3,5.1
03-11-01,15590,0,0,27.0,5.1
04-11-01,15840,0,18.2,27.6,5.0
05-11-01,16110,18.2,24.7,27.6,4.8
06-11-01,16220,24.7,4.5,27.7,4.9
07-11-01,16060,4.5,5.7,27.5,4.9
08-11-01,15690,5.7,1.9,27.8,4.7
09-11-01,15420,1.9,8.6,27.9,4.7
10-11-01,15330,8.6,0,28.6,4.4
11-11-01,15310,0,10.7,28.2,5.0
12-11-01,15330,10.7,30.2,28.0,5.0
13-11-01,15210,30.2,0,27.4,4.9
14-11-01,14890,0,4.4,28.1,4.7
15-11-01,14490,4.4,11.2,28.6,5.0
16-11-01,14090,11.2,0,28.3,4.5
17-11-01,13900,0,3.7,28.4,4.9
18-11-01,13860,3.7,0.4,28.0,5.0
19-11-01,13880,0.4,9.5,28.4,5.0
20-11-01,13940,9.5,4.7,28.6,4.9
21-11-01,14060,4.7,3.5,27.8,4.3
22-11-01,14270,3.5,0.5,27.5,5.1
23-11-01,14480,0.5,2.4,28.3,5.0
24-11-01,14820,2.4,16.1,28.6,5.0
25-11-01,15270,16.1,17.1,28.4,5.1
26-11-01,15700,17.1,7.9,26.9,5.1
27-11-01,15940,7.9,0.4,26.8,4.8
28-11-01,15990,0.4,7.9,26.4,4.9
29-11-01,16030,7.9,0,27.2,5.0
30-11-01,16180,0,0,27.4,5.2
01-12-01,16410,0,31.9,26.6,5.2
02-12-01,16650,31.9,12.2,25.1,4.2
03-12-01,16770,12.2,0,26.8,4.9
04-12-01,16770,0,0.6,28.3,5.0
05-12-01,16920,0.6,21.1,27.9,4.8
06-12-01,17400,21.1,4.3,26.7,4.9
07-12-01,17750,4.3,0.7,27.6,5.0
08-12-01,17950,0.7,3.5,28.4,4.9
09-12-01,18150,3.5,39.3,28.3,4.9
10-12-01,18550,39.3,0,27.0,5.1
11-12-01,18940,0,0.4,27.0,5.2
12-12-01,19210,0.4,0.3,27.8,5.2
13-12-01,19430,0.3,17.4,28.0,4.2
14-12-01,19610,17.4,7.1,27.7,5.0
15-12-01,19770,7.1,0,26.7,4.9
16-12-01,19810,0,0,27.7,4.8
17-12-01,19740,0,8.8,27.7,4.7
18-12-01,19650,8.8,11.6,27.2,4.9
19-12-01,19510,11.6,0.3,27.5,4.9
20-12-01,19290,0.3,0,27.7,5.1
21-12-01,19060,0,0.2,28.5,5.1
22-12-01,18940,0.2,14.8,28.4,4.9
23-12-01,19000,14.8,44.4,27.6,4.8
24-12-01,19240,44.4,0,24.5,4.3
25-12-01,19300,0,0.8,26.7,4.9
26-12-01,19240,0.8,5.1,27.7,5.0
27-12-01,19420,5.1,1.6,28.0,5.1
28-12-01,19930,1.6,7.5,27.7,5.0
29-12-01,20350,7.5,3.7,27.6,5.1
30-12-01,20680,3.7,0,27.7,5.1
31-12-01,20900,0,18.6,28.0,5.2
01-01-02,21050,18.6,0,28.1,5.2
02-01-02,21170,0,0.2,27.8,5.2
03-01-02,21270,0.2,1.2,28.1,5.2
04-01-02,21330,1.2,0.8,27.9,4.2
05-01-02,21340,0.8,0,27.9,5.1
06-01-02,21250,0,3.3,28.6,5.1
07-01-02,21030,3.3,9.5,28.8,4.9
08-01-02,20670,9.5,0,28.6,4.9
09-01-02,20090,0,0,28.0,4.5
10-01-02,19330,0,5.3,27.7,4.7
11-01-02,18520,5.3,4.2,27.1,4.9
12-01-02,17450,4.2,0,28.0,5.0
13-01-02,16430,0,0,28.3,5.1
14-01-02,15760,0,1.6,29.0,4.9
15-01-02,15230,1.6,11.3,27.2,4.2
16-01-02,14770,11.3,19.3,27.4,4.8
17-01-02,14290,19.3,5.4,27.7,5.0
18-01-02,13690,5.4,0,26.8,4.9
19-01-02,13220,0,0.7,26.8,4.7
20-01-02,12830,0.7,94.3,27.8,5.0
21-01-02,12490,94.3,0,26.2,4.9
22-01-02,12290,0,0.2,25.9,4.9
23-01-02,12350,0.2,7.1,26.2,5.0
24-01-02,12540,7.1,0,26.2,5.0
25-01-02,12770,0,34.8,26.6,4.9
26-01-02,13070,34.8,0.1,27.1,4.2
27-01-02,13410,0.1,0.2,26.3,4.8
28-01-02,13740,0.2,0.5,26.5,4.9
29-01-02,13980,0.5,1.9,26.7,4.7
30-01-02,14550,1.9,0.5,26.5,5.0
31-01-02,15440,0.5,0.3,26.7,5.0
01-02-02,16110,0.3,0,26.7,5.0
02-02-02,16580,0,0,26.1,5.1
03-02-02,17240,0,12.1,27.5,5.1
04-02-02,18060,12.1,106.3,27.8,5.0
05-02-02,18890,106.3,16.1,27.1,4.9
06-02-02,19630,16.1,0,25.5,4.9
07-02-02,20150,0,0,26.6,4.1
08-02-02,20540,0,2.6,27.2,4.7
09-02-02,20820,2.6,4.8,26.1,4.8
10-02-02,21070,4.8,4.5,26.1,4.9
11-02-02,21290,4.5,5,27.1,5.1
12-02-02,21480,5,14.4,27.1,5.2
13-02-02,21650,14.4,0,27.1,5.2
14-02-02,21720,0,0.1,26.7,5.1
15-02-02,21770,0.1,0,26.9,4.8
16-02-02,21740,0,0.7,26.8,4.8
17-02-02,21690,0.7,0.1,25.3,4.9
18-02-02,21610,0.1,10.6,26.5,4.0
19-02-02,21450,10.6,57.8,26.8,5.1
20-02-02,21250,57.8,8.1,27.6,5.0
21-02-02,21260,8.1,0,25.2,4.9
22-02-02,21380,0,0,26.6,4.9
23-02-02,21530,0,31.9,26.7,4.9
24-02-02,21680,31.9,8.5,27.7,4.9
25-02-02,21800,8.5,0,27.3,5.0
26-02-02,21820,0,0,28.1,5.1
27-02-02,21780,0,13.3,28.8,5.1
28-02-02,21760,13.3,24.8,27.7,5.1
01-03-02,21740,24.8,19.8,26.4,3.8
02-03-02,21760,19.8,6.7,24.1,5.0
03-03-02,21730,6.7,12.1,27.1,5.0
04-03-02,21720,12.1,17,27.9,5.1
05-03-02,21840,17,0,25.9,5.0
06-03-02,21900,0,0,27.2,5.1
07-03-02,21950,0,4.4,27.1,5.1
08-03-02,21990,4.4,10.3,27.0,5.1
09-03-02,22090,10.3,4.3,26.2,5.1
10-03-02,22240,4.3,0,26.5,4.8
11-03-02,22330,0,0.6,27.6,4.8
12-03-02,22420,0.6,85.8,27.0,3.8
13-03-02,22550,85.8,0,25.7,4.8
14-03-02,22620,0,0,25.4,4.8
15-03-02,22660,0,0.1,26.6,5.0
16-03-02,22690,0.1,4.9,27.5,4.9
17-03-02,22720,4.9,20.3,27.7,4.9
18-03-02,22780,20.3,45.5,27.3,4.9
19-03-02,22820,45.5,10.8,26.3,5.0
20-03-02,22790,10.8,2.5,25.7,5.0
21-03-02,22720,2.5,72.5,26.6,4.9
22-03-02,22610,72.5,46.9,26.8,5.0
23-03-02,22540,46.9,60.1,26.4,3.9
24-03-02,22510,60.1,8.2,27.3,5.1
25-03-02,22480,8.2,35.2,27.7,4.9
26-03-02,22570,35.2,0,27.0,5.0
27-03-02,22650,0,15.6,27.6,5.1
28-03-02,22880,15.6,28.9,26.5,5.1
29-03-02,23060,28.9,0,26.4,5.1
30-03-02,23180,0,3.9,27.1,5.2
31-03-02,23290,3.9,6.8,27.2,5.0
01-04-02,23410,6.8,25.9,26.5,5.2
02-04-02,23590,25.9,12.9,26.0,5.2
03-04-02,23780,12.9,0,25.3,3.9
04-04-02,23960,0,0,25.5,5.0
05-04-02,24130,0,0,26.6,5.1
06-04-02,24280,0,3.3,27.6,5.2
07-04-02,24430,3.3,17.8,27.2,5.3
08-04-02,24620,17.8,3.7,25.3,5.3
09-04-02,24790,3.7,0,26.4,5.2
10-04-02,24910,0,0,27.0,4.9
11-04-02,25020,0,2.7,27.4,5.2
12-04-02,25120,2.7,30.4,27.4,5.2
13-04-02,25280,30.4,2.9,24.8,5.2
14-04-02,25410,2.9,13.6,25.0,4.1
15-04-02,25610,13.6,17.2,26.1,5.1
16-04-02,25750,17.2,0,26.7,5.1
17-04-02,25840,0,2.6,27.1,5.0
18-04-02,25930,2.6,18.3,26.9,5.0
19-04-02,26110,18.3,0,24.8,5.0
20-04-02,26220,0,0.1,26.6,5.1
21-04-02,26260,0.1,9,27.1,4.9
22-04-02,26290,9,86.7,27.0,4.8
23-04-02,26410,86.7,19.1,26.8,5.0
24-04-02,26490,19.1,42.2,26.7,5.0
25-04-02,26500,42.2,0,27.2,4.1
26-04-02,26510,0,44.1,26.9,4.9
27-04-02,26670,44.1,4.7,25.6,4.9
28-04-02,26710,4.7,0.1,26.1,5.1
29-04-02,26700,0.1,3.9,27.4,4.9
30-04-02,26700,3.9,7.6,27.3,5.0
01-05-02,26750,7.6,18,26.3,4.9
02-05-02,26890,18,6.5,26.1,5.0
03-05-02,26850,6.5,5.4,26.9,5.0
04-05-02,26870,5.4,10,25.1,4.8
05-05-02,26900,10,10.3,26.6,4.9
06-05-02,26980,10.3,0.2,26.2,4.2
07-05-02,27040,0.2,0,26.4,5.0
08-05-02,27030,0,12.6,26.1,5.0
09-05-02,27020,12.6,0.4,25.8,5.0
10-05-02,27020,0.4,21.7,26.3,4.7
11-05-02,27020,21.7,0,25.8,4.9
12-05-02,27020,0,0.1,26.8,5.0
13-05-02,27000,0.1,0.1,26.9,4.9
14-05-02,26950,0.1,0,27.2,4.9
15-05-02,26870,0,7.2,26.7,4.8
16-05-02,26800,7.2,0,27.4,4.7
17-05-02,26720,0,0.2,26.9,4.2
18-05-02,26640,0.2,4.6,26.2,4.9
19-05-02,26540,4.6,0.1,26.9,5.0
20-05-02,26430,0.1,60,26.8,5.1
21-05-02,26340,60,0,26.4,5.0
22-05-02,26260,0,18,27.0,5.0
23-05-02,26220,18,0,25.6,5.0
24-05-02,26130,0,0,26.4,5.1
25-05-02,26070,0,0.1,26.0,4.7
26-05-02,25990,0.1,0,26.9,4.9
27-05-02,25900,0,5.8,27.2,5.0
28-05-02,25790,5.8,0.5,27.0,5.0
29-05-02,25700,0.5,2.9,26.1,4.1
30-05-02,25600,2.9,6,26.2,5.0
31-05-02,25460,6,0,26.4,5.1
01-06-02,25380,0,0,25.6,5.0
02-06-02,25300,0,0,27.2,5.0
03-06-02,25170,0,0,27.0,4.9
04-06-02,25080,0,0.4,27.6,4.7
05-06-02,24910,0.4,0.1,26.9,4.8
06-06-02,24830,0.1,14.6,27.5,4.8
07-06-02,24720,14.6,0,26.9,4.9
08-06-02,24590,0,0,27.4,4.9
09-06-02,24430,0,27.8,26.9,4.2
10-06-02,24250,27.8,0,26.4,4.8
11-06-02,24040,0,0,25.3,4.9
12-06-02,23730,0,0.1,26.4,5.0
13-06-02,23410,0.1,18.1,26.5,4.8
14-06-02,23150,18.1,20,26.2,4.8
15-06-02,22790,20,0,25.2,4.4
16-06-02,22450,0,0,23.4,4.6
17-06-02,21930,0,0,23.5,4.5
18-06-02,21340,0,0,24.6,4.6
19-06-02,20880,0,0,25.7,4.7
20-06-02,20740,0,0,25.3,4.1
21-06-02,20600,0,0,25.5,4.7
22-06-02,20220,0,0,25.9,4.7
23-06-02,19830,0,0,25.6,4.7
24-06-02,19730,0,0,25.1,4.5
25-06-02,19780,0,0,23.7,4.3
26-06-02,19800,0,0,24.4,4.2
27-06-02,19630,0,0.1,24.8,4.2
28-06-02,19020,0.1,0.1,25.5,4.5
29-06-02,18170,0.1,1.2,26.8,4.5
30-06-02,17210,1.2,0,26.9,4.6
01-07-02,16300,0,0,26.1,4.0
02-07-02,15320,0,0.2,26.5,4.5
03-07-02,14500,0.2,0.1,26.2,4.7
04-07-02,14040,0.1,0.1,24.3,4.6
05-07-02,14380,0.1,1.9,25.3,4.6
06-07-02,15000,1.9,0.1,26.2,4.6
07-07-02,15320,0.1,0.2,25.8,4.6
08-07-02,15320,0.2,0.1,24.3,4.6
09-07-02,15300,0.1,0,24.4,4.6
10-07-02,15660,0,0.1,25.3,4.6
11-07-02,16420,0.1,52,26.2,4.6
12-07-02,17270,52,4.6,26.1,4.1
13-07-02,17860,4.6,0.1,25.5,4.5
14-07-02,18290,0.1,0.1,25.1,4.3
15-07-02,18600,0.1,0.1,26.7,3.9
16-07-02,18840,0.1,40.5,26.6,4.3
17-07-02,19090,40.5,0.7,25.7,4.3
18-07-02,19300,0.7,0,24.5,4.3
19-07-02,19470,0,0,25.2,4.4
20-07-02,19530,0,0,26.3,4.3
21-07-02,19530,0,0.1,26.7,4.3
22-07-02,19520,0.1,51.4,27.9,4.2
23-07-02,19520,51.4,30.7,26.4,4.1
24-07-02,19530,30.7,0,26.1,4.2
25-07-02,19420,0,0.1,26.7,4.2
26-07-02,19250,0.1,0,26.3,4.0
27-07-02,19150,0,0.6,26.1,4.1
28-07-02,19050,0.6,0,25.6,4.2
29-07-02,18960,0,0,23.8,4.1
30-07-02,18860,0,0,25.4,4.2
31-07-02,18730,0,1.8,26.8,4.2
01-08-02,18640,1.8,0.1,26.3,4.1
02-08-02,18580,0.1,2,24.2,4.0
03-08-02,18550,2,0,24.4,4.1
04-08-02,18570,0,0,25.6,4.0
05-08-02,18490,0,0,25.5,4.0
06-08-02,18330,0,4.9,26.4,4.0
07-08-02,18160,4.9,0,26.1,4.0
08-08-02,17960,0,0,26.4,3.9
09-08-02,17610,0,0,26.0,4.1
10-08-02,17160,0,0,26.9,4.1
11-08-02,16620,0,0.1,26.0,4.1
12-08-02,16140,0.1,0,26.1,4.1
13-08-02,15570,0,0.1,26.9,4.1
14-08-02,14960,0.1,0.1,26.6,4.2
15-08-02,14290,0.1,32.3,26.4,4.1
16-08-02,13680,32.3,0.1,26.2,4.1
17-08-02,13240,0.1,0,26.6,4.1
18-08-02,12660,0,0.1,27.0,4.2
19-08-02,12390,0.1,0,27.5,4.2
20-08-02,12410,0,0.1,26.2,4.2
21-08-02,12450,0.1,2.3,26.4,4.2
22-08-02,12510,2.3,0,26.4,4.2
23-08-02,12360,0,0,26.9,4.1
24-08-02,12110,0,0,26.3,4.1
25-08-02,12050,0,1.7,27.2,4.1
26-08-02,12090,1.7,1.6,27.6,4.0
27-08-02,11930,1.6,4.3,27.4,4.2
28-08-02,11730,4.3,0.1,27.0,4.1
29-08-02,11430,0.1,0.2,27.3,3.9
30-08-02,11040,0.2,1.1,26.8,3.7
31-08-02,10780,1.1,0.1,26.3,3.7
01-09-02,10570,0.1,0.1,25.9,3.9
02-09-02,10360,0.1,0,25.0,4.0
03-09-02,10300,0,0,24.7,4.1
04-09-02,10390,0,0,26.0,4.1
05-09-02,10670,0,0,27.5,4.1
06-09-02,11350,0,6.7,28.1,4.0
07-09-02,12300,6.7,3.2,27.8,4.0
08-09-02,12630,3.2,0,25.5,3.9
09-09-02,12450,0,0,26.5,4.0
10-09-02,11890,0,0,27.5,4.0
11-09-02,11280,0,0,27.4,4.0
12-09-02,10820,0,7.1,27.5,4.0
13-09-02,10470,7.1,1,27.5,4.0
14-09-02,10250,1,7.1,27.7,4.0
15-09-02,9976,7.1,3.5,28.2,4.1
