DATE,CAUDAL,PP,PP_anterior,T,PET
01-05-04,17980,0.9,10.7,24.9,5.0
02-05-04,18110,10.7,10.1,26.0,5.0
03-05-04,17970,10.1,20.8,26.9,5.1
04-05-04,17880,20.8,12.2,26.1,5.0
05-05-04,17930,12.2,0.3,25.9,5.0
06-05-04,17880,0.3,0,25.3,5.0
07-05-04,18160,0,0,24.4,5.0
08-05-04,18480,0,0,23.3,4.2
09-05-04,18760,0,0,25.0,5.0
10-05-04,19040,0,0,26.6,5.1
11-05-04,19340,0,16.2,26.9,5.1
12-05-04,19600,16.2,7,27.1,5.1
13-05-04,19830,7,28.4,28.2,5.1
14-05-04,19970,28.4,9,27.7,5.1
15-05-04,20100,9,2.7,24.2,5.1
16-05-04,20100,2.7,0,24.3,5.0
17-05-04,19970,0,0.1,24.7,4.9
18-05-04,19810,0.1,0.2,25.9,5.1
19-05-04,19800,0.2,0,25.8,4.3
20-05-04,19890,0,0,26.3,5.1
21-05-04,19920,0,0.4,27.0,5.1
22-05-04,19940,0.4,0,26.7,5.0
23-05-04,19950,0,18.2,27.0,5.1
24-05-04,19920,18.2,11.8,26.5,5.0
25-05-04,19820,11.8,25.4,26.3,5.0
26-05-04,19650,25.4,38.3,25.7,4.9
27-05-04,19440,38.3,0,25.5,5.0
28-05-04,19220,0,0,24.5,5.1
29-05-04,19120,0,0,24.4,5.0
30-05-04,19200,0,1.5,25.0,4.4
31-05-04,19350,1.5,0.2,25.4,4.8
01-06-04,19460,0.2,9.6,25.6,4.8
02-06-04,19540,9.6,6.6,25.5,5.1
03-06-04,19590,6.6,1.6,23.9,5.1
04-06-04,19550,1.6,0.1,24.8,5.0
05-06-04,19480,0.1,1.2,25.4,5.0
06-06-04,19460,1.2,9.5,25.6,5.1
07-06-04,19470,9.5,0.1,25.6,4.9
08-06-04,19530,0.1,0,25.7,4.9
09-06-04,19540,0,3.4,26.1,5.0
10-06-04,19580,3.4,0,26.6,4.2
11-06-04,19630,0,2.6,26.2,5.1
12-06-04,19650,2.6,0.8,25.8,5.1
13-06-04,19680,0.8,0,23.5,5.1
14-06-04,19680,0,0,22.7,5.2
15-06-04,19680,0,0,21.6,5.2
16-06-04,19690,0,0,24.1,5.2
17-06-04,19700,0,20.2,25.1,5.2
18-06-04,19760,20.2,16.6,25.9,5.1
19-06-04,19900,16.6,0,25.1,5.2
20-06-04,19980,0,22.5,25.7,4.9
21-06-04,19980,22.5,4.1,25.6,4.2
22-06-04,19950,4.1,3.1,25.5,5.0
23-06-04,19860,3.1,17.1,25.7,4.9
24-06-04,19740,17.1,5.8,25.6,4.8
25-06-04,19610,5.8,2,25.2,4.8
26-06-04,19420,2,4.1,25.8,4.9
27-06-04,19260,4.1,0,24.3,4.9
28-06-04,19170,0,6.5,26.0,4.9
29-06-04,19140,6.5,1.8,25.7,4.7
30-06-04,19090,1.8,0.3,26.0,5.0
01-07-04,19050,0.3,0.2,26.2,4.9
02-07-04,19030,0.2,0,25.5,4.3
03-07-04,19050,0,19.2,25.2,5.1
04-07-04,19000,19.2,3.9,25.6,4.8
05-07-04,18910,3.9,6.8,25.7,4.8
06-07-04,18730,6.8,0.1,25.0,5.0
07-07-04,18600,0.1,3.5,26.2,4.8
08-07-04,18580,3.5,50.2,26.4,4.7
09-07-04,18620,50.2,11.7,26.9,4.8
10-07-04,18660,11.7,0.3,26.4,4.8
11-07-04,18740,0.3,1.4,26.2,4.9
12-07-04,18660,1.4,0,25.7,4.8
13-07-04,18420,0,98.9,26.1,5.0
14-07-04,18150,98.9,12.5,26.5,4.4
15-07-04,18110,12.5,2.2,25.4,5.0
16-07-04,18080,2.2,28.7,25.8,5.1
17-07-04,18000,28.7,2.4,25.4,4.8
18-07-04,17940,2.4,0.9,25.1,5.0
19-07-04,17940,0.9,0,24.4,5.1
20-07-04,17990,0,0,23.8,5.1
21-07-04,18000,0,0,24.8,5.1
22-07-04,17980,0,9.1,25.3,5.0
23-07-04,17900,9.1,41.2,25.4,4.9
24-07-04,17790,41.2,0.3,26.2,4.7
25-07-04,17770,0.3,41.3,25.5,4.5
26-07-04,17530,41.3,1.1,25.4,4.8
27-07-04,17250,1.1,0,26.0,5.0
28-07-04,17000,0,3.1,26.5,4.9
29-07-04,16920,3.1,2,26.6,4.8
30-07-04,16970,2,0,26.0,5.0
31-07-04,17010,0,0,24.3,4.9
01-08-04,16930,0,0,24.4,4.9
02-08-04,16760,0,0,24.8,4.9
03-08-04,16520,0,0,26.0,4.8
04-08-04,16470,0,4.9,26.4,4.9
05-08-04,16540,4.9,1.8,26.2,4.5
06-08-04,16430,1.8,6.7,25.4,4.8
07-08-04,15910,6.7,0,24.4,5.0
08-08-04,15210,0,0,23.7,4.9
09-08-04,14490,0,0,23.7,4.8
10-08-04,13790,0,0.1,24.1,4.7
11-08-04,13130,0.1,0,25.1,4.8
12-08-04,12710,0,1,26.0,5.0
13-08-04,12590,1,7.7,26.8,4.9
14-08-04,12290,7.7,16.3,26.9,5.0
15-08-04,11670,16.3,0,27.1,5.0
16-08-04,10930,0,0.4,26.4,4.3
17-08-04,10230,0.4,0,27.1,5.0
18-08-04,9633,0,7.4,26.3,5.0
19-08-04,9160,7.4,0.9,27.2,4.7
20-08-04,8815,0.9,0,26.7,4.8
21-08-04,8602,0,0,27.2,4.8
22-08-04,8719,0,0.1,27.1,4.9
23-08-04,9373,0.1,2.7,26.6,4.8
24-08-04,10240,2.7,51.5,26.7,4.8
25-08-04,10720,51.5,0.7,25.8,4.9
26-08-04,10780,0.7,0.3,25.2,4.9
27-08-04,10670,0.3,0.1,27.0,4.3
28-08-04,10820,0.1,8.2,27.6,4.7
29-08-04,11520,8.2,0,26.3,4.6
30-08-04,12310,0,0,26.2,4.6
31-08-04,12750,0,0.1,26.3,4.7
01-09-04,13240,0.1,0,27.0,4.7
02-09-04,13440,0,11.5,26.7,4.6
03-09-04,13750,11.5,0,25.9,4.6
04-09-04,13810,0,0.2,26.1,4.6
05-09-04,13450,0.2,0.1,25.9,4.8
06-09-04,12860,0.1,0.5,26.6,4.8
07-09-04,12320,0.5,0,27.1,4.3
08-09-04,11990,0,0.1,27.1,4.7
09-09-04,11830,0.1,0,26.0,4.6
10-09-04,11840,0,9.3,26.4,4.6
11-09-04,11820,9.3,0.3,26.3,4.5
12-09-04,11810,0.3,0.1,24.8,4.6
13-09-04,12130,0.1,0.1,24.4,4.6
14-09-04,12700,0.1,0,24.4,4.7
15-09-04,13140,0,0,25.4,4.7
16-09-04,13330,0,0.8,27.3,4.7
17-09-04,13310,0.8,0.2,27.3,4.6
18-09-04,13140,0.2,0.7,27.6,4.3
19-09-04,12800,0.7,1,27.9,4.5
20-09-04,12210,1,0,27.7,4.5
21-09-04,11530,0,0,28.1,4.6
22-09-04,10950,0,2.5,27.9,4.2
23-09-04,10450,2.5,0,27.3,4.5
24-09-04,10070,0,2.2,27.1,4.4
25-09-04,9750,2.2,0.9,26.6,4.4
26-09-04,9570,0.9,4.6,26.7,4.4
27-09-04,9549,4.6,5.4,26.4,4.2
28-09-04,9709,5.4,0.1,26.5,4.2
29-09-04,9892,0.1,0,27.4,4.3
30-09-04,9951,0,0,27.0,4.2
01-10-04,9852,0,30.8,26.2,4.2
02-10-04,9750,30.8,1,26.5,4.3
03-10-04,9724,1,0.1,27.4,4.2
04-10-04,9854,0.1,9.6,26.5,4.1
05-10-04,10380,9.6,1.5,26.7,4.2
06-10-04,11110,1.5,0,26.3,4.2
07-10-04,11580,0,0,27.0,4.3
08-10-04,11950,0,0.3,28.3,4.3
09-10-04,12860,0.3,19.2,28.1,4.2
10-10-04,13770,19.2,0,27.5,4.6
11-10-04,14360,0,9,27.7,4.3
12-10-04,14430,9,1.3,27.4,4.2
13-10-04,14280,1.3,4.3,28.5,4.2
14-10-04,14310,4.3,0.1,27.2,4.2
15-10-04,14350,0.1,0,27.3,4.1
16-10-04,14200,0,5.4,28.2,4.2
17-10-04,13920,5.4,0.2,28.4,4.3
18-10-04,13820,0.2,3,28.6,4.2
19-10-04,13830,3,11,28.3,4.0
20-10-04,13960,11,4.3,27.0,4.0
21-10-04,13990,4.3,4.5,27.0,4.5
22-10-04,14010,4.5,0.4,27.3,3.9
23-10-04,14260,0.4,0,26.6,4.0
24-10-04,14720,0,0,26.7,4.0
25-10-04,15290,0,0,27.9,4.1
26-10-04,15760,0,0,28.6,4.1
27-10-04,16160,0,0.7,28.2,4.2
28-10-04,16480,0.7,19,26.1,4.0
29-10-04,16680,19,15.5,27.1,4.1
30-10-04,16530,15.5,4.9,27.6,4.2
31-10-04,16440,4.9,1.1,27.5,4.2
01-11-04,16430,1.1,0.5,26.6,5.1
02-11-04,16460,0.5,0,27.4,4.9
03-11-04,16420,0,4.1,27.2,4.6
04-11-04,16400,4.1,7.2,27.7,4.2
05-11-04,16620,7.2,2,27.6,4.2
06-11-04,16970,2,0.2,25.7,4.1
07-11-04,17210,0.2,0.9,25.5,4.1
08-11-04,17330,0.9,0,25.6,4.0
09-11-04,17410,0,0,27.3,4.0
10-11-04,17670,0,0.3,28.6,4.0
11-11-04,18140,0.3,7.3,29.0,4.1
12-11-04,18640,7.3,0.4,27.0,4.1
13-11-04,19160,0.4,0,25.8,4.1
14-11-04,19580,0,0,27.3,4.5
15-11-04,19880,0,0,28.1,4.1
16-11-04,20130,0,1.8,28.3,4.1
17-11-04,20240,1.8,0.1,28.4,4.0
18-11-04,20300,0.1,1.1,27.4,3.9
19-11-04,20300,1.1,0.2,27.3,4.0
20-11-04,20150,0.2,5.5,27.4,4.1
21-11-04,19880,5.5,0.4,28.2,4.1
22-11-04,19620,0.4,0,27.7,4.1
23-11-04,19450,0,45.4,28.8,4.0
24-11-04,19400,45.4,0.9,27.8,4.0
25-11-04,19490,0.9,0,28.1,4.7
26-11-04,19480,0,0.1,28.4,4.1
27-11-04,19410,0.1,17.2,28.7,4.1
28-11-04,19340,17.2,4,28.7,4.0
29-11-04,19260,4,127.5,28.2,4.1
30-11-04,19070,127.5,0.7,26.4,4.1
01-12-04,18860,0.7,1.5,27.3,4.0
02-12-04,18510,1.5,3.7,27.9,4.0
03-12-04,18240,3.7,39.2,27.3,4.0
04-12-04,18250,39.2,3.6,28.2,4.0
05-12-04,18540,3.6,0,26.3,4.0
06-12-04,18860,0,0,27.3,4.8
07-12-04,18900,0,1.6,28.2,3.9
08-12-04,18870,1.6,3.1,28.7,4.0
09-12-04,18920,3.1,3.9,28.1,4.0
10-12-04,19090,3.9,1.4,27.8,4.0
11-12-04,19270,1.4,0.6,27.2,4.1
12-12-04,19330,0.6,9.3,28.1,4.1
13-12-04,19260,9.3,4.4,28.4,4.1
14-12-04,19200,4.4,1.3,26.6,4.1
15-12-04,19170,1.3,0.3,27.8,4.0
16-12-04,19130,0.3,5.4,28.1,4.0
17-12-04,19120,5.4,1.4,27.9,4.7
18-12-04,19160,1.4,5.2,28.2,4.1
19-12-04,19260,5.2,12.8,27.7,4.1
20-12-04,19370,12.8,5.4,27.3,4.2
21-12-04,19460,5.4,0,27.7,4.3
22-12-04,19470,0,0,26.7,4.2
23-12-04,19370,0,0,28.5,4.1
24-12-04,19160,0,0,28.8,4.1
25-12-04,18870,0,0,28.2,4.1
26-12-04,18540,0,20.7,26.5,4.1
27-12-04,18150,20.7,95.3,26.3,4.2
28-12-04,17820,95.3,0.9,27.4,4.8
29-12-04,17520,0.9,12.3,27.8,4.2
30-12-04,17270,12.3,3,27.3,4.2
31-12-04,16980,3,2.9,26.4,4.2
01-01-05,16740,2.9,0.5,27.7,4.2
02-01-05,16450,0.5,20,28.0,4.2
03-01-05,16330,20,10.5,28.3,4.3
04-01-05,16320,10.5,13.7,28.3,4.3
05-01-05,16340,13.7,58.3,27.4,4.3
06-01-05,16390,58.3,13,27.7,4.4
07-01-05,16560,13,0.1,26.3,4.4
08-01-05,16750,0.1,0,27.7,4.8
09-01-05,17110,0,1.5,28.0,4.3
10-01-05,17730,1.5,22.7,27.9,4.3
11-01-05,18460,22.7,34.4,28.7,4.0
12-01-05,19150,34.4,2.5,27.8,3.9
13-01-05,19500,2.5,0,27.4,3.9
14-01-05,19630,0,0,28.5,3.8
15-01-05,19690,0,0,29.2,4.0
16-01-05,19730,0,44.7,30.0,4.1
17-01-05,19750,44.7,0,27.3,4.3
18-01-05,19650,0,0,28.0,4.5
19-01-05,19330,0,0,29.0,4.8
20-01-05,18810,0,0,28.9,4.4
21-01-05,18070,0,0,28.3,4.5
22-01-05,17190,0,0.1,28.5,4.6
23-01-05,16180,0.1,14.7,28.9,4.6
24-01-05,15080,14.7,1,28.9,4.6
25-01-05,14280,1,15.2,28.3,4.7
26-01-05,13710,15.2,0.3,28.4,4.6
27-01-05,13350,0.3,12.6,27.6,4.6
28-01-05,12980,12.6,9.2,27.8,4.6
29-01-05,12490,9.2,15.4,28.0,4.7
30-01-05,12010,15.4,9.3,28.0,4.7
31-01-05,11570,9.3,16.1,27.9,4.6
01-02-05,11190,16.1,0,27.5,4.6
02-02-05,10910,0,0.1,25.7,4.7
03-02-05,10700,0.1,0.1,25.5,4.6
04-02-05,10630,0.1,0.1,26.7,4.5
05-02-05,10750,0.1,9,26.9,4.6
06-02-05,11200,9,2,26.8,4.6
07-02-05,11900,2,3,27.5,4.8
08-02-05,12850,3,2.7,27.2,4.9
09-02-05,13830,2.7,20,27.3,4.8
10-02-05,14580,20,1.4,27.2,4.5
11-02-05,15510,1.4,2.2,26.1,4.8
12-02-05,16530,2.2,0.1,26.7,4.9
13-02-05,17440,0.1,12.1,26.9,5.0
14-02-05,18110,12.1,0.2,27.8,5.0
15-02-05,18790,0.2,0.1,27.7,4.7
16-02-05,19220,0.1,4.6,28.6,4.9
17-02-05,19540,4.6,48.6,27.7,5.0
18-02-05,19850,48.6,0.3,27.4,5.0
19-02-05,20060,0.3,34.6,26.9,4.8
20-02-05,20150,34.6,0,26.4,4.6
21-02-05,20230,0,1.9,27.3,5.1
22-02-05,20300,1.9,0,27.1,4.5
23-02-05,20350,0,15,28.6,4.8
24-02-05,20420,15,0.9,28.7,4.9
25-02-05,20470,0.9,4.3,27.4,4.9
26-02-05,20490,4.3,0.3,27.6,4.8
27-02-05,20420,0.3,40.4,28.1,4.9
28-02-05,20270,40.4,49.7,28.7,4.9
01-03-05,20120,49.7,17.6,28.1,5.0
02-03-05,19890,17.6,1.4,27.8,5.1
03-03-05,19530,1.4,6.8,26.9,5.2
04-03-05,19140,6.8,23.2,27.3,4.9
05-03-05,18820,23.2,0.7,27.1,4.6
06-03-05,18660,0.7,0.8,26.9,4.9
07-03-05,18640,0.8,0,26.6,5.0
08-03-05,18820,0,10,28.1,4.9
09-03-05,19120,10,4.5,28.0,4.8
10-03-05,19440,4.5,4.3,26.4,4.5
11-03-05,19630,4.3,24.1,27.3,4.9
12-03-05,19710,24.1,0.1,26.6,5.0
13-03-05,19750,0.1,0.1,27.4,5.1
14-03-05,19700,0.1,1.1,27.6,5.1
15-03-05,19630,1.1,0,27.1,5.1
16-03-05,19520,0,0.2,27.5,4.6
17-03-05,19340,0.2,9.8,27.7,5.1
18-03-05,19110,9.8,1.7,28.1,5.2
19-03-05,18820,1.7,11.5,27.9,5.3
20-03-05,18520,11.5,0.2,26.0,4.9
21-03-05,18170,0.2,0,26.5,5.0
22-03-05,18020,0,82,27.2,5.0
23-03-05,18040,82,0.2,26.7,5.2
24-03-05,18380,0.2,0,26.0,5.2
25-03-05,18430,0,0,26.2,5.2
26-03-05,18800,0,18.9,27.2,5.2
27-03-05,18990,18.9,0,27.1,4.7
28-03-05,19250,0,0.3,27.2,5.2
29-03-05,19530,0.3,19.1,27.4,5.1
30-03-05,19740,19.1,0.8,27.7,5.3
31-03-05,19880,0.8,1.7,27.5,5.3
01-04-05,20010,1.7,0,27.4,5.1
02-04-05,20080,0,7.9,27.6,5.0
03-04-05,20180,7.9,4.8,27.0,5.1
04-04-05,20170,4.8,3.2,26.9,5.1
05-04-05,20140,3.2,0.1,26.7,5.0
06-04-05,20060,0.1,4.8,27.0,5.0
07-04-05,19980,4.8,35.4,26.1,4.6
08-04-05,19850,35.4,0.6,27.1,5.1
09-04-05,19790,0.6,9.6,26.8,5.2
10-04-05,19860,9.6,1.2,26.9,5.2
11-04-05,20040,1.2,2.8,27.7,5.2
12-04-05,20280,2.8,8.8,28.1,5.2
13-04-05,20550,8.8,5.2,26.5,5.2
14-04-05,20810,5.2,55.2,26.9,5.2
15-04-05,21030,55.2,5.3,28.0,5.1
16-04-05,21360,5.3,11,26.1,5.1
17-04-05,21590,11,0,25.8,5.1
18-04-05,21800,0,4.8,27.8,4.5
19-04-05,21940,4.8,0.1,28.3,4.9
20-04-05,22060,0.1,10,28.4,5.0
21-04-05,22210,10,0.2,26.7,4.9
22-04-05,22320,0.2,0,27.5,5.1
23-04-05,22390,0,1.7,27.5,5.1
24-04-05,22460,1.7,26.3,27.3,5.1
25-04-05,22560,26.3,0.3,27.5,5.1
26-04-05,22660,0.3,5.1,25.1,5.1
27-04-05,22730,5.1,0,25.0,5.2
28-04-05,22760,0,0,24.9,5.1
29-04-05,22780,0,0,24.8,4.9
30-04-05,22780,0,0,25.2,5.2
01-05-05,22780,0,0,25.5,5.3
02-05-05,22780,0,0,26.0,5.2
03-05-05,22760,0,0.1,26.4,5.1
04-05-05,22730,0.1,0.1,27.0,5.0
05-05-05,22710,0.1,0,26.6,5.1
06-05-05,22660,0,14.9,27.3,5.1
07-05-05,22590,14.9,0.9,27.4,4.9
08-05-05,22500,0.9,4.8,26.6,5.1
09-05-05,22330,4.8,1.2,27.1,4.9
10-05-05,22140,1.2,2.6,26.8,4.8
11-05-05,21920,2.6,0.1,26.8,5.0
12-05-05,21740,0.1,0.1,27.3,4.9
13-05-05,21620,0.1,0.4,27.2,4.8
14-05-05,21520,0.4,5.3,27.0,5.1
15-05-05,21410,5.3,0.4,27.4,5.1
16-05-05,21330,0.4,0.6,26.4,5.1
17-05-05,21200,0.6,1.6,26.4,5.0
18-05-05,21050,1.6,0,27.1,5.0
19-05-05,20830,0,0,27.9,5.1
20-05-05,20570,0,0,27.8,5.1
21-05-05,20330,0,0,27.3,4.9
22-05-05,19970,0,0.1,26.7,5.0
23-05-05,19530,0.1,0.1,27.0,5.0
24-05-05,18920,0.1,10.5,26.7,5.1
25-05-05,18330,10.5,0.7,27.4,5.0
26-05-05,17710,0.7,9.1,25.6,5.0
27-05-05,16990,9.1,34.9,26.3,5.1
28-05-05,16110,34.9,0,27.0,4.9
29-05-05,15330,0,0.9,26.3,5.0
30-05-05,14760,0.9,0,26.5,5.0
31-05-05,14460,0,3.7,26.1,5.1
01-06-05,14340,3.7,4.1,26.7,4.9
02-06-05,14510,4.1,11.9,27.3,5.2
03-06-05,14970,11.9,1.5,27.0,5.1
04-06-05,15570,1.5,0.9,27.3,5.1
05-06-05,16320,0.9,0,27.1,5.0
06-06-05,16930,0,0,27.2,5.0
07-06-05,17250,0,0,26.6,5.0
08-06-05,17440,0,0,27.1,5.0
09-06-05,17700,0,0,26.7,4.9
10-06-05,18030,0,0,27.7,4.9
11-06-05,18280,0,25.8,27.8,4.9
12-06-05,18460,25.8,0,27.7,5.2
13-06-05,18540,0,2.7,27.6,5.0
14-06-05,18450,2.7,0,26.4,5.0
15-06-05,18310,0,0,27.2,4.9
16-06-05,18100,0,1.2,28.1,4.9
17-06-05,18010,1.2,2.5,27.4,4.8
18-06-05,18130,2.5,0,27.5,4.9
19-06-05,18390,0,0,28.1,4.9
20-06-05,18580,0,8.3,27.9,5.1
21-06-05,18610,8.3,0.1,26.6,4.9
22-06-05,18440,0.1,0.3,25.1,5.0
23-06-05,18170,0.3,0,25.2,5.0
24-06-05,17850,0,0,25.2,5.0
25-06-05,17690,0,0,25.7,5.0
26-06-05,17820,0,0,26.5,5.0
27-06-05,18060,0,2.2,27.3,4.8
28-06-05,18280,2.2,63.4,27.2,4.9
29-06-05,18480,63.4,0,26.6,5.0
30-06-05,18530,0,0,26.8,5.1
01-07-05,18320,0,0,27.3,5.1
02-07-05,17970,0,0,27.3,5.0
03-07-05,17720,0,3.4,27.6,4.8
04-07-05,17510,3.4,1.6,27.7,5.1
05-07-05,17260,1.6,25.6,27.6,5.0
06-07-05,16900,25.6,0.5,26.7,5.1
07-07-05,16570,0.5,0,25.0,5.2
08-07-05,15920,0,0,23.2,5.0
09-07-05,15380,0,0,23.8,5.1
10-07-05,15210,0,0,25.0,5.0
11-07-05,15580,0,0,25.7,5.1
12-07-05,16020,0,0,25.4,5.1
13-07-05,16080,0,0,26.0,5.1
14-07-05,15680,0,0,26.3,5.1
15-07-05,15000,0,5.5,26.8,5.1
16-07-05,14220,5.5,0,27.3,4.9
17-07-05,13360,0,0.2,26.7,5.3
18-07-05,12440,0.2,58.4,26.2,5.3
19-07-05,11550,58.4,0,24.5,5.1
20-07-05,10950,0,0,22.8,5.2
21-07-05,10900,0,0,24.7,5.2
22-07-05,11280,0,0,25.7,5.1
23-07-05,12060,0,5.9,26.3,5.0
24-07-05,13040,5.9,0,26.7,5.2
25-07-05,13680,0,0.2,25.0,5.2
26-07-05,13790,0.2,0,26.3,5.3
27-07-05,13310,0,0,26.2,5.0
28-07-05,12680,0,0,26.4,5.3
29-07-05,12210,0,0,27.0,5.3
30-07-05,12190,0,5.9,27.3,5.3
31-07-05,12570,5.9,0,26.9,5.0
01-08-05,12830,0,5.9,27.2,5.3
02-08-05,12520,5.9,0.1,27.2,5.4
03-08-05,11880,0.1,0.1,27.3,5.2
04-08-05,11160,0.1,0,27.7,5.3
05-08-05,10510,0,5.8,28.0,5.3
06-08-05,9998,5.8,2.7,28.2,5.2
07-08-05,9687,2.7,3.5,27.0,4.9
08-08-05,9401,3.5,0,26.9,5.3
09-08-05,9127,0,0,26.1,4.9
10-08-05,8780,0,0,24.8,5.0
11-08-05,8542,0,0,24.6,5.1
12-08-05,8430,0,0,25.5,5.1
13-08-05,8561,0,0,26.2,5.2
14-08-05,8765,0,0.4,27.3,5.3
15-08-05,8663,0.4,4.1,28.1,5.1
16-08-05,8333,4.1,3.4,26.7,5.2
17-08-05,7934,3.4,0.2,27.5,5.2
18-08-05,7544,0.2,0,26.7,4.7
19-08-05,7137,0,0,25.9,5.1
20-08-05,6816,0,0,27.0,5.1
21-08-05,6558,0,0,27.6,5.1
22-08-05,6352,0,0,27.8,5.1
23-08-05,6206,0,7.5,28.4,5.3
24-08-05,6102,7.5,0,28.1,5.4
25-08-05,5989,0,2.4,27.0,5.3
26-08-05,5880,2.4,0,26.5,5.2
27-08-05,5809,0,0,28.1,5.2
28-08-05,5747,0,3.1,28.4,5.2
29-08-05,5624,3.1,1.2,28.3,4.7
30-08-05,5738,1.2,0,28.5,5.1
31-08-05,5942,0,4.1,28.5,5.2
01-09-05,6043,4.1,5.1,28.9,5.2
02-09-05,5966,5.1,0.4,25.1,5.1
03-09-05,5807,0.4,0,25.2,5.1
04-09-05,5609,0,0,26.1,5.1
05-09-05,5535,0,0,27.2,5.3
06-09-05,5687,0,0,28.0,5.2
07-09-05,6261,0,0.1,28.1,5.2
08-09-05,6857,0.1,0,25.1,5.3
09-09-05,7152,0,0.4,25.9,4.6
10-09-05,7228,0.4,10.1,26.8,5.1
11-09-05,7214,10.1,8.1,27.6,4.9
12-09-05,7256,8.1,0,27.4,5.1
13-09-05,7451,0,0,25.0,5.0
14-09-05,7678,0,0,22.6,5.1
15-09-05,7862,0,0,24.6,5.0
16-09-05,7917,0,0,26.3,5.1
17-09-05,7899,0,0,26.9,5.1
18-09-05,7911,0,0.5,27.4,5.0
19-09-05,8217,0.5,0,27.5,5.1
20-09-05,8668,0,7.1,27.3,4.7
21-09-05,8696,7.1,0,28.0,5.2
22-09-05,8290,0,0,28.7,5.1
23-09-05,7732,0,0.1,28.9,5.1
24-09-05,7254,0.1,0,29.3,5.1
25-09-05,6869,0,13.7,29.7,5.1
26-09-05,6402,13.7,0,28.5,5.1
27-09-05,6113,0,0,23.7,5.1
28-09-05,5795,0,10.1,26.8,4.9
29-09-05,5529,10.1,0,28.1,5.0
30-09-05,5456,0,1.6,28.8,5.1
01-10-05,5636,1.6,0,28.5,5.2
02-10-05,5926,0,5.8,27.6,4.9
03-10-05,6201,5.8,0.2,28.7,4.9
04-10-05,6271,0.2,4.2,29.7,4.8
05-10-05,6244,4.2,84.8,28.9,4.7
06-10-05,6303,84.8,0,27.9,4.7
07-10-05,6442,0,0,27.0,4.9
08-10-05,6662,0,29.1,26.2,5.0
09-10-05,6836,29.1,0.8,26.7,5.0
10-10-05,7098,0.8,0,25.8,4.8
11-10-05,7487,0,1.6,28.0,4.6
12-10-05,7992,1.6,0,28.5,4.8
13-10-05,8637,0,1.1,28.9,4.9
14-10-05,9219,1.1,0.4,28.5,5.0
15-10-05,9684,0.4,1.6,26.7,4.9
16-10-05,9791,1.6,3.4,27.3,4.8
17-10-05,9567,3.4,0,27.3,4.9
18-10-05,9247,0,13.7,27.8,4.9
19-10-05,9105,13.7,21.7,25.4,5.0
20-10-05,9402,21.7,0,24.9,5.0
21-10-05,10290,0,4.4,26.5,4.6
22-10-05,11270,4.4,0,28.3,4.6
23-10-05,12330,0,0.5,27.4,4.7
24-10-05,13190,0.5,9.8,26.5,4.8
25-10-05,13630,9.8,0,27.2,4.7
26-10-05,13880,0,0.5,27.6,4.8
27-10-05,14300,0.5,0,27.5,4.8
28-10-05,14650,0,4.7,28.5,4.7
29-10-05,14670,4.7,0.3,28.6,4.8
30-10-05,14390,0.3,3,27.7,4.8
31-10-05,13940,3,0.1,27.3,4.8
01-11-05,13620,0.1,0.1,26.7,4.8
02-11-05,13400,0.1,1.6,27.3,4.7
03-11-05,13240,1.6,6.3,28.0,4.5
04-11-05,13370,6.3,1.3,28.2,4.9
05-11-05,13820,1.3,61.8,28.5,4.5
06-11-05,14280,61.8,0.2,28.6,4.4
07-11-05,14670,0.2,0.7,26.4,4.4
08-11-05,14980,0.7,5.6,27.0,4.6
09-11-05,15070,5.6,0.6,27.2,4.4
10-11-05,15060,0.6,0,27.7,4.4
11-11-05,14990,0,1.1,28.5,4.3
12-11-05,15110,1.1,6.4,28.3,4.4
13-11-05,15410,6.4,0.3,27.2,4.4
14-11-05,15650,0.3,0,27.6,4.3
15-11-05,15670,0,0,28.5,4.9
16-11-05,15560,0,4.4,28.5,4.5
17-11-05,15920,4.4,2.3,28.0,4.5
18-11-05,16200,2.3,0,26.9,4.4
19-11-05,16310,0,36.7,28.0,4.4
20-11-05,16200,36.7,3.4,28.0,4.5
21-11-05,16080,3.4,0,25.7,4.3
22-11-05,16000,0,0,26.0,3.8
23-11-05,15890,0,0.1,27.8,4.0
24-11-05,15890,0.1,10.7,27.9,3.9
25-11-05,16010,10.7,14.2,27.6,4.0
26-11-05,16120,14.2,0,27.5,5.0
27-11-05,16360,0,0,27.9,4.1
28-11-05,16250,0,0,28.2,4.2
29-11-05,15920,0,0.2,28.6,4.3
30-11-05,15430,0.2,0.2,28.6,4.3
01-12-05,14780,0.2,25.5,28.4,4.3
02-12-05,13940,25.5,0.3,27.6,4.4
03-12-05,13070,0.3,0,26.0,4.3
04-12-05,12230,0,16.2,28.2,4.3
05-12-05,11800,16.2,0,27.6,4.3
06-12-05,11400,0,0,28.1,4.2
07-12-05,11160,0,0,28.3,4.9
08-12-05,10880,0,8.7,28.0,3.9
09-12-05,10640,8.7,9.5,27.5,3.9
10-12-05,10350,9.5,0,26.7,4.0
11-12-05,10150,0,8.5,27.8,4.0
12-12-05,10180,8.5,3.8,28.0,4.0
13-12-05,10350,3.8,30.1,27.1,3.9
14-12-05,10500,30.1,25,28.1,4.1
15-12-05,10650,25,26.5,27.5,4.1
16-12-05,10720,26.5,51.8,27.7,4.2
17-12-05,10920,51.8,5.3,27.7,4.1
