Date,CAUDAL,PP,T,PET,NDVI
2010-08-28,132,3.5,28.1,4.7,0.466
2010-08-29,214,0,27.6,4.5,0.458
2010-08-30,209,4.3,27.6,4.6,0.458
2010-08-31,153,4.5,28.4,4.6,0.471
2010-09-01,462,4.2,28.3,4.6,0.469
2010-09-02,813,22.7,26.4,4.6,0.438
2010-09-03,2462,1.8,26.3,4.7,0.436
2010-09-04,2628,2.2,27.5,4.8,0.68
2010-09-05,1278,6.1,27.4,5.6,0.455
2010-09-06,1497,11.6,25.9,4.7,0.43
2010-09-07,3200,3.3,26.4,4.7,0.438
2010-09-08,4518,0,27.3,4.7,0.453
2010-09-09,4789,0,28.2,4.9,0.468
2010-09-10,2227,0,28.1,4.8,0.466
2010-09-11,393,0,27.8,4.8,0.461
2010-09-12,183,3.3,28.1,4.8,0.466
2010-09-13,121,3.3,28.4,4.8,0.53
2010-09-14,102,10.5,28.9,5,0.479
2010-09-15,213,1.4,26.7,5,0.443
2010-09-16,586,3.1,27.2,5.4,0.451
2010-09-17,3040,0.3,28.4,5,0.471
2010-09-18,3374,5,26,4.8,0.431
2010-09-19,2732,2.9,25.9,4.9,0.43
2010-09-20,2010,0,26.4,4.9,0.25
2010-09-21,2695,0,27.2,4.9,0.451
2010-09-22,853,0,27.7,5,0.46
2010-09-23,132,3.5,27.4,5,0.455
2010-09-24,112,1.8,27.9,5.1,0.463
2010-09-25,105,2,27.8,4.9,0.461
2010-09-26,101,0.1,28.2,4.9,0.468
2010-09-27,124,0,29,5.4,0.481
2010-09-28,98,0.1,29.5,4.9,0.489
2010-09-29,143,7.8,29.1,4.8,0.483
2010-09-30,184,4.7,28.8,5,0.478
2010-10-01,125,3,29.6,5,0.491
2010-10-02,143,1.3,29.9,5,0.496
2010-10-03,128,3.7,29.2,5,0.484
2010-10-04,140,3.3,27,5,0.448
2010-10-05,134,0,27.7,5,0.46
2010-10-06,255,0,28.5,5.1,0.473
2010-10-07,106,0,29,5,0.481
2010-10-08,110,36,28.6,5.3,0.474
2010-10-09,330,0,26.9,5.2,0.446
2010-10-10,2212,0.4,27.8,5.1,0.461
2010-10-11,2773,0.5,27.1,4.8,0.45
2010-10-12,2993,27.6,26.5,5,0.44
2010-10-13,3448,0.1,27.5,5.1,0.456
2010-10-14,2840,0.1,28,5,0.464
2010-10-15,2207,37.7,27.5,5,0.456
2010-10-16,373,3.6,27.1,5.1,0.45
2010-10-17,1557,5.5,28.2,5.1,0.468
2010-10-18,558,2.4,27.9,5,0.463
2010-10-19,865,7.2,26.6,5.3,0.441
2010-10-20,645,0,28.1,4.9,0.466
2010-10-21,2694,0,28.3,4.9,0.469
2010-10-22,2780,0,28.6,5.1,0.7
2010-10-23,1530,0,29.5,5.1,0.489
2010-10-24,169,1.1,29.4,4.9,0.488
2010-10-25,164,4.7,28.5,5,0.473
2010-10-26,1268,0.1,26.8,4.9,0.445
2010-10-27,233,4.1,28.2,5.1,0.468
2010-10-28,153,0,28,5,0.464
2010-10-29,289,4.2,29.4,5,0.488
2010-10-30,144,2.1,26.9,5.3,0.446
2010-10-31,113,6,27.9,5,0.463
2010-11-01,77,15,27.2,5.1,0.451
2010-11-02,249,1.5,26.4,5,0.438
2010-11-03,139,0,27.6,5.1,0.458
2010-11-04,147,0,28,4.9,0.464
2010-11-05,111,12.8,29.2,4.9,0.484
2010-11-06,104,0.7,28.9,5,0.479
2010-11-07,158,11,26.6,5.2,0.441
2010-11-08,146,0,28,5.1,0.464
2010-11-09,163,0,27.9,5.1,0.463
2010-11-10,94,0,26.6,5.3,0.441
2010-11-11,510,66.3,25.1,4.7,0.416
2010-11-12,2663,33,26.3,4.8,0.436
2010-11-13,2121,0.4,27,4.9,0.448
2010-11-14,1418,0,27.5,5.1,0.456
2010-11-15,3792,23.2,26.9,5,0.446
2010-11-16,6643,0,27.3,4.9,0.453
2010-11-17,6173,6.3,28,4.9,0.464
2010-11-18,5997,9.2,29,4.8,0.481
2010-11-19,5262,0,28.4,4.9,0.471
2010-11-20,2917,5.2,28.3,5,0.469
2010-11-21,3463,2.4,27.3,5.1,0.453
2010-11-22,2786,0,27.7,4.9,0.46
2010-11-23,1482,0,28.4,5.1,0.471
2010-11-24,584,0.2,29.2,5.1,0.484
2010-11-25,458,5.5,27.8,5.1,0.461
2010-11-26,2297,4.7,26.9,5.1,0.446
2010-11-27,2476,3.6,28,4.9,0.464
2010-11-28,2376,0,29.2,4.7,0.484
2010-11-29,2659,3.6,28.5,5,0.473
2010-11-30,2090,7.4,28.4,5.1,0.471
2010-12-01,2397,1.3,28,5.1,0.464
2010-12-02,2479,8.4,26.9,4.9,0.446
2010-12-03,2381,5.7,27.3,5,0.453
2010-12-04,2612,13.3,26.5,5.2,0.44
2010-12-05,5229,8.8,26.7,5.1,0.443
2010-12-06,3173,0.1,27.4,5,0.455
2010-12-07,2373,0.5,28.2,5.1,0.468
2010-12-08,2476,0,28.6,5.1,0.474
2010-12-09,2645,5.5,28.4,5.2,0.66
2010-12-10,2574,9.4,28.7,5,0.476
2010-12-11,1857,8.5,28.5,4.9,0.473
2010-12-12,2651,8.1,29,4.9,0.481
2010-12-13,2664,3.8,28.9,5,0.479
2010-12-14,2241,0.3,28.8,5,0.478
2010-12-15,1967,12.7,27.1,5.3,0.45
2010-12-16,1857,0.1,27.4,4.9,0.455
2010-12-17,1738,0,27.6,5.1,0.458
2010-12-18,1611,5.3,28,5.1,0.464
2010-12-19,1465,6.3,28.3,5.2,0.469
2010-12-20,1575,22.8,27.8,5.1,0.461
2010-12-21,1657,28.3,27,5.1,0.448
2010-12-22,3118,1.3,27,5.1,0.448
2010-12-23,3051,14.9,27.1,4.9,0.45
2010-12-24,2974,13.9,27.2,5.1,0.451
2010-12-25,2926,1.3,27.5,5.1,0.68
2010-12-26,3597,7.4,26.4,5.2,0.438
2010-12-27,5529,0.6,27.5,4.8,0.456
2010-12-28,5095,90.5,28.1,4.8,0.466
2010-12-29,4414,1.7,26.9,4.9,0.446
2010-12-30,4612,31.1,28.1,5,0.466
2010-12-31,4644,11.4,28.6,5.1,0.474
2011-01-01,4354,0,29,4.9,0.481
2011-01-02,4308,9.5,29.2,4.9,0.484
2011-01-03,3804,0,30.1,4.9,0.499
2011-01-04,3698,0.1,29,5.1,0.481
2011-01-05,4466,0.3,28.9,4.9,0.479
2011-01-06,5262,7.7,27.7,4.9,0.46
2011-01-07,4095,10.2,28.4,4.9,0.471
2011-01-08,3536,12.1,28,5,0.464
2011-01-18,3390,8.7,26.4,5,0.438
2011-01-19,3611,0,27.4,5,0.455
2011-01-20,3120,0.1,28.4,5.1,0.471
2011-01-21,2876,10.9,28.4,5,0.471
2011-01-22,2930,6.5,28.7,5,0.476
2011-01-23,3017,0.7,28.2,5.1,0.468
2011-01-24,2886,15.2,28.5,5.1,0.473
2011-01-25,2625,4.7,29.3,5.1,0.486
2011-01-26,2477,7.9,28.9,5,0.479
2011-01-27,2634,14,28.4,5.1,0.471
2011-01-28,2704,0.3,28.9,5.1,0.479
2011-01-29,4238,0,29.1,4.7,0.483
2011-01-30,4847,0.3,29,5.1,0.481
2011-01-31,4193,4,28.8,5.1,0.478
2011-02-01,3612,2.9,27.8,4.9,0.461
2011-02-02,3882,1.8,28.4,5,0.471
2011-02-03,5037,0,28.5,5.1,0.473
2011-02-04,5868,0.4,27.7,5,0.46
2011-02-05,5241,5.8,27.7,5.2,0.46
2011-02-06,3996,6.6,26,5.2,0.431
2011-02-07,4651,44.2,26,5.1,0.431
2011-02-08,5230,0.4,26.4,5,0.438
2011-02-09,7202,3.3,27.1,5.1,0.45
2011-02-10,6455,4.6,26.9,5.3,0.446
2011-02-11,5465,33.1,26.9,5.1,0.446
2011-02-12,5296,56.5,27,5.1,0.448
2011-02-13,5680,0.8,27.2,5.2,0.451
2011-02-14,6452,3.5,27.9,5.3,0.463
2011-02-15,7377,0,27.4,5.3,0.455
2011-02-16,7896,36.9,26.5,5,0.44
2011-02-17,7192,32.2,26.3,5.3,0.436
2011-02-18,5575,38,27.5,4.9,0.456
2011-02-19,4230,0,27.2,4.9,0.451
2011-02-20,3488,19,27,5.1,0.448
2011-02-21,3102,26.7,26.1,5.2,0.433
2011-02-22,3328,59.4,27.5,4.9,0.456
2011-02-23,2955,13.2,27.1,4.9,0.45
2011-02-24,2742,50.5,27,5,0.448
2011-02-25,3058,11.3,27.7,5,0.46
2011-02-26,3250,6,28.9,4.9,0.479
2011-02-27,2898,5.7,29.4,4.8,0.488
2011-02-28,3522,10.4,28.3,5.4,0.469
2011-03-01,4436,2.1,28.9,4.7,0.479
2011-03-02,3662,56.5,28,5,0.464
2011-03-03,3032,0,27.6,5,0.458
2011-03-04,2634,0,27.4,4.9,0.455
2011-03-05,2520,1.3,27.7,4.9,0.46
2011-03-06,2430,44.8,27.6,4.9,0.458
2011-03-07,2757,27,26.3,5.1,0.436
2011-03-08,3167,30.1,28.3,5.1,0.469
2011-03-09,3960,0,27.9,5,0.463
2011-03-10,4471,0.8,28.6,5.1,0.474
2011-03-11,4137,0,28.8,5.2,0.478
2011-03-12,3355,15.4,27.5,5.2,0.456
2011-03-13,2809,4.1,27.1,5.1,0.45
2011-03-14,2478,1.7,26.7,5.2,0.443
2011-03-15,2168,9.3,27.1,5.3,0.45
2011-03-16,2095,6.1,27.5,5.3,0.456
2011-03-17,2340,2,26.9,5.2,0.446
2011-03-18,2439,4,26.6,5.1,0.441
2011-03-19,2998,0,27.6,4.9,0.458
2011-03-20,4603,0,29,4.9,0.481
2011-03-21,4282,0,28.7,4.9,0.476
2011-03-22,4509,10.9,27.3,5.1,0.453
2011-03-23,5418,5.9,28.4,5.1,0.471
2011-03-24,6019,0,28.8,5.2,0.06
2011-03-25,5693,6.9,28.7,5.3,0.476
2011-03-26,7519,8.2,29,5.2,0.481
2011-03-27,7771,3,28.3,5,0.469
2011-03-28,7354,5.8,27.7,5,0.46
2011-03-29,6881,1.9,26.9,5,0.446
2011-03-30,6407,4.6,27.3,5.1,0.453
2011-03-31,5933,17.2,27.9,4.9,0.463
2011-04-01,5620,18.2,26.6,5,0.441
2011-04-02,5729,71.3,27.3,4.9,0.453
2011-04-03,5330,7.5,26.8,5.1,0.445
2011-04-04,5300,0.3,27.4,5,0.455
2011-04-05,6612,0,27.3,5,0.453
2011-04-06,6587,10.2,27.2,5,0.451
2011-04-07,9802,24.9,27.1,4.9,0.45
2011-04-08,8058,5.9,28.7,5,0.476
2011-04-09,7654,6.1,26.5,5.1,0.44
2011-04-10,10660,0,27.8,4.8,0.461
2011-04-11,13600,34.4,27.6,5,0.458
2011-04-12,11000,0,28.3,5.1,0.469
2011-04-13,7448,7.1,27.1,5.2,0.45
2011-04-14,5757,19.3,27.4,5.1,0.455
2011-04-15,5891,105.4,26.5,5,0.44
2011-04-16,6077,16.5,27.3,5.1,0.453
2011-04-17,6485,0,27.5,5.1,0.456
2011-04-18,5623,2.7,26.7,5.2,0.443
2011-04-19,6303,23.7,27,5.2,0.448
2011-04-20,9923,0.5,27.8,5.1,0.461
2011-04-21,8560,0.6,27.7,4.8,0.46
2011-04-22,6787,19.6,27.9,4.9,0.463
2011-04-23,5577,18.1,27.6,5.1,0.458
2011-04-24,5001,26.6,26.4,5.1,0.438
2011-04-25,4505,3.9,26.3,5.1,0.436
2011-04-26,5135,11.6,26.9,5.1,0.446
2011-04-27,6765,1.1,27.2,5,0.451
2011-04-28,6722,4.9,27.1,4.9,0.45
2011-04-29,6123,0,27,4.8,0.448
2011-04-30,4931,0.7,27.7,4.9,0.46
2011-05-01,5129,22.5,27.7,5,0.46
2011-05-02,5460,0,27.5,5,0.456
2011-05-03,5410,8.9,27.3,4.8,0.453
2011-05-04,6430,7.1,27.1,4.8,0.45
2011-05-05,6803,5.6,26.7,4.9,0.443
2011-05-06,5309,12.1,27.2,5,0.451
2011-05-07,4003,2.7,27.5,4.9,0.456
2011-05-08,3597,4.7,28.2,4.9,0.468
2011-05-09,4166,28.7,28.2,4.8,0.468
2011-05-10,4295,0.1,28,4.9,0.464
2011-05-11,5106,10.6,27,4.9,0.12
2011-05-12,4603,0,26,4.9,0.431
2011-05-13,4218,0,26.5,4.8,0.44
2011-05-14,4279,0,27.4,4.6,0.455
2011-05-15,4714,0,27.5,4.7,0.456
2011-05-16,4910,0.1,27.5,4.7,0.456
2011-05-17,5330,0.1,27.5,5.1,0.456
2011-05-18,4757,5.9,28,4.8,0.464
2011-05-19,3497,0,27.2,4.9,0.451
2011-05-20,2946,0.2,28,4.9,0.464
2011-05-21,2738,1,28.5,4.9,0.473
2011-05-22,2522,22.6,27.9,4.9,0.463
2011-05-23,2526,9.6,27.9,4.7,0.463
2011-05-24,3222,10,28.2,4.8,0.468
2011-05-25,3356,12.8,27.2,4.5,0.451
2011-05-26,2820,1.5,27.8,4.5,0.461
2011-05-27,3726,0.2,28.1,4.6,0.7
2011-05-28,5456,6.3,27.1,5.2,0.45
2011-05-29,7384,3.8,27.6,4.6,0.458
2011-05-30,8000,0,27.5,4.6,0.456
2011-05-31,6055,0.9,27.4,4.5,0.455
2011-06-01,4957,0,26.7,4.5,0.443
2011-06-02,4086,0,27,4.6,0.448
2011-06-03,3307,0.1,27.8,4.5,0.461
2011-06-04,2107,1.7,27.4,4.5,0.455
2011-06-05,2218,59.8,26.8,4.4,0.445
2011-06-06,2549,0,26.4,4.5,0.438
2011-06-07,3240,0.1,27,4.5,0.448
2011-06-08,3256,0,26.9,5.2,0.446
2011-06-09,3412,0,27.1,4.5,0.45
2011-06-10,3679,0,27.6,4.3,0.458
2011-06-11,4393,0.3,27.2,4.2,0.451
2011-06-12,5748,0.2,27.7,4.2,0.46
2011-06-13,6786,13.6,27.6,4.3,0.458
2011-06-14,5955,4.1,25.7,4.3,0.426
2011-06-15,5337,0.1,27.3,4.3,0.453
2011-06-16,6225,0.1,28.2,4.3,0.468
2011-06-17,5642,0,27.5,4.3,0.456
2011-06-18,4182,2,27.9,4.3,0.463
2011-06-19,3577,28.7,26.5,5.1,0.44
2011-06-20,3455,0.4,26.9,4.3,0.446
2011-06-21,3162,0,26.7,4.3,0.443
2011-06-22,2722,0.1,26.7,4.2,0.443
2011-06-23,3083,0.3,26.4,4.3,0.438
2011-06-24,4059,0.1,26.5,4.3,0.44
2011-06-25,5045,0.3,26,4.3,0.431
2011-06-26,5376,0.1,27,4.3,0.448
2011-06-27,4924,5.3,27.4,4.3,0.455
2011-06-28,4706,0,28,4.2,0.36
2011-06-29,4675,0,28.2,4.3,0.468
2011-06-30,3790,0,27.5,5,0.456
2011-07-01,4660,0.4,26.6,4.2,0.441
2011-07-02,6325,0.3,26.4,4.2,0.438
2011-07-03,7874,0.1,27.1,4.2,0.45
2011-07-04,8447,1.3,26.9,4.1,0.446
2011-07-05,10490,40.7,26.7,4.1,0.443
2011-07-06,12430,0,26.6,4.2,0.441
2011-07-07,12910,0.3,26.6,4.2,0.441
2011-07-08,11230,0.1,26.4,4.1,0.438
2011-07-09,7480,0.3,26.2,4.2,0.435
2011-07-10,5629,28.2,25.6,4.2,0.425
2011-07-11,6041,27.2,25.2,5.1,0.418
2011-07-12,7203,0,25.3,4.1,0.42
2011-07-13,9371,0.4,25.4,4.2,0.421
2011-07-14,8811,0.1,25.7,4.1,0.426
2011-07-15,6372,0,25.8,4.1,0.428
2011-07-16,4982,0,25.9,4,0.43
2011-07-17,5271,0,26.1,4.1,0.433
2011-07-18,6245,0,26.1,4.1,0.433
2011-07-19,5963,0.2,25.4,4.1,0.421
2011-07-20,5873,0.7,25.7,4.1,0.426
2011-07-21,4397,0,26.4,4.1,0.438
2011-07-22,3614,0.2,26.3,5.1,0.436
2011-07-23,3803,0.2,27,5,0.448
2011-07-24,5294,11.8,27.6,4.1,0.458
2011-07-25,6739,18.7,27.6,4.1,0.458
2011-07-26,6649,23,26.4,4.1,0.438
2011-07-27,4870,0.4,26.7,4.1,0.443
2011-07-28,4327,0.5,25.6,4.1,0.425
2011-07-29,4876,0,26.6,4.1,0.441
2011-07-30,4795,0,26.9,3.9,0.72
2011-07-31,3560,0.2,26.3,3.8,0.436
2011-08-01,3281,1,25.8,4,0.428
2011-08-02,3254,0,26.3,4,0.436
2011-08-03,3205,0,26.3,5,0.436
2011-08-04,3056,0.1,26.5,4,0.44
2011-08-05,3665,0.1,26.1,3.9,0.433
2011-08-06,4607,0.2,26.8,4,0.445
2011-08-07,4105,0,27.1,4,0.45
2011-08-08,3250,0,27.6,4,0.458
2011-08-09,2742,0,27.6,3.8,0.458
2011-08-10,2577,0.1,27.9,3.9,0.463
2011-08-11,2691,0.6,27.9,4,0.463
2011-08-12,2874,0.4,27.4,4,0.455
2011-08-13,2674,5.2,26.9,4,0.446
2011-08-14,2228,0,26.3,5.1,0.436
2011-08-15,1970,0,26.5,3.9,0.44
2011-08-16,1817,0,27.1,4.1,0.45
2011-08-17,1720,2.4,27.2,4.1,0.451
2011-08-18,1623,0.1,27.5,4.1,0.456
2011-08-19,1714,0.1,27,4.1,0.448
2011-08-20,1626,0,27.5,4.1,0.456
2011-08-21,1650,0,27.4,4.1,0.455
2011-08-22,1713,0,27.3,3.9,0.453
2011-08-23,2336,3.8,27.3,3.9,0.453
2011-08-24,2611,0,27.1,3.9,0.45
2011-08-25,2186,0.1,27.1,5.1,0.45
2011-08-26,1856,1.1,27.5,3.8,0.456
2011-08-27,1654,1.7,27.8,3.9,0.461
2011-08-28,1541,0,28.2,3.9,0.468
2011-08-29,1795,1.1,28.4,3.9,0.471
2011-08-30,1865,5.6,27.3,3.9,0.453
2011-08-31,2732,1.9,24.4,3.9,0.12
2011-09-01,2762,0,24.8,4,0.411
2011-09-02,3652,0,26.2,4.1,0.435
2011-09-03,5187,0,26.7,4,0.443
2011-09-04,3878,0,27.2,4,0.451
2011-09-05,2978,0,27.5,5.1,0.456
2011-09-06,2403,0.1,27.8,4.1,0.461
2011-09-07,2486,0,27.6,4,0.458
2011-09-08,3347,0,27.5,4,0.456
2011-09-09,2950,5.9,27.1,4.1,0.45
2011-09-10,2409,12.6,24.9,4.1,0.413
2011-09-11,3093,0.1,26.6,4.2,0.441
2011-09-12,3489,0,27.3,4.2,0.453
2011-09-13,4497,15.1,27.2,4.3,0.451
2011-09-14,3705,0,27.5,4.3,0.456
2011-09-15,3511,3.8,26.7,4.3,0.443
2011-09-16,2545,7,28.2,5.1,0.75
2011-09-17,2697,0.1,28.5,4.3,0.473
2011-09-18,3163,0.5,28.7,4.3,0.476
2011-09-19,2684,13.7,27.1,4.4,0.45
2011-09-20,3386,3.1,27.4,4.4,0.455
2011-09-21,3743,11.5,24.7,4.5,0.41
2011-09-22,3407,6.2,26.1,4.5,0.433
2011-09-23,2976,0,25.8,4.2,0.428
2011-09-24,2278,1.5,26.6,4.1,0.441
2011-09-25,2612,9.6,27.4,4.3,0.455
2011-09-26,3632,14.1,27.6,4.3,0.458
2011-09-27,6146,0.6,26.4,5,0.438
2011-09-28,6797,8.8,26.2,4.4,0.435
2011-09-29,6083,0,26.4,4.4,0.438
2011-09-30,4891,0.3,26.9,4.4,0.446
2011-10-01,3753,9.9,26.4,4.4,0.438
2011-10-02,4089,1.1,27.7,4.2,0.05
2011-10-03,4595,36.9,27,4.4,0.448
2011-10-04,4335,0,26.5,4.4,0.44
2011-10-05,4469,2,26.3,4.5,0.436
2011-10-06,4209,20.7,25.7,4.5,0.426
2011-10-07,4785,19.3,25.1,4.6,0.416
2011-10-08,5570,0,27.3,5,0.453
2011-10-09,5570,5.7,27.2,4.6,0.451
2011-10-10,5163,3.9,27.2,4.6,0.451
2011-10-11,4846,14,26.4,4.5,0.438
2011-10-12,4062,4.1,27.6,4.4,0.458
2011-10-13,3718,27.3,27.6,4.4,0.458
2011-10-14,3034,0.1,27.6,4.4,0.458
2011-10-15,2640,10,27.8,4.3,0.461
2011-10-16,2191,9,26.8,4.4,0.445
2011-10-17,2055,37.6,27.4,4.5,0.455
2011-10-18,1933,11.2,27.2,4.6,0.451
2011-10-19,1665,0,28,5.1,0.464
2011-10-20,1525,1.3,28.4,4.6,0.471
2011-10-21,1524,2.2,28.2,4.6,0.468
2011-10-22,1407,0,29,4.6,0.481
2011-10-23,1319,0,28.8,4.6,0.478
2011-10-24,1347,2.9,28,4.7,0.464
2011-10-25,1647,0,28.4,4.8,0.471
2011-10-26,1881,2.1,28.7,4.8,0.476
2011-10-27,1656,0,28.6,4.9,0.474
2011-10-28,2565,2.3,26.6,4.7,0.441
2011-10-29,3216,0.1,27.1,4.3,0.45
2011-10-30,3956,0,27.2,5,0.451
2011-10-31,3110,0,27.5,4.5,0.456
2011-11-01,2857,7.2,26.7,4.7,0.443
2011-11-02,3107,6.3,25.9,4.8,0.43
2011-11-03,3271,0,27.8,4.8,0.461
2011-11-04,3122,0.5,27.8,4.9,0.461
2011-11-05,2924,14.3,26.9,4.6,0.446
2011-11-06,2806,0.3,27.2,4.7,0.451
2011-11-07,2721,0.4,27.4,4.8,0.455
2011-11-08,4739,21.1,27.8,4.9,0.461
2011-11-09,5225,2.3,27.3,4.8,0.453
2011-11-10,4132,10.8,27.7,5.1,0.46
2011-11-11,3995,6.9,27.6,4.8,0.458
2011-11-12,5194,0.1,28.1,4.6,0.466
2011-11-13,4898,0,28.3,4.9,0.469
2011-11-14,3740,13.4,27.9,5,0.463
2011-11-15,3909,24.4,29.1,5,0.483
2011-11-16,6042,21.2,26.5,5.1,0.44
2011-11-17,5447,8.2,27.9,4.9,0.463
2011-11-18,4546,0.3,29.2,5,0.484
2011-11-19,3291,5.2,29.6,4.9,0.491
2011-11-20,3576,12.6,29,4.8,0.481
2011-11-21,2757,18.3,26,4.9,0.431
2011-11-22,3008,0.2,28.3,5,0.469
2011-11-23,4070,0.3,28.5,4.9,0.473
2011-11-24,3100,18.3,27.5,5,0.456
2011-11-25,2998,8.5,27.8,5,0.461
2011-11-26,2976,14.2,26.8,5,0.445
2011-11-27,2907,0.2,27.4,5.1,0.455
2011-11-28,2832,23.9,26.1,5.1,0.433
2011-11-29,2815,0.3,26.7,4.8,0.443
2011-11-30,2961,12.6,27.7,5,0.46
2011-12-01,2891,2.2,27.9,5.1,0.463
2011-12-02,2725,17.9,26.3,5,0.436
2011-12-03,2513,11.7,28.2,5.1,0.468
2011-12-04,2255,0.1,28.4,4.8,0.471
2011-12-05,2940,0,28.6,4.8,0.31
2011-12-06,3598,19.5,28.4,4.9,0.471
2011-12-07,3409,10.9,27.3,5,0.453
2011-12-08,3831,16.3,28.1,5,0.466
2011-12-09,4058,0,29.1,5,0.483
2011-12-10,5756,18.4,26.5,5,0.44
2011-12-11,5014,11.5,27.3,5.1,0.453
2011-12-12,4730,0,27.8,5.1,0.461
2011-12-13,4523,9.1,28.4,5.1,0.471
2011-12-14,4601,20.6,28,5,0.464
2011-12-15,5327,12.7,27.6,5,0.458
2011-12-16,5273,16.7,26.7,5.1,0.443
2011-12-17,5228,33.7,27.7,5.2,0.46
2011-12-18,6054,5.6,26.9,5.3,0.446
2011-12-19,6069,0.5,28.2,5.3,0.468
2011-12-20,7687,17.6,28.4,5.2,0.471
2011-12-21,8509,0.5,28.1,5,0.466
2011-12-22,10100,23.1,27.4,4.8,0.455
2011-12-23,10330,16.3,27.3,5.1,0.453
2011-12-24,8492,8.2,27.3,5.2,0.453
2011-12-25,7036,10.4,27.3,5,0.453
2011-12-26,8087,12.6,27.5,5.1,0.456
2011-12-27,8352,15.8,27.8,4.8,0.461
2011-12-28,7982,35.9,27.8,4.9,0.461
2011-12-29,8325,12.3,25.7,4.9,0.426
2011-12-30,7905,2.3,25.2,5.1,0.418
2011-12-31,7706,0.9,26.1,5,0.433
2012-01-01,8072,0,27.7,5,0.46
2012-01-02,7663,1.5,27.9,5.1,0.463
2012-01-03,6733,1,26.6,5.2,0.441
2012-01-04,7906,22.4,25.1,5.2,0.416
2012-01-05,9322,2.1,26.4,4.9,0.438
2012-01-06,9010,2.7,27.2,4.8,0.18
2012-01-07,7088,0.4,27.3,5.1,0.453
2012-01-08,7168,21.6,27.5,5.2,0.456
2012-01-09,7622,14.1,28,5.1,0.464
2012-01-10,7853,0.8,27.8,5,0.461
2012-01-11,6965,0.7,27.7,5.1,0.46
2012-01-12,6323,13.2,27.6,5.2,0.458
2012-01-13,6971,29,26.6,5.2,0.441
2012-01-14,10080,0.7,27.5,5.2,0.456
2012-01-15,9972,12.3,27.6,5.2,0.458
2012-01-16,10300,2.5,27.3,4.8,0.453
2012-01-17,10680,14.3,27.7,4.9,0.46
2012-01-18,9556,14.4,27.7,5,0.46
2012-01-19,7675,0.3,28,5.1,0.464
2012-01-20,7301,17.6,28.1,5.2,0.466
2012-01-21,9296,44.2,26.3,5.1,0.436
2012-01-22,9744,21.8,26.7,4.9,0.443
2012-01-23,8614,3.7,25.9,4.8,0.43
2012-01-24,6741,4.5,25.5,5.1,0.423
2012-01-25,6170,1.3,27.3,5.2,0.453
2012-01-26,6751,0.4,27.6,5.1,0.458
2012-01-27,6896,5,27.9,4.7,0.463
2012-01-28,8443,35.2,27.5,4.8,0.456
2012-01-29,8668,23.8,25.6,5,0.425
2012-01-30,7767,10.3,27.3,5.1,0.453
2012-01-31,6696,0.1,27.4,5,0.455
2012-02-01,6308,0.3,27.5,5.1,0.456
2012-02-02,6500,0,28.6,5.1,0.474
2012-02-03,7458,17,28.1,5.1,0.466
2012-02-04,8356,8.2,27.7,5.1,0.46
2012-02-05,9774,41.2,25.8,5,0.428
2012-02-06,10650,20.9,25.9,5.1,0.43
2012-02-07,11180,0.6,27.3,4.9,0.453
2012-02-08,11330,1.2,27.6,5.1,0.458
2012-02-09,10860,0.8,27.9,4.9,0.463
2012-02-10,10890,4.9,27.4,4.7,0.455
2012-02-11,10600,4.2,26.4,5,0.438
2012-02-12,9559,9.6,25.4,4.9,0.421
2012-02-13,8664,11.2,24.5,4.8,0.406
2012-02-14,8154,7.4,24.2,4.7,0.401
2012-02-15,7756,13.9,25.6,4.5,0.425
2012-02-16,6520,4.8,25.5,4.8,0.423
2012-02-17,5933,2.4,26.4,4.9,0.438
2012-02-18,5309,89.3,27.4,4.9,0.455
2012-02-19,5451,0.8,27.9,4.9,0.463
2012-02-20,7445,33.7,26.9,5.1,0.446
2012-02-21,7015,26.9,26.6,5,0.441
2012-02-22,5497,37.9,27.4,5,0.455
2012-02-23,6401,15.7,27.7,4.8,0.46
2012-02-24,6134,13.5,27.9,4.7,0.463
2012-02-25,5361,14.5,27.3,5,0.453
2012-02-26,4808,49.1,27.7,5.2,0.46
2012-02-27,4942,0.5,26.4,5,0.438
2012-02-28,7118,85.4,25.9,5,0.43
2012-02-29,6768,0,26.5,4.8,0.44
2012-03-01,6010,0.1,27.2,4.8,0.451
2012-03-02,5848,5,26.1,4.8,0.433
2012-03-03,6088,46.2,26.2,4.8,0.435
2012-03-04,6228,1.2,25.6,4.8,0.425
2012-03-05,6672,128.3,26.8,4.9,0.445
2012-03-06,6941,17.6,27.1,5,0.45
2012-03-07,7020,29,26.3,5,0.436
2012-03-08,6532,36.3,26.3,5.1,0.436
2012-03-09,6440,38.2,27.6,4.8,0.458
2012-03-10,6714,0.6,26.3,5,0.436
2012-03-11,7420,11.2,26,5,0.431
2012-03-12,8601,0.1,26.4,4.8,0.438
2012-03-13,9556,1,25.7,5.2,0.426
2012-03-14,9619,19.9,26.6,5.2,0.441
2012-03-15,8117,0.6,27.2,5.2,0.451
2012-03-16,7457,0.6,26.4,5.2,0.438
2012-03-17,7621,13.1,26.2,5.3,0.435
2012-03-18,7750,10.5,26.6,5.4,0.441
2012-03-19,6867,0.2,27,5.3,0.448
2012-03-20,6438,12.4,26.8,5.2,0.445
2012-03-21,6751,19.8,27,5.3,0.448
2012-03-22,6731,0.7,27.3,5.3,0.453
