Date,CAUDAL,PP,T,PET,NDVI
2009-02-12,6400,25.4,25.8,4.7,0.428
2009-02-13,6186,0,27.7,4.5,0.46
2009-02-14,5657,0,27.7,4.6,0.46
2009-02-15,5831,20.6,27.8,4.7,0.461
2009-02-16,6767,0,28.1,5.2,0.466
2009-02-17,5537,88.6,27.7,4.8,0.46
2009-02-18,5478,63.9,25.9,4.7,0.43
2009-02-19,5176,24,25.9,4.6,0.43
2009-02-20,5756,0.4,26.2,4.6,0.435
2009-02-21,5326,19.2,27,4.7,0.448
2009-02-22,4851,13.2,25.3,4.8,0.42
2009-02-23,6497,43.5,25.9,4.9,0.43
2009-02-24,6817,15.5,27,4.9,0.448
2009-02-25,6093,21.2,27.3,4.8,0.453
2009-02-26,5725,14.8,25.8,4.7,0.428
2009-02-27,6281,32.6,25.6,5.2,0.425
2009-02-28,6652,1,26.8,4.4,0.445
2009-03-01,6351,8,25.9,4.4,0.43
2009-03-02,6528,32.4,25.5,4.5,0.423
2009-03-03,6566,15.3,26.1,4.5,0.433
2009-03-04,5601,25.3,26,4.4,0.431
2009-03-05,5755,19.1,26.6,4.3,0.441
2009-03-06,6392,0.2,26.4,4.5,0.438
2009-03-07,7202,4.3,27.2,4.5,0.451
2009-03-08,6616,0,26.9,4.3,0.446
2009-03-09,5597,7.8,27.6,4.4,0.458
2009-03-10,5503,38.3,27.2,5.3,0.451
2009-03-11,6450,1,26.9,4.5,0.446
2009-03-12,6594,6.6,27.4,4.4,0.455
2009-03-13,6493,0.4,26.6,4.4,0.441
2009-03-14,6624,25.1,26.4,4.5,0.438
2009-03-15,6503,3.1,26.6,4.5,0.441
2009-03-16,7022,2.8,26.7,4.2,0.443
2009-03-17,7443,0.1,27.3,4.5,0.453
2009-03-18,6862,13,27.1,4.5,0.45
2009-03-19,5678,5.7,26.8,4.2,0.445
2009-03-20,4982,17.7,26.4,4.2,0.438
2009-03-21,4716,0,26.5,5.2,0.44
2009-03-22,5072,0.2,26.7,4.3,0.443
2009-03-23,5459,12.4,27.3,4.3,0.453
2009-03-24,5805,4.8,26.9,4.3,0.446
2009-03-25,6762,23.3,27.1,4.2,0.45
2009-03-26,7169,11.2,26.9,4.3,0.446
2009-03-27,7203,12.8,26.7,4.3,0.443
2009-03-28,9396,4.2,27.5,4.1,0.456
2009-03-29,9847,6.8,27.2,4.2,0.451
2009-03-30,9222,8.2,27.1,4.3,0.45
2009-03-31,7967,8.1,27.5,4.3,0.456
2009-04-01,7069,9.2,27.9,5.2,0.463
2009-04-02,6408,5,26.8,4.3,0.445
2009-04-03,5919,8.5,27.1,4.2,0.45
2009-04-04,6356,7.6,27.6,4.3,0.458
2009-04-05,5369,10,27.4,4.1,0.455
2009-04-06,4853,0,27.1,4.1,0.45
2009-04-07,4628,5.5,27.1,4.1,0.45
2009-04-08,4879,39.5,25.8,4.1,0.428
2009-04-09,6163,9.1,26.3,4.1,0.436
2009-04-10,7057,18.9,25.8,4.1,0.428
2009-04-11,7415,6.4,24.8,4,0.411
2009-04-12,7111,23.5,27,5.1,0.448
2009-04-13,6763,0,27,3.8,0.448
2009-04-14,7087,51.2,26,3.9,0.431
2009-04-15,7761,9.4,25.7,4,0.426
2009-04-16,8770,0.1,26.6,4,0.441
2009-04-17,10160,0.3,26.1,3.9,0.433
2009-04-18,9457,29.9,26.3,4,0.436
2009-04-19,7333,8,27.1,3.9,0.45
2009-04-20,6747,0,27.2,3.9,0.451
2009-04-21,7176,78.8,26.7,4,0.443
2009-04-22,10970,0.5,26.2,4,0.435
2009-04-23,13030,0.1,27.1,5,0.45
2009-04-24,12750,31.6,27.9,4,0.463
2009-04-25,10360,10.5,27.8,4,0.461
2009-04-26,7506,22.5,27.6,4.1,0.458
2009-04-27,6760,20.1,26.1,4,0.433
2009-04-28,7106,0.3,26.8,4,0.445
2009-04-29,7733,0.6,27.2,3.8,0.451
2009-04-30,9853,32.6,26.6,3.6,0.441
2009-05-01,10060,10.3,25.9,3.6,0.43
2009-05-02,10590,0,27.3,3.6,0.453
2009-05-03,9458,2,27.7,3.8,0.46
2009-05-04,7303,0.3,27.5,4.9,0.456
2009-05-05,6708,10.8,27.4,3.7,0.13
2009-05-06,5844,3.6,27.4,3.8,0.455
2009-05-07,6158,14.4,25.5,3.9,0.423
2009-05-08,7677,0.1,26.5,3.8,0.44
2009-05-09,6766,0,27.3,3.9,0.453
2009-05-10,5751,0.1,26.9,3.9,0.446
2009-05-11,4737,0,27.3,3.9,0.453
2009-05-12,4930,6.9,27.4,4,0.455
2009-05-13,4244,9.6,27.3,3.9,0.453
2009-05-14,4006,0,28,3.9,0.464
2009-05-15,5177,0.2,28.3,5.1,0.469
2009-05-16,4994,35.4,27.1,4,0.45
2009-05-17,5091,16.7,26.7,4,0.443
2009-05-18,4773,0,27.1,3.7,0.45
2009-05-19,4622,0.2,26.7,3.8,0.443
2009-05-20,5282,0.3,26.2,4,0.435
2009-05-21,7552,0,27,4,0.448
2009-05-22,9058,17.5,26.8,4.1,0.445
2009-05-23,9426,0,27.2,4.1,0.451
2009-05-24,7511,0.1,27.4,4.1,0.455
2009-05-25,7782,0.2,27.9,4.1,0.463
2009-05-26,7033,0.1,27.6,5.1,0.458
2009-05-27,5761,1.6,26.4,5.2,0.438
2009-05-28,6443,0.2,26.8,4.1,0.445
2009-05-29,5785,4.1,27,4.1,0.448
2009-05-30,5697,44.6,27.1,4.2,0.45
2009-05-31,5911,0,27.5,4.1,0.456
2009-06-01,5577,4.1,27,4.1,0.448
2009-06-02,5072,0.2,26.5,4.1,0.44
2009-06-03,5326,0,25.5,4.1,0.423
2009-06-04,7345,0,25.2,4.2,0.418
2009-06-05,8259,0.1,26.3,4.2,0.436
2009-06-06,6590,0.1,26.5,4,0.44
2009-06-07,5188,0.1,26.1,5.2,0.433
2009-06-08,5105,0,26.9,4.1,0.446
2009-06-09,5329,0.1,26.5,4.1,0.44
2009-06-10,4477,4.6,27.1,4.2,0.45
2009-06-11,4184,56.7,26.9,4.1,0.446
2009-06-12,5310,3.3,26.2,3.8,0.435
2009-06-13,7041,0.3,25.4,4,0.421
2009-06-14,7768,0.1,25.7,4,0.426
2009-06-15,6377,0,26.6,4.1,0.441
2009-06-16,5033,0.5,27.1,4.1,0.45
2009-06-17,4219,0.6,27,4.1,0.448
2009-06-18,4197,2.5,27,5.3,0.448
2009-06-19,4972,7,26.4,4.2,0.438
2009-06-20,4977,12,27,4.1,0.448
2009-06-21,5061,0,26.5,4.2,0.44
2009-06-22,5330,0,26.8,4.3,0.55
2009-06-23,4556,0.6,27.7,4.3,0.46
2009-06-24,3968,12.8,26.8,4.3,0.445
2009-06-25,4306,0.2,26.5,4.2,0.44
2009-06-26,5162,16.7,26.5,4.2,0.44
2009-06-27,5734,15,25.7,4.3,0.426
2009-06-28,7350,0.1,26.5,4.4,0.44
2009-06-29,8636,0,26.8,5.2,0.445
2009-06-30,7043,1.3,26.8,4.4,0.445
2009-07-01,6175,2,27.1,4.4,0.45
2009-07-02,5863,0.1,27,4.4,0.448
2009-07-03,5398,0,26.9,4.4,0.446
2009-07-04,6067,0.1,27.1,4.4,0.45
2009-07-05,5348,0.3,27.2,4.5,0.451
2009-07-06,4822,0.4,26.2,4.6,0.435
2009-07-07,5499,14.1,26.6,4.3,0.441
2009-07-08,7805,2.8,25.8,4.2,0.428
2009-07-09,9538,0.2,25.7,4.3,0.426
2009-07-10,9651,0,26.8,5.3,0.445
2009-07-11,8870,0,26.8,4.3,0.445
2009-07-12,6510,33.8,26,4.4,0.431
2009-07-13,4928,1.3,25.4,4.5,0.421
2009-07-14,4692,0.2,26.5,4.6,0.44
2009-07-15,5558,0,26.7,4.6,0.443
2009-07-16,7040,0,26.6,4.5,0.441
2009-07-17,5915,0.1,26.1,4.5,0.433
2009-07-18,4763,0,26.4,4.6,0.438
2009-07-19,4349,0,26.5,4.6,0.44
2009-07-20,4840,0,27,4.6,0.448
2009-07-21,4647,0.2,27.5,5.3,0.456
2009-07-22,4285,0.7,27.3,4.6,0.453
2009-07-23,3915,0.3,27.2,4.7,0.451
2009-07-24,3470,0.1,25.5,4.5,0.423
2009-07-25,4028,1.3,25.1,4.3,0.416
2009-07-26,4394,0.2,26.2,4.5,0.435
2009-07-27,5149,0.1,26.5,4.7,0.44
2009-07-28,5651,0,26.4,4.7,0.438
2009-07-29,5361,0,26.9,4.8,0.446
2009-07-30,4827,0.1,26.9,4.7,0.446
2009-07-31,4558,0.1,27,4.6,0.72
2009-08-01,4991,9,27.4,5.2,0.455
2009-08-02,4668,0.6,27.3,4.7,0.453
2009-08-03,4395,0.7,27.2,4.9,0.451
2009-08-04,4167,0.4,26.3,4.7,0.436
2009-08-05,3853,0,26.8,4.6,0.445
2009-08-06,3576,12.9,26.9,4.8,0.446
2009-08-07,3387,0.1,26.4,4.6,0.438
2009-08-08,5543,0,27.3,4.6,0.453
2009-08-09,5410,0.1,27.4,4.7,0.455
2009-08-10,5019,2,26.5,4.7,0.44
2009-08-11,4622,0.3,25.1,4.8,0.416
2009-08-12,4254,0,26.4,5.3,0.438
2009-08-13,3936,0,26.6,4.7,0.441
2009-08-14,3733,0,27.4,4.8,0.455
2009-08-15,3294,0,28.1,4.9,0.466
2009-08-16,2927,0,28.3,4.9,0.469
2009-08-17,2534,0,28.4,5,0.471
2009-08-18,2241,6.4,27.1,5.1,0.45
2009-08-19,4257,0.7,28,4.8,0.464
2009-08-20,5617,0,28.4,4.9,0.471
2009-08-21,6093,6.5,28,5,0.464
2009-08-22,5982,5.4,26.7,5,0.443
2009-08-23,5560,0,28.2,5.3,0.468
2009-08-24,5104,18.3,27.1,5.1,0.45
2009-08-25,4689,5.5,25.4,4.9,0.421
2009-08-26,4202,0.2,25.4,4.9,0.421
2009-08-27,3792,0.1,26.8,4.9,0.445
2009-08-28,3350,0.1,27.2,4.9,0.451
2009-08-29,2867,0.1,26.8,4.9,0.445
2009-08-30,2562,0,27.5,5,0.456
2009-08-31,2233,0.1,27.3,5,0.453
2009-09-01,3201,0,27.6,5.1,0.458
2009-09-02,3546,0.1,27.8,5,0.461
2009-09-03,3721,10.9,27.8,5.3,0.461
2009-09-04,3550,0,27.8,4.9,0.461
2009-09-05,3344,0.1,27.9,5,0.463
2009-09-06,3083,0,28.3,5.1,0.469
2009-09-07,3245,0,28.4,5.1,0.471
2009-09-08,3545,0,28.7,5.1,0.476
2009-09-09,3912,0.9,28.7,5,0.476
2009-09-10,3507,0.7,27.2,5.1,0.451
2009-09-11,2986,0.6,25.6,5,0.425
2009-09-12,4260,0,26.2,5,0.435
2009-09-13,4403,0,26.7,5.1,0.443
2009-09-14,3992,0,27.6,5,0.458
2009-09-15,3622,0,28.3,5.2,0.469
2009-09-16,2847,7.7,28,5,0.464
2009-09-17,2580,0,27.8,4.8,0.461
2009-09-18,2267,0.1,28.1,4.9,0.466
2009-09-19,2442,12.6,27.9,4.9,0.463
2009-09-20,2704,0.1,28.4,5,0.471
2009-09-21,3096,23.2,27.1,5.1,0.45
2009-09-22,3418,0.2,27.4,5.1,0.455
2009-09-23,3316,0.3,27.5,4.8,0.456
2009-09-24,3328,3,26.7,4.9,0.443
2009-09-25,3823,0,25.9,5,0.43
2009-09-26,3556,0.1,27.7,5.2,0.4
2009-09-27,2131,1.3,27.6,4.6,0.458
2009-09-28,3433,20,27.4,4.9,0.455
2009-09-29,3401,7.8,26.5,5.2,0.44
2009-09-30,4452,18.2,26.5,5.1,0.44
2009-10-01,5238,0,27.2,4.9,0.451
2009-10-02,4793,0,27.6,5,0.458
2009-10-03,4368,0.2,27.7,4.9,0.59
2009-10-04,3786,0.1,27.6,5,0.458
2009-10-05,3701,0.2,28.1,5.1,0.466
2009-10-06,3617,0.2,28.4,5.1,0.471
2009-10-07,2989,0.9,28.5,5.2,0.473
2009-10-08,2837,10.3,27.4,5.1,0.455
2009-10-09,4574,0,27.1,5.1,0.45
2009-10-10,5375,0,28.3,5,0.469
2009-10-11,3941,0.1,29.5,5.2,0.489
2009-10-12,3100,0.1,29.4,5.2,0.488
2009-10-13,2680,0.7,29.5,5.1,0.489
2009-10-14,2174,6.4,26.9,5.1,0.446
2009-10-15,2759,15.3,27.2,5.1,0.451
2009-10-16,3719,0,27.8,5.1,0.461
2009-10-17,4051,19.1,27.6,5.1,0.458
2009-10-18,4402,0.4,27.7,5.1,0.46
2009-10-19,4915,0.1,28.6,5.1,0.474
2009-10-20,5192,12.1,26.9,5,0.446
2009-10-21,5001,4.6,27.4,5.1,0.455
2009-10-22,4744,13.1,27.1,5.2,0.45
2009-10-23,4462,0.3,27.6,5.2,0.458
2009-10-24,4058,8.3,27.6,5,0.458
2009-10-25,3755,0.7,27.9,5.1,0.463
2009-10-26,3481,11.7,26.7,4.8,0.443
2009-10-27,3770,0.9,28.1,5,0.466
2009-10-28,3722,0.1,28.2,5.1,0.5
2009-10-29,3299,10.2,28.1,5.2,0.466
2009-10-30,3456,1,27.7,5.1,0.46
2009-10-31,3419,6.5,28.9,4.8,0.479
2009-11-01,4023,3.9,29.8,4.8,0.494
2009-11-02,4364,1.7,29.1,4.9,0.483
2009-11-03,4863,1.7,28.8,5,0.478
2009-11-04,5291,2,28.7,4.8,0.476
2009-11-05,5536,2.6,28.7,4.9,0.476
2009-11-06,5077,0.2,30.5,4.9,0.506
2009-11-07,4601,3.2,29.8,5.1,0.494
2009-11-08,4158,5.1,29,4.9,0.481
2009-11-09,3767,0,28.6,5.2,0.474
2009-11-10,3036,1.8,28.3,4.9,0.469
2009-11-11,1994,1.8,28.7,5,0.476
2009-11-12,2330,69.7,27.4,5.1,0.455
2009-11-13,2684,0.2,28.8,5.1,0.478
2009-11-14,3102,0,29.1,4.9,0.483
2009-11-15,3531,0,29.3,4.8,0.486
2009-11-16,3962,0.1,29.4,5,0.488
2009-11-17,4348,1.4,27.8,5,0.461
2009-11-18,4828,32.5,25.7,5,0.426
2009-11-19,5197,0.1,28.3,5,0.469
2009-11-20,5098,0.1,28.8,5.1,0.478
2009-11-21,4244,0.1,28.8,5.1,0.478
2009-11-22,3736,8.2,28.1,5.1,0.466
2009-11-23,3336,93.7,27,5,0.448
2009-11-24,3319,0.3,27.5,4.6,0.456
2009-11-25,3843,14.4,28.9,4.8,0.479
2009-11-26,4114,28.4,28.6,5,0.474
2009-11-27,4743,23.5,27.3,5,0.453
2009-11-28,5136,1,28.1,4.9,0.466
2009-11-29,5590,25.2,27,5,0.448
2009-11-30,6208,10.1,27.3,5,0.453
2009-12-01,6677,0,27.6,5.1,0.458
2009-12-02,5764,14.9,27.6,5.1,0.458
2009-12-03,5043,14.2,27.6,5.1,0.458
2009-12-04,4744,0.3,28.3,5,0.469
2009-12-05,4414,1.3,28.7,5.1,0.476
2009-12-06,4166,3.2,29.2,5,0.57
2009-12-07,4280,0,28.9,5.1,0.479
2009-12-08,4277,3.1,29.4,5,0.488
2009-12-09,4028,8.9,28.6,5.2,0.474
2009-12-10,3818,19,28.1,5.2,0.466
2009-12-11,3807,14.8,28.4,5.2,0.471
2009-12-12,4299,6.1,27.5,5.1,0.456
2009-12-13,5014,0.5,27.7,5.1,0.46
2009-12-14,5206,0.1,27.9,4.9,0.463
2009-12-15,4833,0.4,28,5.1,0.464
2009-12-16,4616,0.4,27.5,5,0.456
2009-12-17,4786,0.9,27.6,5.1,0.458
2009-12-18,5343,0.5,26.5,4.9,0.44
2009-12-19,7317,106,27,5,0.448
2009-12-20,10720,0.5,27.2,5.1,0.451
2009-12-21,10980,0.3,28.5,4.9,0.473
2009-12-22,9378,16.1,27.4,4.8,0.455
2009-12-23,10020,6.8,27,5.2,0.448
2009-12-24,9721,25.9,28.1,5,0.466
2009-12-25,8855,17.7,27.9,4.9,0.463
2009-12-26,8519,0,28,4.8,0.464
2009-12-27,9237,3.6,28.9,4.7,0.479
2009-12-28,10300,0.4,28.8,4.8,0.478
2009-12-29,11400,16.1,28.9,5,0.479
2009-12-30,11950,14.7,29,4.9,0.481
2009-12-31,11540,0,28.4,4.9,0.68
2010-01-01,10370,0,28.5,4.9,0.473
2010-01-02,9077,0,28.4,4.9,0.471
2010-01-03,7699,0.1,28.7,5,0.476
2010-01-04,6744,0.3,28.3,5.3,0.469
2010-01-05,5064,1.4,26.9,4.9,0.446
2010-01-06,4155,0.1,28.1,4.9,0.466
2010-01-07,3891,0.4,28.5,5,0.29
2010-01-08,3557,0.1,27.7,5,0.46
2010-01-09,3756,0.6,27.1,5.1,0.45
2010-01-10,4115,0.3,28,5.1,0.464
2010-01-11,3827,20.1,27.7,4.8,0.46
2010-01-12,3502,9.3,28.9,5,0.479
2010-01-13,3307,0.1,28.9,5.1,0.479
2010-01-14,2961,0,28.4,5.2,0.471
2010-01-15,2723,0.2,28,5.3,0.464
2010-01-16,2407,0.3,27.5,5.2,0.456
2010-01-17,2634,36.1,27.6,5.1,0.458
2010-01-18,2951,11.8,27.4,4.9,0.455
2010-01-19,3621,0.1,28.3,5.1,0.469
2010-01-20,3964,0.3,27.4,5,0.455
2010-01-21,4269,0.2,28,4.9,0.464
2010-01-22,4151,0,26.5,5,0.44
2010-01-23,3835,0.1,28,5,0.464
2010-01-24,3310,13.6,28.7,4.9,0.476
2010-01-25,3547,13.1,27.3,5,0.453
2010-01-26,3803,1.7,28,5.2,0.464
2010-01-27,4169,0,28.4,4.9,0.471
2010-01-28,4009,0.5,27.6,5,0.458
2010-01-29,3713,0,27.8,4.9,0.461
2010-01-30,3426,0.2,28.4,5.1,0.471
2010-01-31,3299,0.3,27.7,5,0.46
2010-02-01,3957,0.8,26.2,5,0.435
2010-02-02,4953,1.8,27.9,5,0.463
2010-02-03,5047,2.9,27.5,5.3,0.456
2010-02-04,5420,5.4,27.3,5.3,0.453
2010-02-05,5939,0.8,27.4,5.1,0.455
2010-02-06,6931,11.1,26.2,4.9,0.435
2010-02-07,7577,23.6,25.8,4.8,0.428
2010-02-08,8900,0.3,27.8,4.8,0.13
2010-02-09,10980,1.4,27.9,5,0.463
2010-02-10,10860,1.3,28.5,5,0.473
2010-02-11,8433,0.7,28,5.1,0.464
2010-02-12,5462,16.8,28.7,5,0.476
2010-02-13,4735,0,27.4,5,0.455
2010-02-14,4837,0.1,28.5,4.9,0.473
2010-02-15,4722,182.2,29,4.9,0.481
2010-02-16,5023,196.5,28,4.9,0.464
2010-02-17,6195,0,27.1,4.9,0.2
2010-02-18,6417,5.3,27.5,5,0.456
2010-02-19,6136,1.4,28.1,5,0.466
2010-02-20,5157,0.3,27.4,4.8,0.455
2010-02-21,5534,1.4,28.5,4.9,0.473
2010-02-22,5590,33.9,28.2,5.1,0.468
2010-02-23,4852,20.9,28.1,5.1,0.466
2010-02-24,4406,8.6,28.1,5.1,0.466
2010-02-25,4003,15.4,28.5,5,0.473
2010-02-26,4148,8.9,28.1,4.9,0.466
2010-02-27,4335,0,28.6,4.9,0.474
2010-02-28,4018,1.5,28.8,5.2,0.478
2010-03-01,4008,3.4,27.6,4.9,0.458
2010-03-02,4370,5.8,26.8,5.1,0.445
2010-03-03,4955,0.9,27.8,5,0.461
2010-03-04,5591,5.1,28.4,5,0.471
2010-03-05,6171,0.9,28.1,5.1,0.16
2010-03-06,6652,8.2,28.3,5,0.469
2010-03-07,7251,29.4,28.6,5,0.474
2010-03-08,6669,4.4,28.9,4.9,0.479
2010-03-09,4727,4.6,29.2,5,0.484
2010-03-10,4439,4.7,28.3,5,0.469
2010-03-11,4618,0,28.4,5.2,0.471
2010-03-12,5003,0.7,29.3,4.9,0.36
2010-03-13,5652,3.6,27.9,4.9,0.463
2010-03-14,6056,2.9,29.2,4.7,0.484
2010-03-15,5714,6.4,29.7,4.7,0.493
2010-03-16,5872,12.1,28.5,4.8,0.473
2010-03-17,6151,0.3,27.3,4.9,0.453
2010-03-18,5180,3.4,27.2,5,0.451
2010-03-19,4596,0.1,27.4,4.9,0.455
2010-03-20,4243,11.8,27.8,4.7,0.461
2010-03-21,3921,0.4,28.4,4.7,0.75
2010-03-22,3685,0.2,29.3,5,0.486
2010-03-23,3285,0,29,4.9,0.481
2010-03-24,2899,4.1,28.9,4.9,0.479
2010-03-25,2547,29.2,28.2,4.8,0.468
2010-03-26,2771,13.4,27,4.7,0.448
2010-03-27,2932,0.1,28,4.7,0.464
2010-03-28,3640,7.9,28,4.7,0.44
2010-03-29,4114,0.6,27.8,4.7,0.461
2010-03-30,3870,32.5,27.4,4.7,0.455
2010-03-31,3795,22.1,26.1,4.7,0.433
2010-04-01,4679,0,27.8,4.6,0.461
2010-04-02,4847,0,28.4,5,0.471
2010-04-03,5117,28.6,28.1,4.6,0.466
2010-04-04,5438,0.8,28.1,4.6,0.466
2010-04-05,6271,39.3,26.5,4.5,0.44
2010-04-06,6201,46.2,26.8,4.7,0.445
2010-04-07,6521,11.7,27.5,4.6,0.456
2010-04-08,6825,0.1,27.5,4.6,0.456
2010-04-09,7143,0.1,27.5,4.7,0.456
2010-04-10,6889,0,27.7,4.5,0.46
2010-04-11,7136,0.1,28,4.6,0.464
2010-04-12,7512,0.2,28.5,4.6,0.473
2010-04-13,8291,39,28.1,5,0.466
2010-04-14,8017,4.8,27.9,4.6,0.463
2010-04-15,7654,8.4,27.7,4.5,0.46
2010-04-16,6768,6,27.8,4.4,0.461
2010-04-17,7143,4.6,27.9,4.5,0.463
2010-04-18,6900,0.1,28.2,4.5,0.468
2010-04-19,6252,53.1,27.7,4.4,0.46
2010-04-20,5911,1.2,28.4,4.5,0.471
2010-04-21,5616,0,28.7,4.4,0.476
2010-04-22,5251,14.7,28.2,4.3,0.468
2010-04-23,4991,0.1,28.4,4.5,0.471
2010-04-24,4665,0.1,28.3,5.1,0.469
2010-04-25,4240,20.5,28.5,5,0.473
2010-04-26,4794,11.9,29.1,4.3,0.483
2010-04-27,5576,1.5,27.4,4.4,0.455
2010-04-28,7085,3.6,27.8,4.4,0.461
2010-04-29,6301,0,28.2,4.4,0.468
2010-04-30,5281,6.8,27.3,4.4,0.453
2010-05-01,6667,16,26.2,4.3,0.435
2010-05-02,8862,0.8,28,4.4,0.464
2010-05-03,8476,10.6,28.7,4.4,0.476
2010-05-04,7926,31.1,26.9,4.3,0.446
2010-05-05,8173,0.1,28.1,4.3,0.466
2010-05-06,7712,28.1,28,5.1,0.464
2010-05-07,6862,13.4,27.8,4.4,0.461
2010-05-08,7230,40.4,27.7,4.3,0.46
2010-05-09,8453,1.6,27.2,4.3,0.451
2010-05-10,10320,48.6,25.4,4.2,0.421
2010-05-11,13310,0.1,26,4.1,0.431
2010-05-12,13640,0,26.2,4.3,0.435
2010-05-13,12730,0,26.7,4.3,0.443
2010-05-14,10340,0,27.3,4.3,0.453
2010-05-15,7425,0,28.2,4.2,0.77
2010-05-16,5147,0,28.7,4.2,0.476
2010-05-17,4386,0.1,28.4,5.1,0.471
2010-05-18,4517,0.3,28.7,4.2,0.476
2010-05-19,5017,0.8,27.9,4.2,0.463
2010-05-20,5102,1.2,27.9,4.1,0.463
2010-05-21,5614,17.4,27.7,4.2,0.46
2010-05-22,8804,0,28.2,4.3,0.468
2010-05-23,8116,0.2,28.5,4.2,0.473
2010-05-24,5506,6,28.8,4.2,0.478
2010-05-25,4653,15.3,28,4.2,0.464
2010-05-26,4118,20.6,27.2,4.2,0.451
2010-05-27,4722,0,26.9,4.2,0.446
2010-05-28,5002,0,27.1,5.1,0.45
2010-05-29,4267,0,26.7,4.1,0.443
2010-05-30,3653,0.1,28,4.1,0.464
2010-05-31,3294,12.6,27.2,4,0.451
2010-06-01,3641,1.5,26.5,4.2,0.44
2010-06-02,4138,0.1,26.1,4.1,0.433
2010-06-03,4622,0.1,25.6,4.1,0.425
2010-06-04,5162,0,26.6,3.9,0.441
2010-06-05,5652,0.3,27.2,4,0.451
2010-06-06,4876,0.8,26.2,3.8,0.435
2010-06-07,4789,0.1,26.8,3.9,0.445
2010-06-08,4521,0.1,26.8,5,0.445
2010-06-09,4201,0,26.7,4,0.443
2010-06-10,3760,0.6,26.2,3.9,0.435
2010-06-11,3393,1.1,26.6,4,0.441
2010-06-12,2921,0,27,4,0.448
2010-06-13,2589,0,27.1,3.9,0.45
2010-06-14,2151,0.1,27.1,4,0.45
2010-06-15,1985,0,27.5,3.9,0.456
2010-06-16,2362,1.8,27.7,4,0.46
2010-06-17,2710,3.6,28,3.9,0.464
2010-06-18,2998,0.3,27.5,4,0.456
2010-06-19,3289,0.1,26.6,5.1,0.441
2010-06-20,3722,4.7,27.4,4,0.455
2010-06-21,4171,2.2,27.9,4.1,0.463
2010-06-22,4059,0,27.4,3.9,0.455
2010-06-23,3757,9.1,27.1,4,0.45
2010-06-24,3422,0.4,27.5,4,0.456
2010-06-25,3113,10.2,27.2,4,0.451
2010-06-26,2890,10.1,27,4,0.448
2010-06-27,2592,0.2,26.9,4,0.446
2010-06-28,2317,1.2,26.6,4,0.441
2010-06-29,2560,12.7,25.8,4,0.428
2010-06-30,3035,0,27,5.1,0.448
2010-07-01,3539,0,27.2,3.9,0.451
2010-07-02,3893,0,27.1,4,0.7
2010-07-03,4149,0,27.4,4,0.455
2010-07-04,3784,0,27.7,4,0.46
2010-07-05,3289,0,27.6,4,0.458
2010-07-06,2687,0.6,28.4,4,0.471
2010-07-07,2359,25.1,26.6,4.1,0.441
2010-07-08,2898,3.4,27.7,4.2,0.46
2010-07-09,2933,18.8,27.4,4.2,0.455
2010-07-10,2843,1.1,27.8,4,0.461
2010-07-11,3133,22.2,27.4,5.2,0.455
2010-07-12,3737,11.4,27.6,4.1,0.458
2010-07-13,4184,1.7,27.7,4.2,0.46
2010-07-14,4450,2.3,28,4.2,0.464
2010-07-15,4891,8.4,27.1,4.2,0.45
2010-07-16,5509,30.3,24.5,4.1,0.406
2010-07-17,6080,0.4,23.2,4.1,0.385
2010-07-18,6835,0.1,25.4,4.2,0.421
2010-07-19,6848,0,25.1,4.1,0.416
2010-07-20,7448,0,25.2,4.2,0.418
2010-07-21,8057,0,25.1,4.1,0.416
2010-07-22,6139,0,26.4,5.3,0.438
2010-07-23,5442,0.1,26.6,4,0.441
2010-07-24,4916,0,26.7,4.1,0.443
2010-07-25,4579,0.1,26.5,4.3,0.44
2010-07-26,4939,1.7,25.8,4.3,0.428
2010-07-27,5390,1.2,25.6,4.1,0.425
2010-07-28,5792,0,27,4.1,0.448
2010-07-29,6123,0,27.4,4.2,0.455
2010-07-30,5458,0,27.9,4.3,0.463
2010-07-31,4841,0.2,27.7,4.4,0.46
2010-08-01,3491,1.4,27.4,4.3,0.455
2010-08-02,3875,8.1,25.8,5.4,0.428
2010-08-03,6401,0.1,25.3,4.4,0.38
2010-08-04,5793,0,25.5,4.3,0.423
2010-08-05,6920,0,26.1,4.3,0.433
2010-08-06,8668,0,25.4,4.3,0.421
2010-08-07,7453,0,26.9,4.3,0.446
2010-08-08,4607,0,26.7,4.3,0.443
2010-08-09,3040,0,26.9,4.3,0.446
2010-08-10,2627,0,26.8,4.3,0.445
2010-08-11,2371,0,26.9,4.3,0.446
2010-08-12,1951,0,26.6,4.4,0.441
2010-08-13,1797,0.1,27,5.1,0.448
2010-08-14,1533,0.3,26.5,5.4,0.44
2010-08-15,1610,4.6,26.1,4.5,0.433
2010-08-16,2459,0,26.8,4.6,0.445
2010-08-17,2429,0,26.9,4.4,0.446
2010-08-18,1700,0,27.1,4.4,0.45
2010-08-19,1096,0,26.8,4.4,0.62
2010-08-20,770,0,26.4,4.5,0.438
2010-08-21,479,0.4,26.8,4.5,0.445
2010-08-22,614,0,27.4,4.6,0.455
2010-08-23,444,0,27.5,4.7,0.456
2010-08-24,630,0,28.1,4.6,0.466
2010-08-25,534,0,28.1,5.6,0.466
2010-08-26,216,4.2,27.5,4.7,0.456
2010-08-27,167,3.1,28.2,4.7,0.468
