DATE;CAUDAL;PP;PP_anterior;T;PET;NDVI
1999-01-01;12000;7.4;20.3;27.3;5.1;NA
1999-01-02;11440;20.3;4.7;28;5;NA
1999-01-03;10940;4.7;4.2;27.8;4.9;NA
1999-01-04;10760;4.2;0;27.4;4.8;NA
1999-01-05;10890;0;3.4;28.6;4.9;NA
1999-01-06;11220;3.4;10.6;27.9;5;NA
1999-01-07;11380;10.6;2.4;27.5;5;NA
1999-01-08;11520;2.4;11.9;27.1;5.1;NA
1999-01-09;11770;11.9;5.1;28.1;5;NA
1999-01-10;12140;5.1;36.2;27;5;NA
1999-01-11;12570;36.2;6.7;25.8;5.1;NA
1999-01-12;12880;6.7;31.5;27.6;5.1;NA
1999-01-13;13070;31.5;6.3;26.1;4.9;NA
1999-01-14;13250;6.3;24.6;26.4;5.1;NA
1999-01-15;13470;24.6;1.4;25.6;5.1;NA
1999-01-16;13680;1.4;27.3;26.7;5;NA
1999-01-17;13960;27.3;29.9;26.9;5;NA
1999-01-18;14460;29.9;26.1;27.2;5.1;NA
1999-01-19;15160;26.1;24.8;26.7;5.1;NA
1999-01-20;15860;24.8;0.2;26.4;5.1;NA
1999-01-21;16400;0.2;0;26.7;4.9;NA
1999-01-22;16840;0;0.1;26.9;4.7;NA
1999-01-23;17070;0.1;3.7;26.5;5.1;NA
1999-01-24;17320;3.7;0.1;27;4.9;NA
1999-01-25;17790;0.1;23.3;26.2;4.6;NA
1999-01-26;18390;23.3;7.5;26.3;4.8;NA
1999-01-27;19030;7.5;1.6;26.6;5;NA
1999-01-28;19580;1.6;19.4;27;5.1;NA
1999-01-29;20030;19.4;12.6;26.7;4.9;NA
1999-01-30;20410;12.6;56;27;4.6;NA
1999-01-31;20770;56;11.6;26.8;4.5;NA
1999-02-01;21100;11.6;10;27.6;4.8;NA
1999-02-02;21380;10;48.8;27.8;4.9;NA
1999-02-03;21670;48.8;0;25.9;5;NA
1999-02-04;21920;0;5;26.9;4.9;NA
1999-02-05;22100;5;42;26.3;4.9;NA
1999-02-06;22300;42;0.4;26.4;4.9;NA
1999-02-07;22440;0.4;55.5;26.9;4.8;NA
1999-02-08;22630;55.5;15.4;26.7;4.8;NA
1999-02-09;22750;15.4;18.6;26.6;4.9;NA
1999-02-10;22880;18.6;5.7;26.7;4.7;NA
1999-02-11;22980;5.7;7.4;25.1;4.7;NA
1999-02-12;23020;7.4;1;27;4.7;NA
1999-02-13;23140;1;0;25.9;4.6;NA
1999-02-14;23200;0;32.6;26.8;5.1;NA
1999-02-15;23270;32.6;0.2;26.3;4.8;NA
1999-02-16;23340;0.2;32.4;27.1;4.7;NA
1999-02-17;23410;32.4;1.3;25.6;4.8;NA
1999-02-18;23460;1.3;0;25.6;4.5;NA
1999-02-19;23520;0;17.6;26.2;4.7;NA
1999-02-20;23610;17.6;0.2;26.5;4.6;NA
1999-02-21;23700;0.2;19.8;25.8;4.7;NA
1999-02-22;23760;19.8;10;25.9;4.7;NA
1999-02-23;23800;10;6.4;25.7;4.9;NA
1999-02-24;23840;6.4;3.9;26.7;4.8;NA
1999-02-25;23870;3.9;13.9;26.9;5.2;NA
1999-02-26;23900;13.9;27;27.2;4.6;NA
1999-02-27;23960;27;0.1;26.1;4.6;NA
1999-02-28;24010;0.1;2.9;27.2;4.5;NA
1999-03-01;24060;2.9;0;27.3;4.7;NA
1999-03-02;24080;0;3.9;27.7;4.7;NA
1999-03-03;24130;3.9;13.2;26.8;4.5;NA
1999-03-04;24150;13.2;10;26.7;4.6;NA
1999-03-05;24200;10;15;27;4.6;NA
1999-03-06;24250;15;0;26.9;4.6;NA
1999-03-07;24300;0;0;27.2;4.6;NA
1999-03-08;24320;0;0;28.2;5;NA
1999-03-09;24320;0;13.7;27.3;4.6;NA
1999-03-10;24320;13.7;0;25.8;4.5;NA
1999-03-11;24320;0;0;26.3;4.5;NA
1999-03-12;24310;0;0.2;25.7;4.5;NA
1999-03-13;24270;0.2;21.4;26;4.5;NA
1999-03-14;24200;21.4;40.5;27;4.5;NA
1999-03-15;24130;40.5;0.3;26.9;4.5;NA
1999-03-16;24060;0.3;10.4;27;4.4;NA
1999-03-17;23980;10.4;6.3;26.9;4.4;NA
1999-03-18;23870;6.3;13.9;27.6;4.5;NA
1999-03-19;23760;13.9;45.2;27.7;4.9;NA
1999-03-20;23680;45.2;23;26.9;4.5;NA
1999-03-21;23590;23;15.6;26;4.4;NA
1999-03-22;23390;15.6;0;26.4;4.3;NA
1999-03-23;23320;0;0;26.9;4.3;NA
1999-03-24;23260;0;81.3;27.7;4.3;NA
1999-03-25;23260;81.3;27.2;27.3;4.2;NA
1999-03-26;23220;27.2;47;27;4.3;NA
1999-03-27;23200;47;0;24.8;4.3;NA
1999-03-28;23180;0;0.1;27;4.3;NA
1999-03-29;23180;0.1;4.3;27.4;4.3;NA
1999-03-30;23180;4.3;23;27.6;4.9;NA
1999-03-31;23230;23;37;27.1;4.2;NA
1999-04-01;23330;37;4.9;25.4;4.3;NA
1999-04-02;23370;4.9;19.3;26;4.3;NA
1999-04-03;23410;19.3;15.5;26.1;4.2;NA
1999-04-04;23460;15.5;22.9;26.2;4.3;NA
1999-04-05;23530;22.9;0.1;25.8;4.3;NA
1999-04-06;23600;0.1;3.3;26.2;4.3;NA
1999-04-07;23610;3.3;0;26.3;4.3;NA
1999-04-08;23630;0;16.8;26.6;4.3;NA
1999-04-09;23680;16.8;30.3;26.7;4.1;NA
1999-04-10;23770;30.3;26.7;25.9;5.1;NA
1999-04-11;23860;26.7;0;25.4;4;NA
1999-04-12;23920;0;20.2;26.7;4.1;NA
1999-04-13;24010;20.2;1.3;27.2;4.1;NA
1999-04-14;24100;1.3;0;26.4;4.1;NA
1999-04-15;24220;0;106.9;26.8;4.2;NA
1999-04-16;24420;106.9;0.2;25;4.3;NA
1999-04-17;24600;0.2;0;24.9;4.1;NA
1999-04-18;24730;0;0;21.6;4.2;NA
1999-04-19;24850;0;0;23.7;4.2;NA
1999-04-20;24960;0;0;24.7;4.1;NA
1999-04-21;25080;0;7.9;25.7;5;NA
1999-04-22;25190;7.9;9.3;25.8;4;NA
1999-04-23;25310;9.3;0.1;26;4.1;NA
1999-04-24;25450;0.1;10.6;26;4;NA
1999-04-25;25590;10.6;0.1;24.9;4;NA
1999-04-26;25700;0.1;7.2;26;4;NA
1999-04-27;25790;7.2;0;26.4;4.1;NA
1999-04-28;25880;0;0.5;26;4;NA
1999-04-29;25950;0.5;11.5;26.3;4;NA
1999-04-30;26040;11.5;40.1;25.9;4.1;NA
1999-05-01;26130;40.1;0.2;24.9;4;NA
1999-05-02;26240;0.2;36.4;25.8;4.8;NA
1999-05-03;26350;36.4;0;25.5;4.1;NA
1999-05-04;26450;0;0;26.2;4;NA
1999-05-05;26520;0;0;26.3;3.9;NA
1999-05-06;26570;0;0.4;26;4.1;NA
1999-05-07;26630;0.4;32.2;26.2;3.9;NA
1999-05-08;26680;32.2;14;26.8;4.1;NA
1999-05-09;26730;14;0;26;4;NA
1999-05-10;26750;0;6.4;26.9;4.1;NA
1999-05-11;26760;6.4;13.4;26.5;4.1;NA
1999-05-12;26900;13.4;0;24;4.1;NA
1999-05-13;26920;0;0.1;24.8;4.9;NA
1999-05-14;26900;0.1;0.1;25.5;5;NA
1999-05-15;26900;0.1;0.6;25.1;4;NA
1999-05-16;26900;0.6;0;26.1;4;NA
1999-05-17;26910;0;0.5;25.7;4;NA
1999-05-18;26910;0.5;21.2;25.6;3.9;NA
1999-05-19;27020;21.2;0.2;25.2;4;NA
1999-05-20;27010;0.2;0.1;25.3;4;NA
1999-05-21;26960;0.1;13;24.6;3.9;NA
1999-05-22;26910;13;0;25.3;3.6;NA
1999-05-23;26880;0;0.4;26.2;3.8;NA
1999-05-24;26860;0.4;0.1;25.3;3.8;NA
1999-05-25;26810;0.1;0.2;25.5;5;NA
1999-05-26;26750;0.2;0.1;26.4;3.9;NA
1999-05-27;26670;0.1;0.3;27;4;NA
1999-05-28;26640;0.3;0;25.9;4.1;NA
1999-05-29;26600;0;0.6;26.5;4.1;NA
1999-05-30;26500;0.6;0;26.2;4.1;NA
1999-05-31;26410;0;0;25.1;4.1;NA
1999-06-01;26310;0;0;24.4;3.9;NA
1999-06-02;26200;0;0.1;25.3;4;NA
1999-06-03;26090;0.1;0;25.7;3.8;NA
1999-06-04;26090;0;0;25.6;3.7;NA
1999-06-05;25820;0;0.3;25.8;5.1;NA
1999-06-06;25650;0.3;0;25.2;3.8;NA
1999-06-07;25520;0;0;25.7;3.9;NA
1999-06-08;25380;0;0;26;4;NA
1999-06-09;25280;0;0;26.1;3.9;NA
1999-06-10;25040;0;20.7;26.7;3.8;NA
1999-06-11;24760;20.7;6.8;25.7;3.9;NA
1999-06-12;24540;6.8;0.1;26.3;4;NA
1999-06-13;24300;0.1;0.8;25.8;4.2;NA
1999-06-14;24080;0.8;6.1;26.7;4;NA
1999-06-15;23840;6.1;0;26.7;4.3;NA
1999-06-16;23610;0;11.6;27;5.1;NA
1999-06-17;23400;11.6;11.4;26.9;4.3;NA
1999-06-18;23220;11.4;5.3;26.8;4.3;NA
1999-06-19;23030;5.3;0.6;26.9;4.1;NA
1999-06-20;22870;0.6;0.2;26.3;4.1;NA
1999-06-21;22710;0.2;6.1;25.2;3.9;NA
1999-06-22;22540;6.1;0;25.3;4.1;NA
1999-06-23;22380;0;0;26.1;4.2;NA
1999-06-24;22240;0;0;26.6;4.2;NA
1999-06-25;22130;0;13.1;26.2;4.1;NA
1999-06-26;22050;13.1;16.4;26.4;4.1;NA
1999-06-27;21960;16.4;0.1;25.7;4.7;NA
1999-06-28;21860;0.1;4.6;25.9;4.4;NA
1999-06-29;21750;4.6;0;26.5;4.3;NA
1999-06-30;21600;0;1.6;26.3;4.2;NA
1999-07-01;21420;1.6;18;25.9;4.3;NA
1999-07-02;21240;18;8.5;26.3;4.3;NA
1999-07-03;21060;8.5;0;26.3;4.4;NA
1999-07-04;20870;0;12;26.4;4.4;NA
1999-07-05;20690;12;0.5;25.9;4.4;NA
1999-07-06;20570;0.5;0;21.8;4.4;NA
1999-07-07;20420;0;0;22.5;4.5;NA
1999-07-08;20200;0;0;23.4;5;NA
1999-07-09;19950;0;0;24.2;4.5;NA
1999-07-10;19790;0;0;24.8;4.4;NA
1999-07-11;19690;0;0;25;4.3;NA
1999-07-12;19620;0;0.1;26;4.5;NA
1999-07-13;19440;0.1;1;25.9;4.6;NA
1999-07-14;19130;1;0;24.8;4.5;NA
1999-07-15;18680;0;0;25.9;4.5;NA
1999-07-16;18010;0;0;25.6;4.7;NA
1999-07-17;17370;0;0;25.8;4.7;NA
1999-07-18;16890;0;1.2;26.2;4.7;NA
1999-07-19;16420;1.2;0;25.6;5.2;NA
1999-07-20;15950;0;0;25.6;4.8;NA
1999-07-21;15440;0;35.7;26.3;4.8;NA
1999-07-22;15040;35.7;0;24.9;4.5;NA
1999-07-23;14880;0;5.7;25.5;4.6;NA
1999-07-24;14880;5.7;0;24.4;4.4;NA
1999-07-25;15040;0;0;25.9;4.5;NA
1999-07-26;15100;0;47.1;25.5;4.7;NA
1999-07-27;15000;47.1;0;26.4;4.7;NA
1999-07-28;14970;0;0;25.4;4.7;NA
1999-07-29;15060;0;0;24.6;4.5;NA
1999-07-30;15220;0;0;26;5.2;NA
1999-07-31;15240;0;0;26.6;4.6;NA
1999-08-01;15230;0;0;26;4.7;NA
1999-08-02;15210;0;0;25.6;4.9;NA
1999-08-03;15080;0;0;26.1;4.9;NA
1999-08-04;14830;0;0;26.4;4.9;NA
1999-08-05;14310;0;0;26.1;4.8;0.265
1999-08-06;13840;0;0;27.1;4.6;NA
1999-08-07;13340;0;13;27.4;4.6;NA
1999-08-08;12750;13;0;24.2;4.8;NA
1999-08-09;12120;0;0;24.5;4.9;NA
1999-08-10;11550;0;0.1;25.3;4.9;NA
1999-08-11;11230;0.1;0;26;4.8;NA
1999-08-12;11360;0;0;25.6;4.8;NA
1999-08-13;11700;0;0.1;26.6;4.9;NA
1999-08-14;11870;0.1;3.2;25.5;4.9;NA
1999-08-15;11820;3.2;0;23.3;5;NA
1999-08-16;11590;0;0;20.9;4.9;NA
1999-08-17;11480;0;0;22.2;5;NA
1999-08-18;11770;0;0;23.4;4.8;NA
1999-08-19;12500;0;0;24.7;4.7;NA
1999-08-20;13200;0;0;25.7;4.7;NA
1999-08-21;13440;0;0;26.4;5;0.665
1999-08-22;13070;0;7.1;26.5;4.8;NA
1999-08-23;12400;7.1;1.4;26;4.9;NA
1999-08-24;11770;1.4;0.3;26.6;5;NA
1999-08-25;10960;0.3;0;26.8;5.1;NA
1999-08-26;10530;0;15.3;26.6;4.9;NA
1999-08-27;9712;15.3;0;27;5;NA
1999-08-28;9129;0;8;27.2;5.1;NA
1999-08-29;8681;8;9.3;27.2;5.2;NA
1999-08-30;8294;9.3;0;27.4;5;NA
1999-08-31;8045;0;0;27.3;4.8;NA
1999-09-01;7941;0;0;27.5;5;NA
1999-09-02;7880;0;1.2;27.2;5;NA
1999-09-03;7792;1.2;1;27.1;4.9;NA
1999-09-04;7670;1;0.2;27;4.8;NA
1999-09-05;7514;0.2;0;28;4.8;NA
1999-09-06;7343;0;0;28.7;4.9;0.755
1999-09-07;7193;0;0.6;28.9;4.8;NA
1999-09-08;7115;0.6;2.7;28.8;5;NA
1999-09-09;7126;2.7;2.7;28.7;5;NA
1999-09-10;7083;2.7;13.7;27.8;5.1;NA
1999-09-11;6918;13.7;0;26.1;5.1;NA
1999-09-12;6674;0;0;27.1;4.9;NA
1999-09-13;6503;0;0;27.9;5;NA
1999-09-14;6433;0;3.3;28.3;5;NA
1999-09-15;6543;3.3;12.8;27.1;4.9;NA
1999-09-16;6762;12.8;0;25.8;5;NA
1999-09-17;6877;0;0;25.8;5;NA
1999-09-18;6864;0;4.7;26.4;5;NA
1999-09-19;6967;4.7;0.8;26.9;5;NA
1999-09-20;7396;0.8;17.6;26.9;5;NA
1999-09-21;8429;17.6;8.7;25.7;4.9;NA
1999-09-22;9596;8.7;4.3;27.3;5.2;0.707
1999-09-23;10110;4.3;3.2;27.6;5.2;NA
1999-09-24;10250;3.2;3.2;27.3;5.1;NA
1999-09-25;10410;3.2;1.8;27.2;5.2;NA
1999-09-26;10550;1.8;3.7;26.7;5.1;NA
1999-09-27;10450;3.7;0.6;24.9;5;NA
1999-09-28;10190;0.6;1.3;25.4;5.1;NA
1999-09-29;10020;1.3;0;26.7;5.2;NA
1999-09-30;9976;0;0;27;5.1;NA
1999-10-01;10060;0;13.7;27.8;5.2;0.733
1999-10-02;10380;13.7;22.3;27.1;4.9;NA
1999-10-03;10800;22.3;0.8;26;4.5;NA
1999-10-04;10990;0.8;0;24.2;4.7;NA
1999-10-05;10960;0;0;25;5;NA
1999-10-06;10920;0;0;25.7;5;NA
1999-10-07;11350;0;0.1;27;5;NA
1999-10-08;12230;0.1;11.7;26.6;4.9;0.579
1999-10-09;12910;11.7;1.9;26.5;5;NA
1999-10-10;13080;1.9;0;26.6;5.1;NA
1999-10-11;12830;0;8.8;27.8;5;NA
1999-10-12;12260;8.8;16.3;26.9;5;NA
1999-10-13;11740;16.3;0.1;25.3;5.1;NA
1999-10-14;11200;0.1;0;25.8;4.9;NA
1999-10-15;10710;0;0;27.2;4.8;NA
1999-10-16;10300;0;0.1;27.9;5;NA
1999-10-17;10110;0.1;0;28.1;4.8;NA
1999-10-18;9987;0;13.9;28.1;5;NA
1999-10-19;9780;13.9;0;25.7;5.1;NA
1999-10-20;9458;0;2.3;26.8;5;NA
1999-10-21;9033;2.3;8.2;27.7;5;NA
1999-10-22;8683;8.2;3.1;27.4;5;NA
1999-10-23;8521;3.1;1.4;27;4.9;NA
1999-10-24;8551;1.4;0.1;28;4.8;0.724
1999-10-25;8626;0.1;0;28.2;5;NA
1999-10-26;8733;0;0;27.9;4.9;NA
1999-10-27;8856;0;0;28.4;4.9;NA
1999-10-28;8974;0;0;27.6;4.9;NA
1999-10-29;9130;0;60.7;27;4.9;NA
1999-10-30;9274;60.7;0;24.8;5;NA
1999-10-31;9427;0;0;26.4;4.9;NA
1999-11-01;9444;0;0;27.7;4.9;NA
1999-11-02;9650;0;0;28.8;4.7;NA
1999-11-03;10260;0;0.1;29;4.8;NA
1999-11-04;10890;0.1;30.1;28.1;4.9;NA
1999-11-05;11080;30.1;3;25.7;4.9;NA
1999-11-06;10910;3;0;27.3;4.9;NA
1999-11-07;10710;0;6.7;27.6;4.9;NA
1999-11-08;10970;6.7;35.3;28.4;4.9;NA
1999-11-09;11940;35.3;19.5;26.9;5;NA
1999-11-10;12960;19.5;9.5;23.6;5;NA
1999-11-11;13790;9.5;0;23.7;4.9;NA
1999-11-12;14280;0;0;24.3;4.8;NA
1999-11-13;14570;0;0;26.6;4.7;NA
1999-11-14;14910;0;0;27.6;5;NA
1999-11-15;15400;0;6.6;28.5;5;NA
1999-11-16;15760;6.6;3.1;28.7;5;NA
1999-11-17;15610;3.1;12.5;28.2;5;NA
1999-11-18;15220;12.5;0;26.7;5;NA
1999-11-19;14580;0;0.1;28.1;5.1;NA
1999-11-20;13900;0.1;34.6;28.8;4.9;NA
1999-11-21;13470;34.6;9.7;25;5;NA
1999-11-22;13020;9.7;7.3;25.8;4.9;NA
1999-11-23;12610;7.3;9.5;26.9;5;NA
1999-11-24;12340;9.5;4.5;26.3;4.9;NA
1999-11-25;12360;4.5;13.9;25.9;4.6;0.15
1999-11-26;12430;13.9;5.4;26.4;4.7;NA
1999-11-27;12480;5.4;0.8;25.9;4.6;NA
1999-11-28;12710;0.8;1.1;27.3;4.9;NA
1999-11-29;13180;1.1;1.7;27.1;5;NA
1999-11-30;13620;1.7;0;27.2;5;NA
1999-12-01;13860;0;7.5;28.1;5;NA
1999-12-02;13810;7.5;0;27.6;5;NA
1999-12-03;13820;0;7.8;27.2;5;NA
1999-12-04;13990;7.8;0;27.5;4.7;NA
1999-12-05;14220;0;13;27.9;4.6;NA
1999-12-06;14490;13;0;28;4.9;NA
1999-12-07;14530;0;4.1;26.7;4.9;NA
1999-12-08;14330;4.1;1.5;26.7;5;NA
1999-12-09;14040;1.5;1;25.8;5;NA
1999-12-10;14000;1;14.5;27.1;5;NA
1999-12-11;14460;14.5;5.6;27.7;5;0.127
1999-12-12;14610;5.6;16.2;27.5;4.9;NA
1999-12-13;15040;16.2;11.3;27;5;NA
1999-12-14;15190;11.3;7.6;27.1;5;NA
1999-12-15;15160;7.6;4.1;27.3;4.9;NA
1999-12-16;15290;4.1;1.7;27.5;4.9;NA
1999-12-17;15830;1.7;2.4;27.6;4.9;NA
1999-12-18;16550;2.4;9.1;27.8;4.7;NA
1999-12-19;17280;9.1;26.2;27.6;4.8;NA
1999-12-20;17960;26.2;21.5;26.1;4.8;NA
1999-12-21;18540;21.5;46.8;26.8;5.1;NA
1999-12-22;19030;46.8;5.4;26.2;4.9;NA
1999-12-23;19390;5.4;0;26.9;4.8;NA
1999-12-24;19620;0;0.2;27.6;4.7;NA
1999-12-25;19780;0.2;23.1;27.3;4.7;NA
1999-12-26;20010;23.1;0.3;25.7;4.7;NA
1999-12-27;20160;0.3;1.4;26.8;4.8;0.701
1999-12-28;20130;1.4;0.7;27.5;4.9;NA
1999-12-29;20000;0.7;0;27.7;5;NA
1999-12-30;19830;0;0.1;27.4;4.8;NA
1999-12-31;19630;0.1;0;28;4.7;NA
2000-01-01;19380;0;0;27.8;4.8;NA
2000-01-02;19030;0;11.2;27.5;4.8;NA
2000-01-03;18660;11.2;0;27.4;4.8;NA
2000-01-04;18240;0;0;28.1;5.1;NA
2000-01-05;17670;0;3.4;28.3;5.1;NA
2000-01-06;17060;3.4;1.7;26.5;5.1;NA
2000-01-07;16530;1.7;6.9;27.1;5.1;NA
2000-01-08;16000;6.9;0;27.4;5;NA
2000-01-09;15370;0;5.1;27.2;4.9;NA
2000-01-10;14760;5.1;25.4;25.5;4.8;NA
2000-01-11;14070;25.4;5.6;26.3;4.9;NA
2000-01-12;13610;5.6;0;26.1;5;NA
2000-01-13;13450;0;4.2;27.5;4.9;NA
2000-01-14;13680;4.2;0;27.7;5;NA
2000-01-15;13850;0;0;27.8;5.1;NA
2000-01-16;13480;0;0;27.2;5.2;NA
2000-01-17;12920;0;7;27;5;NA
2000-01-18;12470;7;5.6;26.6;4.7;NA
2000-01-19;12120;5.6;21.5;25.9;4.9;NA
2000-01-20;11890;21.5;0.1;25.2;5.1;NA
2000-01-21;11910;0.1;0;26.9;5.1;NA
2000-01-22;12110;0;44.5;27.4;5.1;NA
2000-01-23;12310;44.5;0.4;26.7;5;NA
2000-01-24;12460;0.4;5;26.7;4.8;NA
2000-01-25;12570;5;1.3;27.4;4.9;NA
2000-01-26;12590;1.3;39.1;27.8;5.1;NA
2000-01-27;12600;39.1;52.8;25.6;5.1;NA
2000-01-28;12810;52.8;0.2;26.1;5.1;NA
2000-01-29;13060;0.2;9;26.7;4.7;NA
2000-01-30;13190;9;33.5;26.8;4.7;NA
2000-01-31;13610;33.5;0;24;4.9;NA
2000-02-01;14850;0;0.1;26.5;4.8;NA
2000-02-02;15590;0.1;51.9;26;4.9;NA
2000-02-03;16290;51.9;1;26;5;NA
2000-02-04;16880;1;0;27.7;4.9;NA
2000-02-05;17440;0;19.4;26.5;4.9;NA
2000-02-06;17900;19.4;29.2;27.5;4.9;NA
2000-02-07;18180;29.2;1.3;26.6;4.9;NA
2000-02-08;18300;1.3;0;26.9;5;NA
2000-02-09;18220;0;0;27.2;4.8;NA
2000-02-10;18020;0;2.4;28.2;4.9;NA
2000-02-11;17730;2.4;0;28;4.8;NA
2000-02-12;17260;0;0.1;27.6;4.9;NA
2000-02-13;16700;0.1;0;27.5;4.9;0.632
2000-02-14;16110;0;5.5;26.8;4.8;NA
2000-02-15;15330;5.5;9.4;24.9;4.9;NA
2000-02-16;14700;9.4;8;25.4;4.6;NA
2000-02-17;14060;8;0.1;24.3;4.7;NA
2000-02-18;13880;0.1;25.6;25.3;4.9;NA
2000-02-19;13880;25.6;0.1;25.6;4.8;NA
2000-02-20;14030;0.1;19.1;26.2;4.8;NA
2000-02-21;14180;19.1;2.9;25.2;4.9;NA
2000-02-22;14440;2.9;46.8;26.3;5;NA
2000-02-23;14910;46.8;22.2;25.6;5;NA
2000-02-24;15300;22.2;0;26.4;5;NA
2000-02-25;15610;0;8.3;26.4;5;NA
2000-02-26;16000;8.3;3.4;25.8;4.9;NA
2000-02-27;16440;3.4;26.5;26.3;4.9;NA
2000-02-28;16940;26.5;9.4;27.2;4.9;NA
2000-02-29;17550;9.4;68.3;26;4.8;0.104
2000-03-01;18270;68.3;0;25.1;4.7;NA
2000-03-02;18850;0;0.1;26.6;4.8;NA
2000-03-03;19270;0.1;0;27.1;4.8;NA
2000-03-04;19710;0;50;26.6;4.6;NA
2000-03-05;20190;50;4.2;26.1;4.9;NA
2000-03-06;20570;4.2;0;25.8;4.9;NA
2000-03-07;20840;0;5.8;26.1;4.6;NA
2000-03-08;21080;5.8;0;26.1;4.9;NA
2000-03-09;21300;0;0;26.4;4.8;NA
2000-03-10;21460;0;0;26.3;4.9;NA
2000-03-11;21580;0;0;26.4;4.7;NA
2000-03-12;21680;0;11.6;25.9;4.7;NA
2000-03-13;21750;11.6;13.3;27;4.7;NA
2000-03-14;21800;13.3;37.5;27;4.8;NA
2000-03-15;21900;37.5;5.8;26.8;4.9;NA
2000-03-16;21960;5.8;17.4;27.4;4.9;NA
2000-03-17;22000;17.4;24.5;27.6;4.9;NA
2000-03-18;22020;24.5;0;25.6;4.8;NA
2000-03-19;22000;0;0;26.4;5;NA
2000-03-20;21930;0;0.2;25.8;4.7;NA
2000-03-21;21860;0.2;32;26.6;4.6;NA
2000-03-22;21790;32;0;25.6;4.6;NA
2000-03-23;21710;0;10.6;26;4.6;NA
2000-03-24;21590;10.6;61;26.2;4.7;NA
2000-03-25;21520;61;32.9;26;4.7;NA
2000-03-26;21460;32.9;17.6;26.4;4.6;NA
2000-03-27;21480;17.6;21.8;27.1;4.7;NA
2000-03-28;21520;21.8;19.2;26.3;4.8;NA
2000-03-29;21470;19.2;0;25.8;4.6;NA
2000-03-30;21560;0;44.3;26.3;5;NA
2000-03-31;21780;44.3;8.6;25.4;4.5;NA
2000-04-01;21940;8.6;7.8;26.1;4.6;NA
2000-04-02;22120;7.8;0;24.8;4.6;NA
2000-04-03;22300;0;9.2;24.7;4.6;NA
2000-04-04;22460;9.2;8.5;25.9;4.4;NA
2000-04-05;22660;8.5;3.1;25.2;4.5;NA
2000-04-06;22860;3.1;0;25.7;4.5;NA
2000-04-07;23010;0;7.5;26.8;4.4;NA
2000-04-08;23150;7.5;20.9;27.2;4.6;NA
2000-04-09;23310;20.9;0;25.4;4.6;NA
2000-04-10;23460;0;45.6;27.1;5;NA
2000-04-11;23670;45.6;0;24.9;5.1;NA
2000-04-12;23820;0;0;25.9;4.4;NA
2000-04-13;23960;0;7.5;27.3;4.4;NA
2000-04-14;24130;7.5;7.4;27.1;4.3;NA
2000-04-15;24290;7.4;14.9;26.5;4.3;NA
2000-04-16;24400;14.9;4.5;26.6;4.2;NA
2000-04-17;24530;4.5;0.2;26.7;4.4;NA
2000-04-18;24610;0.2;17;26.8;4.5;NA
2000-04-19;24720;17;19.4;27;4.6;NA
2000-04-20;24900;19.4;6.5;24.3;4.6;NA
2000-04-21;24990;6.5;0.1;25.5;4.4;NA
2000-04-22;25070;0.1;9.9;26;5;NA
2000-04-23;25140;9.9;4.5;25.8;4.5;NA
2000-04-24;25240;4.5;1;25.5;4.4;NA
2000-04-25;25310;1;0.1;26;4.4;NA
2000-04-26;25390;0.1;69.6;26.9;4.4;NA
2000-04-27;25500;69.6;1.9;25.3;4.5;NA
2000-04-28;25610;1.9;0;26.8;4.5;NA
2000-04-29;25750;0;73.8;26.5;4.5;NA
2000-04-30;25880;73.8;0;26.3;4.5;NA
2000-05-01;25970;0;11;26.4;4.4;NA
2000-05-02;26060;11;23.4;26.1;3.7;NA
2000-05-03;26120;23.4;0.5;26.2;4.6;NA
2000-05-04;26230;0.5;11.9;26.7;4;NA
2000-05-05;26350;11.9;0.2;26.2;4.2;NA
2000-05-06;26400;0.2;24.5;26.1;4.2;NA
2000-05-07;26450;24.5;0.2;25;4.1;NA
2000-05-08;26500;0.2;5.7;26.1;4.2;NA
2000-05-09;26660;5.7;15.8;24.3;4.2;NA
2000-05-10;26790;15.8;6.4;25.5;4.2;NA
2000-05-11;26820;6.4;6.3;25.6;4.3;NA
2000-05-12;26820;6.3;0;26.2;4.1;NA
2000-05-13;26820;0;6.8;26.6;4.1;NA
2000-05-14;26820;6.8;0;26;4.7;NA
2000-05-15;26800;0;7.8;26.3;4;NA
2000-05-16;26750;7.8;8.4;27.3;4;NA
2000-05-17;26670;8.4;0;27.1;3.9;NA
2000-05-18;26600;0;0;25.1;4.1;NA
2000-05-19;26550;0;0.1;22.9;4.2;NA
2000-05-20;26480;0.1;0.1;24;4.2;NA
2000-05-21;26370;0.1;0.1;25.3;4.1;NA
2000-05-22;26240;0.1;0;25.2;4.1;NA
2000-05-23;26150;0;0.1;26.3;4.3;NA
2000-05-24;26050;0.1;21.9;25.8;4.2;NA
2000-05-25;25970;21.9;0.2;26.2;4.8;NA
2000-05-26;25870;0.2;0;26.8;4.1;NA
2000-05-27;25760;0;5.5;26.4;4.1;NA
2000-05-28;25660;5.5;0;26.6;4.1;NA
2000-05-29;25560;0;0;27;4;NA
2000-05-30;25470;0;8.2;27;3.9;NA
2000-05-31;25360;8.2;4.6;26.6;3.7;NA
2000-06-01;25250;4.6;0;26.3;3.8;NA
2000-06-02;25100;0;0;25.5;3.9;NA
2000-06-03;24970;0;10;26.5;4;NA
2000-06-04;24840;10;0.1;26.9;4;NA
