date,q,pp,t,pet
2002-08-01,6001,0,22.602,3.867376075
2002-08-02,5959,13.0057,21.8394,3.768670547
2002-08-03,5917,2.7305,21.3202,3.703860557
2002-08-04,5875,35.0466,21.7094,3.766945327
2002-08-05,5833,0,21.9612,3.810947142
2002-08-06,5790,0,22.31,3.86893844
2002-08-07,5748,1.4171,22.1592,3.856297269
2002-08-08,5706,0.0236,22.6503,3.934983372
2002-08-09,5664,0,22.5341,3.927432086
2002-08-10,5622,0,21.9699,3.855815249
2002-08-11,5580,0.0227,22.0384,3.874542303
2002-08-12,5537,0,21.9479,3.87052131
2002-08-13,5495,0,21.8297,3.862488312
2002-08-14,5453,0,21.2902,3.793612095
2002-08-15,5411,0.0228,21.9446,3.897071988
2002-08-16,5369,0.0319,21.0639,3.778443062
2002-08-17,5327,0,21.5855,3.862988412
2002-08-18,5284,0,22.3757,3.987001181
2002-08-19,5242,0,22.3253,3.988827694
2002-08-20,5200,11.1258,22.0884,3.963316335
2002-08-21,5158,0.0286,22.1248,3.977699924
2002-08-22,5116,0,22.4163,4.029569631
2002-08-23,5073,0,22.5137,4.053000499
2002-08-24,5031,0,22.5602,4.068933546
2002-08-25,4989,0.2076,22.8748,4.12451187
2002-08-26,4947,0.6309,23.4587,4.220167496
2002-08-27,4905,33.7635,22.9836,4.158748006
2002-08-28,4863,0.1261,23.504,4.245209093
2002-08-29,4820,0,23.4368,4.244215661
2002-08-30,4778,89.3629,23.0515,4.195510216
2002-08-31,4736,94.4318,22.2197,4.079546533
2002-09-01,4694,23.786,22.3702,4.110490595
2002-09-02,4652,5.6161,21.136,3.933042193
2002-09-03,4609,0.4428,21.2534,3.958538902
2002-09-04,4567,0.0139,21.863,4.058347858
2002-09-05,4525,0,22.6535,4.185768776
2002-09-06,4483,1.0079,23.2115,4.278249697
2002-09-07,4441,0.1636,22.9535,4.246928166
2002-09-08,4399,0,22.5178,4.188270029
2002-09-09,4356,4.2814,22.8227,4.242144805
2002-09-10,4314,4.0609,22.1652,4.149033558
2002-09-11,4272,0.0028,22.6539,4.230779689
2002-09-12,4230,0,22.8567,4.268796344
2002-09-13,4188,0,23.1248,4.316764449
2002-09-14,4145,6.9598,22.891,4.287530074
2002-09-15,4103,0.1219,23.3999,4.372348898
2002-09-16,4061,0.0793,24.1703,4.497531543
2002-09-17,4019,5.1332,23.7965,4.446194835
2002-09-18,3977,10.5042,22.9023,4.314039652
2002-09-19,3935,6.8189,22.7936,4.302926482
2002-09-20,3892,11.4977,23.223,4.374986664
2002-09-21,3850,17.4791,23.0089,4.347136726
2002-09-22,3808,5.7405,23.297,4.397040061
2002-09-23,3766,0,24.0886,4.52516668
2002-09-24,3724,0,24.3735,4.574440983
2002-09-25,3682,11.89,24.4614,4.592879232
2002-09-26,3639,3.8362,23.2194,4.403595413
2002-09-27,3597,28.0619,22.9062,4.358800148
2002-09-28,3555,9.951,21.618,4.161279641
2002-09-29,3513,1.2729,23.4789,4.455931703
2002-09-30,3471,7.2098,23.5117,4.464582917
2002-10-01,4038,11.7989,23.3055,4.435573237
2002-10-02,6125,0.7108,22.7493,4.351418418
2002-10-03,8216,0.3565,23.7337,4.508676703
2002-10-04,6897,18.5074,22.966,4.39081942
2002-10-05,5025,2.5816,23.3365,4.451416179
2002-10-06,4171,0,24.0777,4.570124813
2002-10-07,4838,0,24.5315,4.643537525
2002-10-08,5188,9.0866,23.999,4.561645645
2002-10-09,6206,31.5078,22.0148,4.251040096
2002-10-10,5862,5.2432,22.3477,4.304763193
2002-10-11,5268,0.0401,22.642,4.352244567
2002-10-12,4789,2.5274,22.3507,4.307331391
2002-10-13,4610,0,23.2655,4.45218772
2002-10-14,4496,0,23.9832,4.565846963
2002-10-15,5747,0.0176,24.3946,4.631081273
2002-10-16,6857,21.7102,22.6545,4.357149478
2002-10-17,6755,4.4148,22.3989,4.316919248
2002-10-18,5473,14.5571,21.7084,4.207998376
2002-10-19,4797,0,23.1319,4.431969977
2002-10-20,5142,0,23.9491,4.560226921
2002-10-21,5530,4.5736,23.104,4.426466726
2002-10-22,6270,17.7738,22.9353,4.39910761
2002-10-23,5740,5.5244,22.4519,4.322060189
2002-10-24,5371,17.9494,22.8172,4.378490802
2002-10-25,4966,23.5513,23.4915,4.483373763
2002-10-26,5365,15.4069,23.8007,4.530621432
2002-10-27,6529,18.5031,23.2435,4.441456124
2002-10-28,6361,6.3589,23.278,4.445240446
2002-10-29,5402,26.2065,22.5554,4.329932482
2002-10-30,4622,7.4703,22.7168,4.353454705
2002-10-31,3987,33.3448,21.8049,4.208341252
2002-11-01,3190,4.3731,22.2837,4.2814976
2002-11-02,3353,17.7397,22.8765,4.372369221
2002-11-03,3602,0.1737,23.1236,4.408864032
2002-11-04,3859,12.3566,23.5182,4.468345974
2002-11-05,4169,28.2195,22.4512,4.298799614
2002-11-06,4386,69.5602,21.1496,4.092653941
2002-11-07,4565,0.0989,21.5131,4.147134692
2002-11-08,4746,0,22.8172,4.348534146
2002-11-09,5565,2.2043,23.2346,4.411108827
2002-11-10,6148,24.303,22.2141,4.249053806
2002-11-11,6416,36.6263,21.8183,4.184636332
2002-11-12,5924,0,22.1758,4.237734852
2002-11-13,4825,1.1544,22.0888,4.221468569
2002-11-14,4153,1.3636,22.5971,4.29791298
2002-11-15,3780,0.5834,22.3612,4.258418648
2002-11-16,3312,2.7144,22.4428,4.268349584
2002-11-17,3026,17.1793,22.9346,4.342024817
2002-11-18,3090,0.6967,23.5781,4.439172743
2002-11-19,4080,52.5288,23.3909,4.407252096
2002-11-20,5078,0.6447,22.6427,4.28835807
2002-11-21,5052,23.1401,22.6376,4.28484557
2002-11-22,3975,14.0324,21.9025,4.168259767
2002-11-23,3576,0,23.5833,4.425938859
2002-11-24,4590,0.4857,23.7565,4.45004269
2002-11-25,6486,0.7773,23.3327,4.381834792
2002-11-26,8425,2.2296,22.7844,4.294516585
2002-11-27,6024,0,22.7829,4.291824496
2002-11-28,5030,1.0201,23.4155,4.387096905
2002-11-29,5061,0,23.8912,4.458122595
2002-11-30,5694,0.0979,23.6621,4.420449151
2002-12-01,5603,9.4228,22.8399,4.291469089
2002-12-02,6589,0.4885,22.3587,4.215238367
2002-12-03,6892,0,22.9076,4.297802307
2002-12-04,6680,0.678,22.8975,4.2943342
2002-12-05,5932,14.2402,22.713,4.264130371
2002-12-06,5316,2.2734,22.8415,4.282191838
2002-12-07,5435,0.0605,23.884,4.440868862
2002-12-08,5914,10.202,24.5112,4.5357127
2002-12-09,6466,20.2477,24.1106,4.472693736
2002-12-10,6933,26.2751,23.4219,4.365581023
2002-12-11,7324,0,23.9275,4.442042387
2002-12-12,7494,0,24.2277,4.487055875
2002-12-13,7064,0.5683,23.9047,4.436523557
2002-12-14,7032,0.7869,23.882,4.432224622
2002-12-15,7648,12.6126,24.0487,4.457119392
2002-12-16,7971,40.0366,22.6768,4.246093879
2002-12-17,7849,21.5814,22.2516,4.180470068
2002-12-18,7264,1.4196,22.6407,4.239893328
2002-12-19,6654,0.5885,23.4396,4.362301264
2002-12-20,7273,0.4955,23.6591,4.395968623
2002-12-21,7973,32.9072,22.5386,4.224228565
2002-12-22,7875,10.201,23.1677,4.320998752
2002-12-23,7917,15,23.0732,4.306907833
2002-12-24,8268,37.1025,22.8435,4.272204932
2002-12-25,8741,11.7236,22.3531,4.197619285
2002-12-26,9309,5.3436,23.024,4.301386292
2002-12-27,9179,1.367,22.6088,4.238587764
2002-12-28,8486,0,23.0697,4.310425381
2002-12-29,8053,0.2033,23.6733,4.404351733
2002-12-30,7120,0.1268,24.2481,4.494040809
2002-12-31,5980,4.1419,24.0796,4.469672584
2003-01-01,5884,0,24.2119,4.491760285
2003-01-02,5902,2.1411,23.4174,4.37134228
2003-01-03,5920,0,23.8034,4.432615957
2003-01-04,5938,0.7758,24.5818,4.554479047
2003-01-05,5956,6.7601,24.0315,4.471908693
2003-01-06,5974,4.9921,22.5725,4.249327329
2003-01-07,5992,11.1967,22.2349,4.199536042
2003-01-08,6010,0,23.9032,4.459266918
2003-01-09,6028,0,24.172,4.503351967
2003-01-10,6046,0,22.9932,4.323984213
2003-01-11,6064,0,23.1784,4.355309646
2003-01-12,6082,0,23.7948,4.453451901
2003-01-13,6100,0,24.2264,4.523206184
2003-01-14,6118,16.3934,24.5758,4.58040422
2003-01-15,6136,21.8432,24.2403,4.531612374
2003-01-16,6154,15.0009,23.8091,4.467978839
2003-01-17,6172,7.9823,24.2124,4.533832488
2003-01-18,6190,3.5256,24.7494,4.620607069
2003-01-19,6208,4.3236,24.2696,4.549518439
2003-01-20,6226,38.1276,24.0335,4.516276224
2003-01-21,6244,10.9736,23.7582,4.476919894
2003-01-22,6262,0.3377,24.883,4.655665857
2003-01-23,6280,0,24.9076,4.663178207
2003-01-24,6298,1.0369,24.3823,4.584915328
2003-01-25,6316,5.0514,24.6929,4.63708274
2003-01-26,6334,11.6541,22.6643,4.323740274
2003-01-27,6352,2.2004,24.1728,4.563163779
2003-01-28,6370,5.3355,24.282,4.583913459
2003-01-29,6388,19.5963,23.2246,4.421913615
2003-01-30,6406,31.2504,22.2144,4.267036983
2003-01-31,6424,20.6784,23.1948,4.424249296
2003-02-01,6797,2.8843,23.6396,4.497565896
2003-02-02,8625,17.0279,23.0169,4.403186779
2003-02-03,8950,11.3001,22.0693,4.257515726
2003-02-04,7975,4.6875,22.0078,4.251045548
2003-02-05,6649,0.2174,23.4018,4.47377539
2003-02-06,7127,7.195,23.4352,4.48229207
2003-02-07,6524,3.6227,22.6001,4.353747244
2003-02-08,6097,0,22.3938,4.324202449
2003-02-09,5536,0,23.5284,4.506342298
2003-02-10,5022,4.1202,23.3585,4.482437534
2003-02-11,4712,1.7935,24.1106,4.604229322
2003-02-12,4346,20.8935,23.7133,4.544160278
2003-02-13,3433,0.5903,23.8066,4.561593727
2003-02-14,3496,25.5369,24.6003,4.689899067
2003-02-15,5576,24.5227,24.262,4.638764085
2003-02-16,5656,16.9873,24.168,4.626188772
2003-02-17,4529,0.2118,25.1967,4.791610898
2003-02-18,4798,0.0273,25.72,4.87680066
2003-02-19,5249,0,25.7995,4.891420588
2003-02-20,4170,54.9576,24.2089,4.640548986
2003-02-21,4753,17.3994,23.039,4.456195521
2003-02-22,4139,11.1829,22.6521,4.396039791
2003-02-23,2920,4.7762,23.2544,4.492986177
2003-02-24,2415,32.4639,23.0284,4.458061213
2003-02-25,3422,11.872,23.8483,4.589331526
2003-02-26,3823,4.6243,24.7118,4.727395697
2003-02-27,4515,10.7554,23.7084,4.568226511
2003-02-28,4940,15.2276,22.3977,4.359933199
2003-03-01,3997,0,22.4342,4.365823284
2003-03-02,3602,0.8704,23.2888,4.501706212
2003-03-03,2706,0.772,23.7465,4.574215808
2003-03-04,1941,5.3846,22.6722,4.402753248
2003-03-05,1818,41.1173,22.7919,4.421070921
2003-03-06,3413,16.9797,22.7828,4.41868592
2003-03-07,4070,0.073,23.0728,4.463645873
2003-03-08,4235,0.8889,23.3838,4.511699362
2003-03-09,4139,0,22.9682,4.444042783
2003-03-10,3871,0,23.4013,4.51101523
2003-03-11,3746,0,23.4576,4.517880694
2003-03-12,3996,0,23.0715,4.454309515
2003-03-13,4698,0,23.5476,4.527311407
2003-03-14,4484,27.2837,23.9312,4.5853319
2003-03-15,2975,33.153,24.1701,4.620120097
2003-03-16,2966,7.0751,22.4909,4.351036065
2003-03-17,3880,23.8368,23.6023,4.523455791
2003-03-18,4244,13.1453,24.1722,4.609793641
2003-03-19,4664,19.8754,24.1464,4.601689911
2003-03-20,4521,4.0665,24.2512,4.613956121
2003-03-21,4306,20.4481,24.2897,4.615505565
2003-03-22,4790,26.4035,23.2461,4.44646334
2003-03-23,5370,17.171,23.4011,4.466019429
2003-03-24,5964,0.2271,24.3304,4.606914003
2003-03-25,5371,33.4402,23.843,4.524981296
2003-03-26,4401,20.6719,23.7063,4.497959331
2003-03-27,4312,0.6705,24.6128,4.634016741
2003-03-28,4716,0.0013,23.9978,4.53169901
2003-03-29,5657,30.3867,22.3706,4.27146135
2003-03-30,5938,0.6139,23.6581,4.465953789
2003-03-31,5615,1.7021,24.4393,4.58086771
2003-04-01,5365,21.1048,24.0258,4.509589021
2003-04-02,6035,7.2491,23.2317,4.379269318
2003-04-03,6759,1.7698,22.7066,4.290811247
2003-04-04,7865,6.8447,23.5193,4.409269417
2003-04-05,9112,2.5805,23.3628,4.377527675
2003-04-06,9286,12.9699,23.6052,4.407147987
2003-04-07,9087,0,23.8701,4.439918801
2003-04-08,8296,3.9577,23.9556,4.444829369
2003-04-09,7972,0.8913,24.0073,4.444345116
2003-04-10,8063,8.9755,23.3983,4.342635752
2003-04-11,7914,10.6088,22.6095,4.213697475
2003-04-12,7611,16.9397,21.6805,4.063742805
2003-04-13,6993,0,22.2225,4.137823271
2003-04-14,6281,0,22.8165,4.219324361
2003-04-15,6070,0,23.5034,4.314386054
2003-04-16,6495,0,24.4058,4.441434531
2003-04-17,7276,8.1302,24.1598,4.394701601
2003-04-18,7847,0.6561,24.3181,4.408822
2003-04-19,8495,12.1163,24.6868,4.454305496
2003-04-20,8669,15.7666,22.8595,4.170695329
2003-04-21,8718,0,23.5584,4.265568549
2003-04-22,8486,47.394,22.7793,4.139637857
2003-04-23,8504,0.5849,22.6875,4.116362622
2003-04-24,9120,12.3471,22.9942,4.152200916
2003-04-25,9769,2.2336,23.4412,4.208535426
2003-04-26,10570,3.1024,23.1445,4.154727266
2003-04-27,11470,6.0284,22.8067,4.095041267
2003-04-28,12140,10.0919,23.7936,4.230185333
2003-04-29,12060,0,24.1445,4.271399622
2003-04-30,11980,22.6474,22.9757,4.090167862
2003-05-01,12030,23.8458,22.455,4.004289272
2003-05-02,11580,0.3477,22.73,4.034556468
2003-05-03,10710,0.8591,23.5523,4.144078109
2003-05-04,9549,0.6917,24.1521,4.220825826
2003-05-05,8136,3.2219,23.1849,4.070854343
2003-05-06,5751,66.9484,21.1598,3.769177399
2003-05-07,3863,1.2155,21.1761,3.762380394
2003-05-08,3017,2.00E-04,21.5872,3.812232448
2003-05-09,3818,0.8839,21.9224,3.851003051
2003-05-10,6015,0.256,22.3042,3.896261353
2003-05-11,6585,0.0167,22.0714,3.853842812
2003-05-12,6972,1.9957,22.1537,3.85641696
2003-05-13,7454,5.5094,21.8484,3.804109464
2003-05-14,8081,3.726,22.2817,3.85651033
2003-05-15,8355,0.0587,22.3113,3.851799473
2003-05-16,8272,0.7549,22.5014,3.869768461
2003-05-17,7842,0.5237,22.4696,3.856585355
2003-05-18,6829,0.6959,22.5027,3.8526435
2003-05-19,6537,3.5714,23.8023,4.025843373
2003-05-20,6098,50.7959,23.2891,3.945565521
2003-05-21,5584,0.8937,23.159,3.919068577
2003-05-22,6091,0,23.5704,3.968015915
2003-05-23,6827,27.6028,23.1655,3.903757152
2003-05-24,7477,2.1451,23.2773,3.911372176
2003-05-25,8146,0.237,23.6279,3.952073626
2003-05-26,7966,8.00E-04,23.8114,3.969753123
2003-05-27,7267,56.1263,22.6157,3.797859207
2003-05-28,6566,2.8743,21.879,3.689779599
2003-05-29,5921,8.037,21.8045,3.673001884
2003-05-30,5365,39.4096,22.6775,3.786071197
2003-05-31,4701,0.035,22.7915,3.795294322
2003-06-01,4266,14.9628,22.6226,3.766113185
2003-06-02,3555,23.7569,23.5875,3.891569579
2003-06-03,2443,0.0034,23.4484,3.866797298
2003-06-04,1670,19.1866,22.6134,3.747866831
2003-06-05,1168,15.1226,22.3825,3.7113717
2003-06-06,1630,7.5227,22.7955,3.762356161
2003-06-07,2861,48.0268,22.2431,3.682930571
2003-06-08,3792,0.6028,21.3153,3.553243702
2003-06-09,4182,0.6843,22.3932,3.694602146
2003-06-10,3972,0,22.9628,3.767409814
2003-06-11,3082,0,23.2297,3.799577249
2003-06-12,2353,10.316,23.0141,3.767059049
2003-06-13,2321,0.1843,23.1127,3.777072924
2003-06-14,2493,19.2197,23.472,3.822333051
2003-06-15,2568,7.0052,23.6052,3.837463757
2003-06-16,2849,19.4642,23.1586,3.775116939
2003-06-17,3358,33.7449,22.2115,3.646056992
2003-06-18,3833,3.5427,22.8053,3.723762504
2003-06-19,4040,15.5737,22.3606,3.66265001
2003-06-20,4546,31.7176,21.093,3.491735934
2003-06-21,4890,18.9421,20.567,3.420400907
2003-06-22,5402,0,21.6059,3.558667765
2003-06-23,5992,0.503,22.8491,3.724477456
2003-06-24,5905,2.7167,21.5367,3.548773401
2003-06-25,5062,9.3596,20.8009,3.450450859
2003-06-26,4130,0,21.3674,3.526552562
2003-06-27,3244,2.1794,22.3961,3.664765663
2003-06-28,2877,0,22.5657,3.68835867
2003-06-29,2874,44.2256,21.0754,3.490067718
2003-06-30,3165,0,21.2098,3.509435426
2003-07-01,3799,0,22.1265,3.633872597
2003-07-02,4346,56.3482,21.0597,3.492844089
2003-07-03,4728,6.9774,20.5247,3.423225291
2003-07-04,4957,0.9378,21.4572,3.550705463
2003-07-05,5187,0.317,22.6902,3.718975685
2003-07-06,5291,0,22.283,3.667296497
2003-07-07,4886,40.8072,22.3401,3.678243099
2003-07-08,4566,40.4272,22.1509,3.656287472
2003-07-09,4126,0.622,22.5292,3.711029054
2003-07-10,3905,19.0623,21.9949,3.642969566
2003-07-11,4585,139.0444,21.3744,3.563340686
2003-07-12,5558,0,20.0423,3.387483973
2003-07-13,6234,0,20.1396,3.404994747
2003-07-14,5858,0,20.6395,3.477353638
2003-07-15,5439,0,21.6436,3.618586819
2003-07-16,5255,0,21.6237,3.621147416
2003-07-17,5044,0,20.4973,3.473185225
2003-07-18,4862,0,20.5189,3.481570771
2003-07-19,4961,0,20.2538,3.450979705
2003-07-20,4576,0,21.3062,3.600794338
2003-07-21,4733,0,21.7097,3.662310288
2003-07-22,4359,0,21.9215,3.697872603
2003-07-23,3954,0,22.1849,3.740820373
2003-07-24,3609,0,22.0729,3.732324419
2003-07-25,3991,0,21.1152,3.607129365
2003-07-26,3815,0,21.7108,3.696548901
2003-07-27,3411,0,21.6905,3.701042578
2003-07-28,3763,0,22.1117,3.767018083
2003-07-29,3859,0,22.0629,3.767938372
2003-07-30,3776,8.3853,21.6919,3.724015766
2003-07-31,3748,47.3375,21.0718,3.645178454
2003-08-01,3841,6.00E-04,22.6626,3.875866873
2003-08-02,3842,0.2077,23.026,3.935287702
2003-08-03,3685,6.9176,22.0686,3.809177737
2003-08-04,3602,1.5243,21.986,3.805955453
2003-08-05,3568,1.0829,22.4844,3.884901103
2003-08-06,3538,1.0438,22.938,3.957905608
2003-08-07,3504,29.9105,23.0974,3.98951099
2003-08-08,3522,0.0188,22.8035,3.956785648
2003-08-09,3620,6.6428,20.8944,3.69354718
2003-08-10,3821,8.187,19.8956,3.559258066
2003-08-11,4247,4.8967,20.6082,3.669597839
2003-08-12,4584,0.0166,21.3348,3.782461884
2003-08-13,4452,0,22.1807,3.91301938
2003-08-14,4049,5.00E-04,22.4838,3.96584568
2003-08-15,3756,0.407,22.5959,3.991271308
2003-08-16,3595,4.1426,22.2169,3.945591679
2003-08-17,3530,13.6099,21.3419,3.827592276
2003-08-18,3509,2.32,21.3655,3.839875497
2003-08-19,3480,0.3625,21.996,3.940757921
2003-08-20,3448,2.4424,22.8764,4.07860898
2003-08-21,3457,1.5529,22.6778,4.058794275
2003-08-22,3409,1.7639,23.1255,4.133805825
2003-08-23,3355,35.1341,22.5641,4.060424845
2003-08-24,3405,29.1882,22.9961,4.133288962
2003-08-25,3552,5.551,22.5766,4.080388524
2003-08-26,3958,33.3719,20.8839,3.838347973
2003-08-27,4779,21.6967,20.6748,3.815628557
2003-08-28,4748,2.7996,20.7178,3.830249733
2003-08-29,4288,0.1739,20.6026,3.821208993
2003-08-30,4098,0,20.9405,3.879779433
2003-08-31,3751,0,21.3713,3.95239277
2003-09-01,3228,0,21.9636,4.049426903
2003-09-02,3423,0,22.1007,4.078213826
2003-09-03,3613,0.9676,22.5849,4.159305071
2003-09-04,4009,0,22.8345,4.205117949
2003-09-05,4251,0,22.9008,4.223201311
2003-09-06,4428,1.2454,23.3625,4.301148717
2003-09-07,4625,4.52,23.2516,4.292217997
2003-09-08,4971,2.885,23.1498,4.284461827
2003-09-09,5167,7.608,23.0953,4.283708301
2003-09-10,5348,11.8726,21.8957,4.107871905
2003-09-11,5624,50.8352,19.4421,3.7394053
2003-09-12,5996,0,19.4057,3.739960689
2003-09-13,6347,0,21.5211,4.070618871
2003-09-14,6617,0,21.8733,4.131084649
2003-09-15,6755,0,23.0233,4.314368885
2003-09-16,6721,0,23.1545,4.340913594
2003-09-17,6623,14.3775,22.3216,4.218469495
2003-09-18,6613,0,21.6112,4.114419671
2003-09-19,6424,0,22.4962,4.256883856
2003-09-20,6280,0.3188,23.2844,4.384504581
2003-09-21,5996,3.6302,22.8277,4.31901348
2003-09-22,5717,26.4832,21.5138,4.119950552
2003-09-23,5241,21.0613,22.4561,4.271206895
2003-09-24,4874,2.077,23.4005,4.422912188
2003-09-25,4432,3.2956,24.0805,4.533498901
2003-09-26,4161,9.6787,24.0583,4.534504511
2003-09-27,3946,31.7208,22.8264,4.346335812
2003-09-28,3703,3.3827,22.8036,4.346628395
2003-09-29,3547,9.3724,22.7385,4.340085521
2003-09-30,3293,24.0039,22.1444,4.250480488
2003-10-01,3083,0,22.0907,4.245209725
2003-10-02,2902,14.3339,22.7812,4.356420715
2003-10-03,2716,8.4648,22.9268,4.382064006
2003-10-04,2314,5.7202,23.4493,4.46670024
2003-10-05,1956,2.2653,23.6358,4.49843359
2003-10-06,1736,7.3746,24.243,4.596104915
2003-10-07,1575,7.5142,23.3743,4.461579222
2003-10-08,1374,30.4726,22.8061,4.37399824
2003-10-09,1263,8.5969,23.8775,4.544153959
2003-10-10,1078,7.3534,24.2377,4.602265448
2003-10-11,1006,30.9574,23.4553,4.480298995
2003-10-12,1229,24.8624,22.0446,4.259125161
2003-10-13,1615,3.3422,21.6992,4.205474885
2003-10-14,1974,2.523,21.8826,4.234930496
2003-10-15,2252,6.2089,23.2223,4.446386921
2003-10-16,2416,3.0951,23.903,4.553858914
2003-10-17,2802,0,23.7099,4.523477946
2003-10-18,2993,0,24.0016,4.569299759
2003-10-19,3238,4.3101,24.134,4.589843321
2003-10-20,3422,17.9344,23.9744,4.564212321
2003-10-21,3643,5.1674,23.5839,4.502052456
2003-10-22,3776,3.3577,23.7693,4.530441648
2003-10-23,3663,0.4161,23.7884,4.532480358
2003-10-24,3402,9.2847,24.3043,4.612563738
2003-10-25,3151,0.7887,24.1846,4.592438795
2003-10-26,2904,0.8693,24.63,4.661078135
2003-10-27,2697,21.7632,23.7769,4.525336405
2003-10-28,2460,28.6421,22.3014,4.291721038
2003-10-29,2224,9.5508,21.2761,4.128908994
2003-10-30,1983,0.4085,22.614,4.337307995
2003-10-31,1831,0,23.9475,4.54472721
2003-11-01,1754,11.0989,23.4817,4.469493881
2003-11-02,1700,7.2165,22.3101,4.283530596
2003-11-03,1960,3.1473,21.2023,4.1076668
2003-11-04,2204,0,22.4857,4.306569732
2003-11-05,2389,7.00E-04,23.2109,4.417767021
2003-11-06,2613,3.396,22.847,4.35831272
2003-11-07,2835,13.4483,23.0273,4.38398332
2003-11-08,3012,0.0782,23.4099,4.441188194
2003-11-09,3254,0.1463,24.0276,4.534999702
2003-11-10,3513,8.051,24.2554,4.567770704
2003-11-11,3783,6.2962,22.7076,4.32339968
2003-11-12,4022,0,23.327,4.417250463
2003-11-13,4020,0.0022,24.0363,4.524963373
2003-11-14,3778,16.4867,23.9973,4.515977116
2003-11-15,3628,0,23.2589,4.3981341
2003-11-16,3941,3.5852,23.1399,4.376773888
2003-11-17,4381,11.5321,23.3743,4.410369748
2003-11-18,4638,4.58,24.6351,4.603361601
2003-11-19,4860,0.1073,24.7159,4.612938039
2003-11-20,5137,4.5196,24.3029,4.545913666
2003-11-21,5425,17.3734,21.9034,4.171017538
2003-11-22,5673,9.2415,22.9112,4.324547235
2003-11-23,5893,0,24.0614,4.499969547
2003-11-24,6010,0.1975,24.3765,4.545987137
2003-11-25,5854,25.2779,24.3146,4.53369196
2003-11-26,5455,5.2377,22.5738,4.261965039
2003-11-27,4984,19.8775,22.1643,4.196264902
2003-11-28,4597,2.6314,23.8014,4.446676384
2003-11-29,4329,1.4728,24.8621,4.607939537
2003-11-30,4210,25.6279,25,4.626788495
2003-12-01,4825,39.4871,22.8191,4.288262807
2003-12-02,5301,2.2858,23.6227,4.409986703
2003-12-03,5073,8.0472,24.5343,4.548315967
2003-12-04,4814,13.1586,24.0741,4.475451275
2003-12-05,4616,1.7099,24.8008,4.585374963
2003-12-06,4394,9.7072,24.6551,4.561134536
2003-12-07,4297,5.2906,23.4283,4.370805715
2003-12-08,4195,1.76,24.5203,4.537111321
2003-12-09,3988,2.3252,23.7413,4.415952693
2003-12-10,3803,12.6355,24.4254,4.519717817
2003-12-11,3772,39.3828,24.5532,4.538123484
2003-12-12,3971,47.9494,23.1201,4.317016389
2003-12-13,4285,40.0908,22.1514,4.16741311
2003-12-14,4550,2.7931,23.0784,4.308904363
2003-12-15,4918,16.6886,22.5853,4.232580995
2003-12-16,5395,0,22.4706,4.214459276
2003-12-17,5634,0,22.6922,4.248059315
2003-12-18,5610,0,21.2689,4.02946864
2003-12-19,5667,0,22.1368,4.162467015
2003-12-20,5878,0,23.195,4.324781146
2003-12-21,6051,2.3305,22.8511,4.272163878
2003-12-22,6102,0.0088,24.0055,4.44951946
2003-12-23,5992,0.5988,23.7486,4.410525716
2003-12-24,6016,0,23.2165,4.329436689
2003-12-25,6182,10.3323,22.9413,4.287884727
2003-12-26,6477,13.1451,22.9767,4.294126244
2003-12-27,6680,0.005,24.5042,4.529575393
2003-12-28,6530,0.0287,25.6867,4.71229584
2003-12-29,6083,29.3694,24.6561,4.555314367
2003-12-30,5566,6.0951,24.0109,4.457594459
2003-12-31,5375,4.932,23.2252,4.338347247
2004-01-01,5389,1.7576,22.043,4.158259935
2004-01-02,5470,0.0535,21.3848,4.05867503
2004-01-03,5600,0,21.9695,4.150393219
2004-01-04,5771,0.0209,23.6628,4.412987784
2004-01-05,5935,0,23.976,4.463359671
2004-01-06,6107,1.781,24.2242,4.503878565
2004-01-07,6312,32.4458,23.1582,4.341906002
2004-01-08,6325,1.7329,23.7941,4.442434663
2004-01-09,6122,0.0418,23.8948,4.460559935
2004-01-10,5925,0.6368,25.1024,4.649782889
2004-01-11,5681,2.6022,25.382,4.695902452
2004-01-12,5478,7.5693,24.8984,4.624136522
2004-01-13,5373,1.0056,25.3621,4.69897211
2004-01-14,5318,0.0223,25.2577,4.686010075
2004-01-15,5250,7.2218,25.8146,4.775594733
2004-01-16,5033,0.1856,25.4073,4.715842319
2004-01-17,4726,3.0302,24.6933,4.608469287
2004-01-18,4473,4.1536,24.6426,4.604019143
2004-01-19,4234,0,24.748,4.623878513
2004-01-20,4034,3.5895,25.0395,4.672763519
2004-01-21,3880,33.1389,25.5392,4.75417627
2004-01-22,3719,7.9744,24.8462,4.649932547
2004-01-23,3606,0.9706,25.3195,4.727401452
2004-01-24,3554,14.6834,24.624,4.622631028
2004-01-25,3513,0,24.5305,4.611721046
2004-01-26,3480,13.6912,24.4199,4.598128508
2004-01-27,3428,5.9984,24.9907,4.691098419
2004-01-28,3314,1.0676,25.6534,4.798597528
2004-01-29,3214,0.9878,26.1771,4.884478184
2004-01-30,3144,4.997,25.8189,4.832198618
2004-01-31,3110,40.3925,25.107,4.724306381
2004-02-01,3081,4.172,24.5972,4.647947504
2004-02-02,3052,2.9095,23.7597,4.519926573
2004-02-03,3027,0,24.1743,4.588594498
2004-02-04,3014,31.9401,23.7506,4.525363418
2004-02-05,3010,5.7572,23.7368,4.526543692
2004-02-06,2999,0,23.6649,4.518500097
